book_id,publisher_id
1569097,20261
2942523,19792
865516,20262
6309229,20263
12885,20264
320200,19724
781653,19739
7543231,20265
8550813,20266
12162274,20267
36310387,20268
8485458,19668
10552088,20269
555500,20269
975885,20270
6851,19682
403101,20271
7351574,19774
7606431,20272
11753084,20273
16114675,20274
96908,20275
5444895,19797
21278,19669
12591698,20276
3664164,20277
158479,20278
33016249,20279
3629971,19935
16075834,20280
7823592,20064
12444166,19750
8339286,20268
6465063,20281
38463,19700
17283481,20282
186668,20283
7233473,20284
17458478,20213
3675828,19689
8542996,20285
353761,19669
71111,19670
744224,20080
7519179,20286
399212,20287
1433867,20043
1017302,19933
7074259,19802
20321703,20288
18714697,20288
6686092,20289
6722482,20290
16058721,20291
21856225,20292
22712380,20293
22751611,20294
207918,20295
1118616,20296
384221,19806
16110552,20291
18374102,19988
30658,20297
7171561,20298
776175,20299
18295852,19708
20483084,19668
84463,20300
24238873,20301
7139340,20302
22892122,19659
17700404,19999
13410943,20303
25909126,20304
23019022,20305
69499,20306
782519,19688
29776603,20307
29004052,19959
29003857,19959
13505635,20308
23398748,20193
9395215,19687
27272505,19705
1048897,20309
440638,20310
548370,20311
7881207,19914
130119,20312
27223433,20313
6912491,20153
18589573,20314
1161134,20315
11547633,20316
775198,20317
182136,20318
36411879,20178
3170458,20206
37569318,19770
34091026,20319
724666,19792
432020,20161
36469581,20026
6455256,19808
40864841,20320
945882,20321
43521352,19798
254501,19895
5996786,20001
18528548,19959
36647568,20003
11284,20322
109326,20323
872789,19793
28660,19668
77789,19880
882053,19727
15682,19688
137446,19717
224424,19754
357173,20324
11436,19837
3250465,19881
541920,19698
763489,20029
112080,19700
160,20325
89716,19877
105999,19690
34303,19660
2350129,20081
66692,20326
328064,20327
338131,19828
381364,19850
6397351,19658
36193,20092
33484,19792
362888,19862
6941324,19749
7871086,19682
7696504,19822
765811,19717
3212912,20328
2972472,19722
11529182,19959
692871,20329
6273,20191
169875,19770
7789265,20330
781132,19855
12864154,20198
46180,20331
11402993,19916
9874196,19966
5659537,19724
11792612,19668
129909,20332
895886,19913
457841,19721
6371720,20333
14288454,19937
16283548,19903
18485794,19836
384579,19701
6419,20125
16049402,20334
3993839,19714
8951449,20335
6318413,19696
89884,19747
1056079,20336
953773,19915
13524900,20337
18935386,20338
12509045,20339
311196,19660
527495,19700
13153400,20340
12384681,20341
27550,19886
10718998,20342
73906,19824
5557442,20001
25193,20182
2961481,20343
5045718,20344
18308787,20345
15724908,20346
5082616,19687
18487180,20341
3173438,19802
18104749,20347
18129599,20348
16070521,20349
18664167,19855
18310201,19806
7646410,20350
16122643,19967
30843,20351
18858489,20002
22847427,20352
293602,20353
18105451,19714
14975,19665
23209862,19960
18188319,20354
13608133,20355
101191,19797
22088616,20301
43691,19822
3084415,19722
6520376,20356
17453516,19685
6276276,20357
44323,20358
15843041,20046
22915011,20359
13432143,20360
747558,19659
21853636,19714
546255,20361
10187223,20106
129877,19688
26153423,20362
20649195,20363
18774919,20161
22046891,20125
29060994,19959
6344832,19679
3598830,20364
2161966,19808
1364772,20365
30558257,20366
26085520,20111
19161872,19802
2624112,20367
23533039,20092
7114176,20368
24382227,19802
18674889,20369
27223433,20370
31349426,20370
10589240,20371
29496453,20193
26245853,19724
77040,19820
60929,20372
13630171,19792
40039708,20373
26312997,20374
46038451,20375
40548354,20376
36389267,19709
25334576,19879
34684622,19935
43191440,20240
19523454,19680
52759512,20377
32618967,20378
857333,20379
50196744,19865
41081373,20106
43521657,20380
28165571,20381
12465812,20382
40116691,19659
22774,20383
25810500,19754
21250772,20384
16103997,20385
31952703,19760
381072,19668
262545,20386
153418,20387
303073,19922
26482,19683
57901,19717
634407,20125
6771684,20388
102142,19866
281152,19762
762504,19913
74462,20389
13645645,19922
84079,20092
76758,19722
6313326,20390
394228,19727
6289558,20049
17977710,20185
348537,19796
50804,19922
73932,20391
324748,20046
1099648,19797
605015,20392
10810038,20393
144538,19886
6578507,20394
647579,20395
300044,20396
838668,20397
108980,20398
1207980,20113
108979,20398
7824997,20399
104069,20400
6853895,20401
6495228,19699
161788,19799
227462,20402
31488,20403
36559907,20026
601219,20404
7031834,19870
9068791,20405
16169537,19797
622855,19822
25624,20406
871,20161
7224154,20010
47701,19668
9471730,20407
13448374,20001
13424848,20408
1835150,19696
70884,19780
15760502,20204
22908,20295
11499,19976
5148758,19783
48503,19688
111388,19656
2332157,19658
13627199,20409
888367,20410
12722,19688
2437710,20411
6462570,20412
6987527,19783
6184241,20328
935676,20413
6687176,20414
46969,19717
13222508,20415
11717826,19792
6559316,20416
15757099,20417
8721183,20418
17929776,20419
8441754,20420
13171072,20421
17206996,19847
10331050,19828
676,19744
17346301,20062
36613718,20422
13159887,20423
18239142,20424
16090271,20425
2530392,19889
18124599,19827
17140887,20426
6893384,20427
60471,20428
13059477,19826
17349023,19783
40884817,19724
17978443,19700
25419982,19673
12987986,19696
8035987,20411
26144113,19689
563362,20429
497834,20430
33230173,20431
11323484,20330
16401102,20432
4736889,20433
18218630,20434
13455542,19668
6389704,20435
14291975,19656
23650217,20436
25107900,20437
11786581,20313
22044543,19999
35187179,20438
4600787,20439
24981611,20440
97030,20441
15993255,20442
13104080,20443
123667,20444
22698031,20445
780344,20446
11280184,20447
23434061,19687
2445973,20448
26252659,20449
26309016,20450
3591032,20368
276859,20451
17783163,20426
24849422,20111
21981841,19673
455525,20452
31202835,19669
719600,19727
15704486,19750
29740718,20360
33375622,20453
23848190,20125
17703205,20454
25036395,19824
35068592,19736
40972942,20455
28586903,20239
34324484,20184
552106,20456
40227501,20457
60075,20458
879299,19933
36584899,19750
48614841,20459
23784634,20460
7039912,20001
10567244,20461
374188,20462
10040,20463
65399,19679
2932708,20464
295685,20465
85326,20466
220741,20467
6561,19727
68530,19670
1976325,20468
765172,20469
6076107,20470
817380,19846
6665900,20471
272614,20472
169651,19922
6177371,20473
4418237,19655
418209,19700
2439931,19786
384962,20083
59817,20474
56083,19688
7778609,20475
121792,20476
194700,20477
8100267,19922
13318534,19719
133775,20478
35961,20479
179734,20480
491578,20481
7789774,20482
449,20272
54076,20483
9658269,20484
1142757,20485
40490,20486
14347714,20487
2649029,20488
3241366,19801
522686,19669
283489,20161
618520,19727
291583,19698
244357,20489
11706669,20490
45386,20491
13591672,20321
195155,20332
7187640,20492
2623267,20493
146107,20494
184356,20495
16157776,20496
10454418,20497
21849362,20498
16280717,20064
6164596,20499
17181677,20496
17133068,19895
13543594,20500
10116769,20501
4369839,20502
15989553,20127
6097536,20503
833312,20262
10116463,20504
17877452,20505
6465456,20506
17879095,20419
71149,20507
11702,19904
17612776,20508
1105956,19798
12388631,20509
440111,20510
15830010,20511
862311,19810
17033173,20512
8869236,20513
28012,19967
15773979,20514
36434,20379
18145294,20515
17334991,20516
42435,20517
18388177,19959
6397935,20253
133238,19745
62535,20144
359759,20518
6203048,20001
19461580,20519
18839746,19959
12578370,19855
9373152,19658
41538,19739
76688,19838
182587,19904
10569269,20520
23209888,19960
23353850,20002
23345583,20521
289029,20522
23494599,20002
52184,20523
18505844,19824
18077752,19798
18077769,19798
146429,20524
17278396,19748
20890479,20525
20801166,20526
8493681,19881
17333289,19808
28483931,20527
30343,20528
45694,19915
859887,20529
18102827,20530
23203744,19802
29059405,19959
17858077,20531
183015,20477
3453791,19789
17679368,19657
32316602,20532
9496620,20533
12327052,20534
6749,20535
29991719,20536
688972,19681
1542100,19700
11979900,19863
23492533,19967
25330544,19659
647492,19670
10433091,19670
6490174,20125
28186273,20537
34917666,20538
30256105,19742
34218224,20539
89231,19700
6225786,20540
42141,19658
23019294,19687
36840397,20541
30223025,20364
34433755,20542
2590136,19793
1286453,19670
29589074,19668
38216157,20543
6021526,20544
88071,19658
443765,19723
12540,20545
122771,20546
669305,19700
1847329,20547
499150,19933
9298,19793
142108,19889
6348889,20548
339443,20549
145391,19867
248533,20038
15450,19792
2283433,20550
458450,19850
28920,20074
6855506,20551
33820,19725
65053,19922
3485562,20111
6366110,20111
454950,19670
3280113,19917
826564,20552
227454,20553
381489,19774
890680,20554
47905,19717
461627,19723
6696602,20555
146128,20556
61901,20557
9790396,20558
821964,19669
13624367,20396
10419436,20559
18068693,20560
962955,20561
39799,19700
11512688,19864
1013883,20144
143511,19915
526869,20562
469208,19907
12407853,19800
12143472,19805
13562547,20563
15916,20327
906024,20564
263466,19891
79550,20565
10673576,20566
23230,20333
380887,20158
3282557,20567
4732517,19922
196417,19761
507069,20514
60756,20568
102575,20569
2332154,19658
13664,19709
15307498,20064
290,19806
17802747,19922
11700333,20570
7669259,19702
7343071,20571
8563829,19679
741635,19659
15762657,20572
6310782,20573
1369831,20574
16035,19717
18422,19657
163265,20332
2414750,19720
577184,19933
6413374,20575
18144009,19762
22555753,20576
13062488,20364
13258121,20160
140099,19765
22005857,20577
18667437,20419
17338675,20578
22571758,20537
22374443,20134
312881,19904
748164,20456
1075635,19717
22089601,20579
61354,20580
36279579,20002
337537,20010
16160701,20313
16217670,19855
27259009,20581
7930335,20582
248322,19660
18509683,20492
1617191,19865
3933510,19802
18392459,19871
124983,20583
36373647,19762
256234,20584
2392841,20412
28319471,20585
23002501,19718
27139794,20586
13512946,20514
139724,20545
25901548,20526
45183,20356
944652,20587
27223433,20370
20736640,20588
27912522,20375
22010129,19770
30095464,20492
33573674,20238
31139037,19687
38456737,20589
34513573,20589
39893545,19742
28943950,20239
28692401,20239
8521879,20590
34390820,19808
22571629,19865
905092,19885
26123021,20591
16131032,20092
169004,20341
9753375,20592
25852870,19735
3060904,20593
122126,19770
337132,19658
28463,19688
77431,20438
523151,19818
7531,20594
6216433,20595
142442,19717
3297175,19904
624672,20596
18392,19723
85855,20597
3474905,19679
13996,20598
307079,19886
958277,19799
10505,20599
553243,20118
1395807,19660
613268,20093
6764787,19770
409015,20600
54804,19762
5586327,19724
79088,20601
86524,19700
5943093,20001
74045,20602
1002539,19689
4325,20603
944211,19724
28116714,20604
2114086,19770
207802,20247
16089223,20605
1027982,20606
684509,20607
122986,20223
19311,19877
263731,19723
760924,19724
8409257,20608
9327053,19805
246035,20609
13060609,20610
9077707,19907
900379,19846
9674335,20611
7202841,20611
6014989,20284
6120349,20611
9523250,20612
9057190,20613
10088219,19659
5936731,20614
53063855,20615
88340,20146
698034,19700
97010,19714
16076787,20616
1249931,19786
7005479,19783
1533586,20593
