id,genre,votes
7023554,Fiction,512
7023554,Humor,398
7023554,Womens Fiction-Chick Lit,304
7023554,Romance,225
52367,Sequential Art-Comics,769
52367,Sequential Art-Graphic Novels,712
52367,Dc Comics-Batman,211
52367,Superheroes-Dc Comics,95
52367,Fiction,88
52367,Comics-Comic Book,74
761154,Science Fiction,228
761154,Fiction,53
761154,Space-Space Opera,47
5894600,Young Adult,119
5894600,Science Fiction,94
5894600,Fantasy,72
5894600,Fiction,51
12076070,Erotica-BDSM,755
12076070,Adult Fiction-Erotica,361
12076070,Romance,231
12076070,Romance-Erotic Romance,90
12076070,Contemporary,80
172134,Mystery-Crime,200
172134,Mystery,187
172134,Fiction,114
172134,Cultural-Scotland,53
263082,Fantasy,236
263082,Fiction,26
263082,Science Fiction,19
263082,Fantasy-Epic Fantasy,13
525678,Mystery,270
525678,Fiction,72
525678,Young Adult,70
525678,Childrens,51
114128,Romance,448
114128,Romance-Romantic Suspense,134
114128,Romance-Contemporary Romance,83
114128,Contemporary,80
114128,Fiction,75
114128,Mystery,61
11258571,Erotica-BDSM,288
11258571,Adult Fiction-Erotica,184
11258571,Dark,148
11258571,Romance,81
11258571,Adult,47
11258571,Contemporary,40
11258571,Sociology-Abuse,37
11258571,Romance-Erotic Romance,24
11258571,Romance-M F Romance,21
11258571,Romance-Contemporary Romance,10
13226246,Sequential Art-Graphic Novels,115
13226246,Sequential Art-Manga,105
13226246,Fantasy,105
13226246,Young Adult,64
17333426,Poetry,631
17333426,Humor,141
17333426,Nonfiction,80
17333426,Humor-Comedy,58
17333426,Adult,19
17333426,Contemporary,15
17333426,Audiobook,13
17333426,Art,10
17333426,Short Stories,6
17333426,Biography,5
325421,Classics,479
325421,Childrens,322
325421,Fantasy,284
325421,Fiction,277
325421,Animals,135
11382317,Young Adult,92
11382317,Fantasy-Paranormal,88
11382317,Fantasy,53
11382317,Romance,39
11382317,Romance-Paranormal Romance,28
17978160,Young Adult,581
17978160,Contemporary,514
17978160,Romance,397
17978160,Travel-Road Trip,96
11970096,Mystery,465
11970096,Romance,272
11970096,Fiction,129
11970096,Womens Fiction-Chick Lit,128
22671181,Culture-Film,116
22671181,Biography,84
22671181,Nonfiction,68
22671181,Autobiography-Memoir,28
22671181,Biography-Autobiography,27
168496,Poetry,239
168496,Cultural-France,25
168496,Classics,22
168496,European Literature-French Literature,20
13577,Sequential Art-Manga,959
13577,Fantasy,102
13577,Sequential Art-Graphic Novels,48
13577,Sequential Art-Comics,36
13577,Romance,25
138452,Sequential Art-Manga,709
138452,Fantasy,69
138452,Sequential Art-Graphic Novels,35
138452,Sequential Art-Comics,23
138452,Manga-Shonen,15
138452,Romance,15
138452,Adventure,13
138452,Comics Manga,12
138452,Fiction,8
138452,Graphic Novels Manga,6
1586905,Sequential Art-Manga,2240
1586905,Romance,140
1586905,Fantasy,137
1586905,Sequential Art-Graphic Novels,97
1586905,Young Adult,60
222127,Fiction,43
222127,Childrens,28
222127,Young Adult,20
11662,Fiction,184
11662,Classics,33
11662,Literature-American,28
11662,Literature,24
11662,Novels,23
2306910,Mystery,157
2306910,Romance,130
2306910,Romance-Romantic Suspense,127
2306910,Suspense,94
2306910,Fiction,65
254324,Self Help,14
254324,Relationships,10
254324,Nonfiction,10
254324,Psychology,4
143730,Romance-Historical Romance,229
143730,Romance,179
143730,Historical,92
143730,Adventure-Pirates,47
911579,Childrens-Picture Books,530
911579,Childrens,310
18865,Nonfiction,101
18865,Politics,63
18865,Writing-Journalism,41
7044445,Romance-Paranormal Romance,788
7044445,Fantasy-Paranormal,646
7044445,Romance,636
7044445,Fantasy,271
7044445,Fantasy-Urban Fantasy,233
7044445,Paranormal-Shapeshifters,205
3798707,Historical-Historical Fiction,254
3798707,Young Adult,129
3798707,Historical,83
3798707,Mystery,80
3798707,Romance,54
3798707,Fiction,43
51790,Philosophy,274
51790,Science,138
51790,Religion,126
51790,Nonfiction,71
51790,Religion-Atheism,19
51790,History,19
2637138,Fantasy,499
2637138,Fantasy-Urban Fantasy,480
2637138,Sequential Art-Graphic Novels,351
2637138,Sequential Art-Comics,184
2637138,Fiction,106
2637138,Mystery,96
7841670,Science Fiction,785
7841670,Fiction,169
7841670,Space-Space Opera,155
702568,Romance-Historical Romance,229
702568,Romance,164
702568,Historical,123
702568,Historical-Medieval,36
177230,Nonfiction,166
177230,Autobiography-Memoir,110
177230,Biography,57
12866441,Young Adult,142
12866441,Fantasy-Paranormal,95
12866441,Fantasy,70
12866441,Romance,39
5960207,Romance,97
5960207,Historical-Historical Fiction,74
5960207,Fiction,52
5960207,Romance-Historical Romance,37
5960207,Historical,35
189938,Philosophy,75
189938,Nonfiction,35
189938,Politics,31
189938,Poetry,15
189938,Philosophy-Theory,12
189938,Anarchism,9
189938,Cultural,8
189938,Art,8
189938,Writing-Essays,5
189938,Cultural-Counter Culture,4
1017971,Romance,50
1017971,Fairy Tales-Beauty and The Beast,29
1017971,Fiction,25
1017971,Fantasy-Fairy Tales,13
1017971,Fantasy,12
1017971,Retellings,11
1017971,Fairy Tales-Fairy Tale Retellings,9
1372415,Mystery-Crime,241
1372415,Mystery,230
1372415,Fiction,146
1372415,Cultural-Scotland,50
1232353,Mystery-Crime,209
1232353,Mystery,172
1232353,Fiction,110
1232353,Cultural-Scotland,62
2677410,Mystery-Crime,72
2677410,Mystery,52
2677410,Fiction,47
2677410,Short Stories,46
16141786,Mystery,50
16141786,Thriller,23
16141786,Fiction,17
16141786,Mystery-Crime,13
1202625,Biography,12
1202625,Nonfiction,12
1202625,Philosophy,9
1202625,Biography-Autobiography,6
1202625,Autobiography-Memoir,6
1202625,Feminism,6
15825932,Horror,774
15825932,Short Stories,203
15825932,Fiction,176
289737,Christian Fiction,83
289737,Christian,50
289737,Romance,38
289737,Fiction,29
289737,Romance-Christian Romance,24
289737,Historical-Historical Fiction,21
289737,Historical,20
238127,Mystery,743
238127,Romance,365
238127,Mystery-Crime,201
238127,Fiction,169
4858915,Crime-True Crime,217
4858915,Nonfiction,213
4858915,History,187
4858915,Biography,137
4858915,Mystery-Crime,86
4858915,North American Hi...-American History,25
4858915,Historical,18
4858915,Biography Memoir,13
4858915,Audiobook,7
4858915,Literature-20th Century,6
1243539,Cultural-Russia,63
1243539,Mystery,55
1243539,Fiction,53
1243539,Historical-Historical Fiction,33
1243539,Mystery-Crime,32
1243539,Mystery-Detective,25
1243539,Historical,16
4455573,Fiction,74
4455573,Classics,50
4455573,Short Stories,26
4455573,Novels,23
4455573,European Literature-German Literature,23
25042819,Romance,137
25042819,New Adult,79
25042819,Contemporary,57
25042819,Dark,40
330721,Romance-Historical Romance,1859
330721,Romance,1405
330721,Historical,773
330721,Historical-Historical Fiction,220
330721,Historical-Regency,182
46911,Sequential Art-Manga,2386
46911,Fantasy,153
46911,Romance,146
46911,Sequential Art-Graphic Novels,126
46911,Young Adult,69
11684505,Childrens-Middle Grade,12
11684505,Humor,11
11684505,Realistic Fiction,11
11684505,Fiction,10
11684505,Childrens,8
295406,Young Adult,136
295406,Romance,53
295406,Young Adult-Teen,33
295406,Fiction,33
295406,Womens Fiction-Chick Lit,30
295406,Contemporary,27
295406,Realistic Fiction,12
295406,Young Adult-Coming Of Age,7
295406,Young Adult-Young Adult Romance,6
295406,Media Tie In,6
709734,Fiction,325
709734,Contemporary,52
709734,New York,35
709734,Literary Fiction,34
534589,Mystery,100
534589,Thriller,79
534589,Fiction,74
534589,Suspense,44
843989,Historical-Historical Fiction,360
843989,Fiction,320
843989,Thriller,148
843989,Historical,95
843989,Mystery,75
11547851,Historical-Historical Fiction,81
11547851,Christian Fiction,74
11547851,Christian,33
11547851,Romance,32
11547851,Romance-Historical Romance,23
11547851,Historical,18
11547851,Fiction,16
5554803,Romance-Historical Romance,797
5554803,Romance,569
5554803,Historical,357
5554803,Fairy Tales-Beauty and The Beast,90
5554803,Historical-Historical Fiction,85
110389,Romance-Historical Romance,660
110389,Romance,644
110389,Historical,253
110389,Historical-Regency,92
110389,Historical-Historical Fiction,72
3717,Nonfiction,518
3717,Writing-Essays,118
3717,Short Stories,109
3717,Autobiography-Memoir,36
3717,Contemporary,25
3717,Biography,20
3717,Humor,19
3717,Writing-Journalism,16
3717,Literature-American,16
3717,Literature,11
6382055,Fantasy,1077
6382055,Fiction,234
6382055,Fantasy-High Fantasy,63
6382055,Fantasy-Epic Fantasy,59
6382055,Adult,59
6382055,Fantasy-Dragons,37
6382055,Science Fiction Fantasy,34
6382055,Adventure,18
6382055,Novels,14
6382055,Adult Fiction,13
2034476,Science Fiction,36
2034476,Apocalyptic-Post Apocalyptic,29
2034476,Fiction,28
2034476,Science Fiction-Apocalyptic,16
2034476,Science Fiction-Dystopia,8
1700436,Mystery-Crime,227
1700436,Mystery,205
1700436,Fiction,118
1700436,Cultural-Scotland,58
1408029,Mystery,243
1408029,Mystery-Crime,233
1408029,Fiction,142
1408029,Cultural-Scotland,59
13406413,Realistic Fiction,34
13406413,Childrens-Middle Grade,33
13406413,Fiction,31
13406413,Contemporary,24
13406413,Young Adult,22
59807,Romance,546
59807,Romance-Romantic Suspense,174
59807,Mystery,107
59807,Romance-Contemporary Romance,100
59807,Suspense,87
59807,Fiction,87
59807,Contemporary,83
17987085,Fantasy-Paranormal,271
17987085,Romance,198
17987085,Romance-Paranormal Romance,188
17987085,Science Fiction,69
17987085,Paranormal-Shapeshifters,63
11978910,Romance-Historical Romance,650
11978910,Romance,589
11978910,Historical,244
11978910,Historical-Regency,80
11978910,Historical-Historical Fiction,76
11978910,Historical Romance-Regency Romance,58
22135,Nonfiction,235
22135,History,224
22135,Politics,158
22135,Philosophy,107
22135,Philosophy-Theory,71
22135,Sociology,37
22135,Cultural,36
18730321,Historical-Historical Fiction,1014
18730321,Fiction,351
18730321,Cultural-France,191
18730321,Historical,135
28425,Romance,44
28425,Romance-Historical Romance,44
28425,Historical,24
28425,Historical-Medieval,16
28425,Historical-Historical Fiction,9
714571,Historical-Historical Fiction,349
714571,Romance,299
714571,Young Adult,195
714571,Historical,123
714571,Fiction,76
10184403,Fantasy-Urban Fantasy,855
10184403,Fantasy,421
10184403,Fantasy-Paranormal,137
10184403,Fairies-Fae,137
10184403,Fantasy-Magic,84
10184403,Fiction,77
21874813,Mystery,880
21874813,Fiction,284
21874813,Historical-Historical Fiction,283
21874813,Audiobook,147
13573,Sequential Art-Manga,925
13573,Fantasy,101
13573,Sequential Art-Graphic Novels,48
13573,Sequential Art-Comics,35
13573,Romance,27
13580,Sequential Art-Manga,863
13580,Fantasy,92
13580,Sequential Art-Graphic Novels,42
13580,Sequential Art-Comics,32
13580,Romance,25
377994,Fiction,75
377994,War,37
377994,American-Southern,13
377994,Gothic-Southern Gothic,8
138473,Sequential Art-Manga,662
138473,Fantasy,60
138473,Sequential Art-Graphic Novels,34
138473,Sequential Art-Comics,23
334291,Young Adult,23
334291,Realistic Fiction,16
334291,Childrens-Middle Grade,13
334291,Fiction,11
334291,Childrens,7
945833,History,175
945833,Nonfiction,43
945833,History-European History,8
48200,Fiction,215
48200,Classics,178
48200,Historical-Historical Fiction,49
48200,Literature,22
22539,Fiction,155
22539,Young Adult,86
22539,Music,49
22539,Young Adult-Coming Of Age,28
170622,Mystery,429
170622,Fiction,140
170622,Suspense,92
170622,Thriller,62
170622,Thriller-Mystery Thriller,52
170622,Mystery-Crime,31
170622,Adult,26
170622,Adult Fiction,21
170622,Romance,18
170622,Contemporary,14
96472,Science Fiction,1107
96472,Fiction,243
96472,Space-Space Opera,109
96472,Science Fiction Fantasy,60
96472,Science Fiction-Aliens,36
96472,Mystery,36
96472,Fantasy,30
96472,Speculative Fiction,28
96472,Space,27
96472,Novels,23
226440,Autobiography-Memoir,144
226440,Nonfiction,121
226440,Biography,20
226440,Biography Memoir,15
226440,Psychology,14
226440,Family,9
226440,Parenting,9
226440,Biography-Autobiography,8
226440,Adult,8
226440,Book Club,6
61690,Mystery,98
61690,Fiction,92
61690,Horror,58
61690,Historical-Historical Fiction,52
61690,Fantasy,51
61690,Thriller,41
61690,Science Fiction-Steampunk,34
529701,Humor,253
529701,Fiction,144
529701,Short Stories,101
529701,Humor-Comedy,49
289726,Christian Fiction,133
289726,Christian,69
289726,Romance,62
289726,Historical-Historical Fiction,41
289726,Romance-Christian Romance,40
289726,Fiction,39
289726,Historical,30
429553,Science Fiction,42
429553,GLBT-Lesbian,29
429553,LGBT,27
429553,Fiction,21
429553,Feminism,12
429553,Lesbian-Lesbian Fiction,11
429553,GLBT-Queer,9
11185432,Young Adult,31
11185432,Fantasy,31
11185432,Fantasy-Paranormal,15
11185432,Science Fiction,14
168323,Romance-Paranormal Romance,244
168323,Fantasy-Paranormal,243
168323,Romance,216
168323,Adult Fiction-Erotica,123
168323,Paranormal-Shapeshifters,62
406911,Science Fiction,95
406911,Science Fiction-Alternate History,75
406911,Fantasy,60
406911,Fiction,35
406911,Historical-Historical Fiction,22
4413184,Fiction,11
4413184,Novels,4
4413184,Literature,3
12286,Plays,74
12286,Drama,54
12286,Plays-Theatre,23
12286,European Literature-Irish Literature,14
12286,Literature-20th Century,13
10116927,Historical-Historical Fiction,355
10116927,Fiction,241
10116927,Historical,90
10116927,Cultural-France,76
54847,Fiction,267
54847,Classics,115
54847,Historical-Historical Fiction,68
54847,Literature,37
16069262,Romance,144
16069262,New Adult,98
16069262,Sociology-Abuse,61
16069262,Contemporary,61
16069262,Romance-Contemporary Romance,35
16069262,Young Adult,30
12730051,Fantasy,180
12730051,Young Adult,90
12730051,Fantasy-Mythology,41
12730051,Fiction,38
12730051,Short Stories,32
12730051,Fantasy-Magic,26
12730051,Paranormal-Vampires,16
12730051,Adventure,12
12730051,Young Adult-Young Adult Fantasy,9
12730051,Fantasy-Supernatural,9
18713658,Science Fiction,23
18713658,Short Stories,19
18713658,Humor,16
463423,Fiction,27
463423,Classics,26
463423,Horror,24
463423,Poetry,20
463423,Short Stories,12
463423,Mystery,9
463423,Fantasy,8
463423,Gothic,5
463423,Literature,4
463423,Adult,2
18114786,New Adult,69
18114786,Romance,64
18114786,Academic-College,22
18114786,Contemporary,19
18114786,Romance-Contemporary Romance,17
18114786,Music,13
18114786,Death,7
18114786,Young Adult,5
18114786,Womens Fiction-Chick Lit,5
18114786,Tragedy,4
521212,Mystery-Crime,4
521212,Thriller,3
521212,Novels,3
521212,Mystery,3
521212,Fiction,3
18952341,Fantasy,1871
18952341,Fiction,305
18952341,Fantasy-Epic Fantasy,97
18952341,Fantasy-High Fantasy,81
18952341,Science Fiction Fantasy,62
18952341,Science Fiction-Steampunk,59
18952341,Adult,57
18952341,Science Fiction,51
18952341,War,34
18952341,Adventure,31
1567,Classics,179
1567,Plays,151
1567,Drama,76
1567,Fiction,39
10415878,Literature-Russian Literature,5
10415878,Literature,4
10415878,Novels,4
2299358,Mystery-Crime,59
2299358,Fiction,22
2299358,Mystery,20
2299358,European Literature-Swedish Literature,19
2299358,Thriller,16
48134,Nonfiction,60
48134,Animals,31
48134,Humor,18
48134,Biography,17
48134,Environment-Nature,14
48134,Autobiography-Memoir,13
186345,Fiction,164
186345,Short Stories,111
186345,Classics,93
186345,Literature,30
130288,Philosophy,271
130288,Politics,98
130288,Nonfiction,59
130288,Classics,35
945831,History,200
945831,Nonfiction,49
945831,History-European History,11
945831,European Literature-British Literature,10
945831,Historical,8
945831,History-World History,6
945831,North American Hi...-American History,5
945831,Audiobook,3
945831,War,3
945831,Politics,3
28736,Fantasy,1051
28736,Fiction,90
28736,Science Fiction Fantasy,50
855903,Fiction,82
855903,Historical-Historical Fiction,32
855903,Romance,15
855903,Christian Fiction,10
855903,Historical,8
855903,Christian,8
6238661,Mystery,111
6238661,Fiction,67
6238661,Mystery-Crime,35
6238661,Thriller,29
6238661,Suspense,23
10907,Nonfiction,177
10907,Biography,135
10907,Autobiography-Memoir,78
10907,Media Tie In,47
6076675,Novels-Light Novel,151
6076675,Fantasy,89
6076675,Sequential Art-Manga,70
6076675,Young Adult,65
6076675,Fiction,60
6076675,Science Fiction,50
69802,Mystery-Crime,329
69802,Mystery,314
69802,Fiction,188
69802,Cultural-Scotland,52
77490,Mystery,381
77490,Mystery-Crime,365
77490,Fiction,225
77490,Cultural-Scotland,82
50035,Science Fiction,358
50035,Short Stories,258
50035,Fiction,183
50035,Fantasy,132
50035,Classics,64
50035,Science Fiction Fantasy,32
50035,Horror,21
50035,Audiobook,19
50035,Anthologies,18
50035,Speculative Fiction,16
98810,Science,189
98810,Religion,188
98810,Religion-Atheism,135
98810,Nonfiction,100
98810,Philosophy,84
98810,Science-Physics,16
18053087,Young Adult,74
18053087,Science Fiction,52
18053087,Fantasy,41
18053087,Science Fiction-Aliens,26
944280,Poetry,96
944280,Literature,32
944280,Classics,19
17372472,Young Adult,68
17372472,Fantasy,61
17372472,Fantasy-Paranormal,37
17372472,Shapeshifters-Werewolves,35
20663749,Fiction,250
20663749,Music,97
20663749,Literary Fiction,35
20663749,Contemporary,26
28549365,Romance-M M Romance,350
28549365,Romance,191
28549365,Contemporary,142
41088576,Fantasy-Urban Fantasy,733
41088576,Fantasy,493
41088576,Romance,435
41088576,Fantasy-Paranormal,283
41088576,Fantasy-Magic,220
41088576,Romance-Paranormal Romance,161
41088576,Adult,67
41088576,Fiction,46
41088576,Mystery,45
41088576,Fantasy-Supernatural,29
38355410,Fiction,1076
38355410,Horror,655
38355410,Fantasy,512
38355410,Short Stories,200
213102,Mystery,68
213102,Romance,55
213102,Romance-Romantic Suspense,29
213102,Suspense,23
213102,Thriller,17
420730,Romance,29
420730,Romance-Contemporary Romance,10
420730,Fiction,6
420730,Contemporary,5
1215924,Romance-Historical Romance,195
1215924,Romance,127
1215924,Historical,89
1215924,Historical-Historical Fiction,26
14034,Cultural-Japan,200
14034,Fiction,136
14034,Asian Literature-Japanese Literature,113
14034,Historical-Historical Fiction,43
14034,Classics,38
86382,Fiction,26
86382,Romance,13
6356101,Poetry,46
6356101,Classics,9
6356101,European Literature-British Literature,2
6356101,Literature-17th Century,2
277190,Fantasy,1272
277190,Childrens,307
277190,Childrens-Middle Grade,227
277190,Fiction,214
277190,Young Adult,179
629949,Fiction,32
629949,American-Southern,6
629949,Audiobook,4
799073,Fantasy,160
799073,Childrens,100
799073,Fiction,49
799073,Childrens-Middle Grade,42
41689,Fiction,334
41689,Historical-Historical Fiction,297
41689,Thriller,230
41689,Mystery,116
41689,Spy Thriller-Espionage,101
13179990,Classics,11
13179990,European Literature-German Literature,10
13179990,Fiction,5
724516,Thriller,102
724516,Fiction,56
724516,Mystery-Crime,52
724516,Mystery,52
31100,Womens Fiction-Chick Lit,429
31100,Fiction,127
31100,Romance,82
213975,Mystery,839
213975,Romance,414
213975,Mystery-Crime,220
213975,Romance-Romantic Suspense,182
12950,Classics,278
12950,Fiction,145
12950,Horror,112
12950,Gothic,54
270521,Fiction,327
270521,Thriller,153
270521,Spy Thriller-Espionage,147
270521,Mystery,66
270521,Cultural-Russia,50
93947,Fiction,380
93947,Mystery,332
93947,Thriller,310
93947,Mystery-Crime,102
864051,Poetry,323
864051,European Literature-British Literature,7
864051,Classics,5
864051,Literature-20th Century,3
864051,Poetry Plays,2
864051,Academic-School,2
59833,Romance,76
59833,Fiction,13
59833,Romance-Paranormal Romance,12
59833,Fantasy-Paranormal,10
59833,Fantasy-Magic,9
59833,Fantasy,8
59833,Love,6
59833,Romance-Contemporary Romance,6
59833,Contemporary,5
59833,Paranormal-Witches,5
10838776,Fantasy-Mythology,448
10838776,Young Adult,395
10838776,Fantasy,357
10838776,Romance,227
10838776,Mythology-Greek Mythology,137
205262,Mystery-Crime,258
205262,Mystery,244
205262,Fiction,157
205262,Cultural-Scotland,54
141019,Childrens,130
141019,Childrens-Picture Books,71
141019,Fiction,53
141019,Classics,48
141019,Fantasy,46
141019,Fantasy-Fairy Tales,46
141019,Media Tie In,10
141019,Adventure,8
141019,Fairy Tales-Princesses,7
141019,Kids,5
862004,Mystery,357
862004,Fiction,93
862004,Young Adult,83
862004,Childrens,71
862004,Classics,36
862004,Childrens-Middle Grade,21
862004,Childrens-Juvenile,17
862004,Thriller-Mystery Thriller,14
862004,Mystery-Detective,8
862004,Adventure,7
65335,Poetry,681
65335,Classics,66
65335,Cultural-African American,39
65335,Literature,14
17973653,Romance,491
17973653,Romance-Contemporary Romance,227
17973653,Contemporary,213
17973653,New Adult,211
17973653,Humor,120
17973653,Westerns,110
946194,Childrens,10
946194,Fiction,10
18050728,Young Adult,289
18050728,Mystery,214
18050728,Horror,152
18050728,Thriller,151
18050728,Mystery-Crime,97
749720,Short Stories,110
749720,Science Fiction,63
749720,Fiction,61
749720,Fantasy,12
1727464,Historical-Historical Fiction,16
1727464,Fiction,8
1727464,Romance,7
1727464,Historical,6
1727464,Fantasy,3
1727464,Romance-Historical Romance,2
767495,Plays,167
767495,Drama,61
767495,Classics,59
138453,Sequential Art-Manga,693
138453,Fantasy,60
138453,Sequential Art-Graphic Novels,35
138453,Sequential Art-Comics,23
43799,Adult Fiction-Erotica,301
43799,Fiction,239
43799,Romance,124
43799,Erotica-BDSM,68
6251482,Sequential Art-Manga,16
6251482,Fantasy,11
6251482,Sequential Art-Graphic Novels,9
6251482,Animals,8
127566,Fantasy,820
127566,Science Fiction,345
127566,Fantasy-Dragons,210
127566,Fiction,126
234232,Mystery,601
234232,Fiction,132
234232,Mystery-Crime,115
234232,Mystery-Detective,38
43717,Fiction,286
43717,Mystery,146
43717,Humor,62
43717,Mystery-Crime,59
43717,Mystery-Noir,39
43717,Thriller,36
983569,Nonfiction,20
983569,Humor,17
983569,Biography,7
983569,Autobiography-Memoir,5
983569,Humor-Comedy,5
6933138,Fantasy,278
6933138,Young Adult,165
6933138,Science Fiction-Time Travel,84
6933138,Romance,66
6933138,Fantasy-Magic,59
6933138,Fantasy-Paranormal,44
6933138,Fantasy-Urban Fantasy,27
6933138,Fantasy-Unicorns,25
6933138,Young Adult-Teen,22
6933138,Romance-Paranormal Romance,16
6115911,Religion,111
6115911,Nonfiction,85
6115911,Religion-Atheism,55
6115911,Philosophy,34
6115911,Science,33
6115911,Psychology,20
7116365,Mystery,79
7116365,Fiction,49
7116365,Thriller,20
7116365,Suspense,20
7116365,Mystery-Detective,12
7116365,Thriller-Mystery Thriller,11
7116365,Spy Thriller-Espionage,7
7116365,Mystery-Crime,7
7116365,Mystery-Murder Mystery,5
7116365,Audiobook,4
644949,Fiction,251
644949,Historical-Historical Fiction,207
644949,Space,39
644949,Historical,36
644949,Science Fiction,32
644949,Novels,13
644949,Adventure,12
644949,Literature-American,8
644949,Contemporary,7
644949,Adult Fiction,7
388018,Mystery,1330
388018,Fiction,362
388018,Mystery-Crime,291
388018,Classics,139
47622,Fantasy,316
47622,Young Adult,76
47622,Fiction,46
47622,Childrens,29
511993,Mystery-Crime,235
511993,Mystery,199
511993,Fiction,126
511993,Cultural-Scotland,46
180630,Fiction,136
180630,Classics,54
180630,Literature,27
180630,Literary Fiction,24
180630,American-Southern,18
78130,History,175
78130,Politics,112
78130,Nonfiction,82
78130,War,23
78130,North American Hi...-American History,12
607559,Fantasy-Urban Fantasy,340
607559,Paranormal-Vampires,200
607559,Fantasy-Paranormal,160
607559,Fantasy,125
607559,Fiction,45
187208,Fiction,40
187208,Classics,35
187208,Plays,31
25695484,Christian Fiction,49
25695484,Historical-Historical Fiction,48
25695484,Romance,48
25695484,Romance-Historical Romance,23
25695484,Historical,20
25695484,Christian,17
977817,Childrens-Picture Books,225
977817,Childrens,144
977817,Cultural-Australia,58
977817,Animals,55
26931,Fiction,198
26931,Historical-Historical Fiction,185
158725,Fiction,109
158725,Sports-Sports,40
625827,Mystery,142
625827,Fantasy-Paranormal,106
625827,Romance-Romantic Suspense,62
625827,Romance,62
625827,Suspense,53
625827,Fiction,42
90235,History,372
90235,Nonfiction,114
90235,Historical,17
90235,History-European History,14
839793,Fantasy-Mythology,113
839793,History,47
839793,Nonfiction,45
839793,Folklore,22
839793,Reference,21
366337,Romance,204
366337,Fiction,184
366337,Womens Fiction-Chick Lit,81
366337,Crafts-Knitting,51
366337,Contemporary,31
366337,Romance-Contemporary Romance,23
366337,Womens Fiction,20
366337,Audiobook,14
366337,Family,13
366337,Adult Fiction,12
106489,Fantasy,599
106489,Young Adult,444
106489,Fantasy-Fairy Tales,309
106489,Retellings,235
106489,Romance,191
106489,Fiction,130
2017717,Mystery,550
2017717,Fiction,108
2017717,Mystery-Crime,99
277191,Fantasy,1316
277191,Childrens,317
277191,Childrens-Middle Grade,246
277191,Fiction,222
277191,Young Adult,176
6115136,Sequential Art-Comics,101
6115136,Sequential Art-Graphic Novels,81
6115136,Fantasy,55
6115136,Sequential Art-Webcomic,23
6115136,Fiction,18
827177,Classics,11
827177,Science Fiction,8
827177,Fiction,7
827177,Fantasy,5
827177,Literature,3
30044,Nonfiction,161
30044,History,149
30044,Environment-Nature,27
30044,Adventure,20
30044,Biography,20
12640578,Young Adult,284
12640578,Paranormal-Vampires,195
12640578,Fantasy,193
12640578,Fantasy-Paranormal,155
12640578,Fantasy-Urban Fantasy,90
12640578,Romance,80
12640578,Humor,64
12640578,Fiction,62
328907,Historical-Historical Fiction,1165
328907,Fiction,373
328907,Historical,187
328907,Adventure,105
328907,War,104
30626,Nonfiction,108
30626,Christian,25
30626,Religion-Christianity,18
30626,Childrens,15
5750628,Fantasy,1080
5750628,Fiction,381
5750628,Horror,376
5750628,Science Fiction-Steampunk,233
5750628,Humor,205
5750628,Fantasy-Urban Fantasy,127
29743,Fiction,95
29743,Novels,21
29743,Literature-American,15
29743,Literature,15
29743,Literary Fiction,14
862002,Mystery,306
862002,Young Adult,80
862002,Fiction,76
862002,Childrens,61
33570,Young Adult,281
33570,Fiction,157
33570,Classics,36
33570,Realistic Fiction,29
17607319,New Adult,170
17607319,Romance,141
17607319,Contemporary,45
77956,Fiction,120
77956,Literature,20
77956,Classics,17
1215919,Romance-Historical Romance,335
1215919,Romance,234
1215919,Historical,177
1215919,Historical-Historical Fiction,51
28025,Philosophy,120
28025,Religion,104
28025,Nonfiction,91
28025,Fantasy-Mythology,79
28025,History,65
28025,Anthropology,36
1110968,Nonfiction,71
1110968,Biography,56
1110968,Sports-Sports,56
296570,Historical-Historical Fiction,308
296570,Northern Africa-Egypt,90
296570,Fiction,78
296570,Historical,73
296570,Romance,21
135917,Poetry,246
135917,Literature,3
13592828,Fantasy,129
13592828,Science Fiction-Steampunk,100
13592828,Fiction,65
13592828,Science Fiction,62
13592828,Adventure,13
21094993,Fiction,773
21094993,Humor,268
21094993,Contemporary,144
190576,Fiction,147
190576,Classics,127
190576,Literature,50
190576,Cultural-France,32
29939036,Fiction,12
29939036,Mystery,3
271244,Sequential Art-Manga,2194
271244,Romance,142
271244,Fantasy,139
271244,Sequential Art-Graphic Novels,102
271244,Young Adult,65
649939,Adult Fiction-Erotica,9
649939,Urban,7
649939,Cultural-African American,3
95141,Historical-Historical Fiction,756
95141,Fiction,223
95141,Cultural-Russia,192
95141,Historical,96
41536,Horror,238
41536,Fantasy,186
41536,Fiction,127
41536,Fantasy-Paranormal,58
41536,Fantasy-Urban Fantasy,43
41536,Paranormal-Vampires,43
85733,Mystery,257
85733,Fiction,229
85733,Thriller,113
627686,Romance,62
627686,Romance-Romantic Suspense,34
627686,Mystery,32
627686,Fiction,18
627686,Suspense,17
16059350,Science Fiction,443
16059350,Fiction,137
362136,Historical-Historical Fiction,435
362136,Fiction,121
362136,Historical,69
362136,War,39
362136,War-Military Fiction,29
34299,Fiction,94
34299,Short Stories,59
34299,Womens Fiction-Chick Lit,19
34299,Romance,14
12287,Plays,827
12287,Drama,303
12287,Classics,209
12287,Plays-Theatre,161
12287,Fiction,159
12287,European Literature-Irish Literature,72
71189,Short Stories,155
71189,Fiction,94
71189,Classics,51
