author_id,book_id
36594,9858504
37969,97408
37245,2114086
39999,207802
38015,122986
38792,263731
37643,760924
37660,8409257
48221,9327053
38549,246035
36815,13060609
36874,9077707
38734,6014989
41246,10088219
38586,2451604
36557,698034
40013,16076787
38638,1249931
36638,9279734
40009,10706934
42353,16170522
39513,13839194
46665,1804074
37863,15808474
37978,16305
36549,351
37334,187117
38559,199854
36475,18893988
38213,6931246
47476,17643
37204,23637440
39039,18298890
47584,25067570
46494,984859
37724,17262366
42811,20702025
40541,9783200
42814,20787232
36556,25526965
38269,33643994
38919,28374062
39884,17287021
45022,25756328
39547,32601841
41709,315511
37901,3760
36549,50843
38456,227481
41303,96334
36832,407234
36832,3094593
42667,15803037
38736,6048335
44348,2164457
39897,16176
37861,9919
46201,1488157
37231,40271
36875,4328472
41129,691014
41872,1241534
48039,523795
37324,11657
38027,7686654
41547,389525
42221,5979401
41926,4002159
38868,9550620
37801,13278242
46592,3929671
44833,51299
38793,562795
38990,793298
44386,133547
42455,6681523
46004,11290708
37403,19577
41649,6796044
45042,156784
37864,17832472
37643,30362
37318,5465901
37822,14015
42273,476733
38520,858719
38186,17332551
38603,17670941
43433,7955881
40405,4929272
41851,11256293
37962,2138584
37962,12260585
44634,6763730
37873,1408083
39279,11288619
38213,12392681
47145,18808407
37175,18798578
47303,13563068
44528,1228439
37960,7933814
47152,157551
37553,15843286
38137,22716194
38561,2310780
41047,28493748
37208,25564665
38749,26154406
37570,26799006
39611,741480
37382,135060
37746,30969741
42476,36595101
39802,27411345
36543,29233804
38711,7670390
38711,3930100
46743,202206
37857,17726
38223,349681
36549,175319
37799,30333
37975,154423
37966,294817
37233,41502
37914,568093
46205,6788533
37666,301820
44109,846613
36651,1542405
36651,1542403
37848,8752457
47644,28815371
38027,5075964
40735,53927
39269,353342
36508,7544649
46139,11283775
48327,347698
42994,10669
45231,7353219
37972,288962
36630,9757229
36907,3157876
39339,11010251
37237,10778
48263,258569
41707,29923
42113,12924188
37080,47572
40293,698
38634,34605
39513,12830117
39685,13540215
40362,6450060
37532,18683518
39218,18171248
37496,12924379
43433,13436384
40145,7238737
36862,7743117
38302,16405
47985,116925
39159,22097790
37476,17902141
44237,16240541
43441,16074748
36698,19081402
42161,1212868
41117,31602
48023,6729300
36827,17920175
36630,25785357
37580,31283058
46623,20613624
36585,25816163
37494,41818
37082,32324555
39041,1961314
37126,34037113
36809,30025336
36753,22429350
38937,35297394
36732,35820633
40042,26842622
37799,1039182
36727,18743370
37890,2011
40758,348632
39242,833060
42402,68097
38003,199688
37498,6311614
36944,6402991
36565,462658
46799,268437
37089,5711749
40824,2726569
41709,315519
48066,5178537
38989,906015
45648,657371
45102,7389741
39977,313631
42658,880271
38752,841973
37094,522782
46156,25843420
42692,7717938
36933,6556855
39776,12759057
48308,8526694
45256,4881647
36596,613866
44496,6334523
40166,15985583
41868,7940589
41181,6957498
37448,13271555
36905,6066819
39354,240162
36683,13449677
43653,17915542
44466,17560038
37415,78970
38411,10479750
38773,22472
44537,857213
37973,91487
42349,6343963
37408,149049
40010,11196694
43753,10819228
37637,9962040
41507,15740944
47912,5055737
40567,3401640
38633,929901
37836,186201
40077,203899
44496,13589866
40177,25175898
40079,247982
37961,297929
45313,22718736
37490,29467232
36616,87224
41951,770614
46288,14495
37496,53168
37966,601390
37696,6661489
36557,697251
38377,5598819
42127,10327294
37843,179166
43530,768950
36592,17646
38288,6609571
41956,10757817
45390,6013686
43652,164236
37406,14504
36590,15773951
38669,12852262
47980,178493
37426,327257
37458,10950666
36779,10356760
39513,11968600
37975,41487
37975,3609537
39906,17820485
36556,10618
36624,7148256
37805,6760780
43433,1238684
43433,10537195
47475,256003
40829,305438
39986,184591
40013,9568185
36759,15789443
39469,1007172
44758,40411003
47411,195144
40052,21973254
41323,18505836
36475,36279704
46220,323172
39237,826852
46479,149418
47303,12121575
40013,20492184
37366,158417
36473,81078
37318,1561628
40640,16001623
37071,8520609
42782,13542990
41889,23534
36826,3246224
48599,9925397
36594,10778761
46889,30367410
42727,454
37966,17210598
36556,23512999
37999,13083008
38365,35181374
38689,5985374
45492,400812
41067,17852667
37993,452235
41297,36047860
39832,34521785
46970,17402288
36915,24612118
36565,1525997
38100,22195
38003,199686
37506,359581
46778,2399928
37665,363499
38899,39346
37914,505352
39677,271262
38721,2939264
36819,36162
42297,492069
43013,15734163
38124,9893331
37680,430968
44359,750609
36824,3430165
37983,37304
37883,4703427
38896,11474158
42555,7824768
40787,539904
43723,112525
44219,484670
38060,10172939
38228,796267
42219,772716
38136,15015218
44487,10637834
37696,7876746
36856,884288
37751,13056868
36755,5982447
36498,19165476
37673,766917
36705,18350798
38302,16376
37473,10535458
37919,22692740
38068,21947191
37763,13642704
37224,23202
40406,10837174
43434,41014989
38190,17678661
36549,175328
43829,44014779
40013,24324198
37080,6764886
42313,2696181
45661,30625170
36755,22736613
36775,28512486
36719,30254923
42377,22693231
40628,29479572
47461,785092
47381,42505366
38712,6083214
40537,21062
36616,169413
37778,6290240
37970,3874811
36832,534733
37982,48811
36848,219417
38022,4894646
36944,969566
40752,991565
38223,196141
37874,15433
37696,28687
37914,1030384
43183,25148
37798,1829655
36812,209693
39804,6249550
48293,545981
37666,891812
37857,18789
37912,136081
38425,19674
37778,2065091
37970,6589111
36861,12111823
41889,50451
48199,5168689
37726,299758
44038,5063647
45573,8838886
38917,8045080
41612,17381391
37067,227778
38133,6839917
43004,6973752
37978,16349
40337,270872
36832,114122
37508,9606839
40480,10418404
37832,96082
37426,327255
38161,845150
41922,1162185
39123,10867262
46922,2889121
39992,472580
37508,8960483
37796,8107779
47980,3282084
40010,3031309
36693,13246736
48159,16101121
36698,17455811
37978,212622
42880,48019
39198,9959448
37947,17800786
36871,13413589
40093,373593
39927,22494969
40242,822338
39091,36421604
40295,35535454
40313,41160292
39554,35960060
37822,14000
38751,190999
41880,467573
37496,2164409
38223,239848
39753,613727
42097,77398
37277,958158
43518,537107
42133,14096
38079,907299
48481,530385
38549,634117
36880,1470232
36854,5577077
38454,125958
38458,9166559
37494,30010
36659,12327566
36824,9794942
38560,7123181
39994,8610067
40698,55751
40698,19809
44807,4857538
37218,135617
41845,316558
43004,13115556
38071,13223523
36821,33553
38427,268559
39123,12855784
39123,13506310
38356,17504320
36565,11550
41067,17789633
44846,20958091
40711,157387
44120,17800817
36597,16177185
37962,7962335
37962,15812779
36904,8437667
42396,15726915
36847,200544
41259,601462
38799,22066090
38799,22583196
42372,670906
39572,17235448
44508,20980987
36676,34236194
44349,736392
41414,36199084
42187,7202829
40828,616694
41111,942335
37731,24985
39677,271264
37728,40450
36878,170171
39869,33297
36832,114188
37798,6594657
36886,2017056
38026,7706970
37914,258872
39500,11297376
39739,9728761
37740,7081
47716,1768212
40093,874419
43122,8483233
40008,3692151
39971,65686
38098,10773791
40023,6506483
46164,363409
36483,5136
37400,54606
36625,12954783
42197,45000
41305,4682558
36938,10564983
44590,1157924
40046,14295
41070,144896
39567,202061
44811,3420140
39123,15756383
39123,15742853
43751,16234269
36676,17149158
40635,13422740
37218,841077
37637,10378106
46760,6348905
38634,761023
39876,17978489
37827,5983930
46659,23597311
39164,20932811
37553,18889246
38192,35292712
44634,26245098
46659,30133127
46659,18655516
38543,23614241
38642,131179
40546,42927050
43892,46277
44079,10134852
37810,5711714
40725,16810
38809,73930
38542,517570
42272,6698199
37978,131374
40785,17978961
36630,6747545
37081,208909
37895,177434
38533,802151
37183,17833834
43753,501960
37192,13061289
41319,827358
36705,11569419
42657,111126
37619,7311907
43411,13513092
40783,169354
42582,13091829
37192,16029994
36566,664947
36715,8573642
43608,13414835
38815,17167230
44846,20831142
48146,20488568
41693,78127
42471,16075935
37463,20927261
37463,20739284
40013,6614886
36611,17383934
36804,24657660
40679,6314763
38224,18463
47586,20808520
40164,13409664
43472,23129923
36550,23209924
36698,26529699
37317,13455534
46635,21251323
41815,35277384
40121,27834600
38642,131177
39273,23310699
38268,33784283
36917,25893709
37676,278261
44040,1087075
38690,64533
40127,828483
36920,191113
39418,58854
42090,5187
41941,351501
37080,47570
41268,6287072
36613,5957313
36824,6149219
36643,33725
47047,201111
45462,5757794
45032,7823797
47295,10814693
38884,7737902
41566,13122090
38458,13112023
42234,67243
36882,91989
36948,9403947
42381,462981
48212,295184
39122,74821
42021,28664920
39567,202087
39064,22233067
37978,483103
36882,14069
47385,6472881
39751,11653
40567,452177
42573,15777283
43379,387348
40071,22227607
44348,23164931
38124,20549288
37130,16529
36722,12700337
36761,18190208
40405,2174486
44050,25387393
36762,24481697
37821,17448097
41229,33621427
37993,38389488
44530,837812
43518,537124
36579,620688
38223,239830
47630,75643
40127,655601
37651,2981807
37262,14428
42471,308540
41159,563782
37878,2365730
41707,56331
36824,6304329
47779,708549
37496,172258
36650,353938
37771,565595
36654,398674
37387,95144
37875,8857585
38221,75479
45982,98049
41566,14289042
40394,7537072
37463,13549677
44736,12408149
37485,13037
36969,1822182
36844,6398385
43332,89313
41889,50466
37308,972533
42493,8942063
39793,15981711
36892,426775
37410,15559
37679,99738
40635,17289560
39051,18168007
39752,6201
38580,67864
38762,152057
44354,126587
43865,7882217
38633,924848
36757,21851572
40578,26114291
36719,24644814
36546,16130760
36791,27422533
37933,24529123
48191,8765
37305,9533
47379,35380157
37874,15435
37898,2136
37342,3686
36643,33737
37046,358355
40082,214091
38427,6914139
41477,529126
37382,1383036
39197,6150360
47193,428287
38005,8369681
36824,2896122
38154,3039305
36599,3400816
38500,25017
36819,9471065
40801,398978
41820,2530347
42673,13549869
41616,511627
38169,13345975
40883,13518793
43332,790192
37317,9487114
36634,15544715
39084,17671114
40535,88009
45550,15797097
42377,18505832
45871,18400770
37178,18897440
40491,70277
38386,14062069
48146,17336072
42573,15777279
41719,22449572
38163,21420473
40884,25537669
37977,246225
44403,23208406
40233,20525628
37821,15714133
37961,1240131
37570,21897149
37593,16086351
36848,1424766
40450,200137
36575,68021
37486,59
37108,1743821
41361,477990
47007,766805
37988,305854
40835,71784
40835,71783
37038,2475768
38560,6303855
38161,8487352
44104,8597275
37345,79202
39100,8737174
41951,6640070
36824,3430166
44491,1020102
39290,49838
40694,10329434
38872,12872080
37080,34282
39446,8527904
41566,13570791
37463,13024589
39120,216213
43332,165555
39755,10314229
38789,10658664
40382,12819342
37479,17331289
39504,13557662
37652,656836
41657,15833525
38124,12924312
42527,425891
38555,9741685
36853,15749143
38540,137235
38208,31554413
39599,23598469
48618,24218164
37960,1142756
44517,692935
37954,24308122
40243,63169
36589,497179
38005,17228280
38362,27507850
36483,3188964
37782,17305016
36778,30199357
37782,13542560
38253,25876993
38437,70489
44981,43307358
37570,28688213
38223,546721
42402,71677
37371,42694
36910,2615008
36600,79379
42187,294045
45819,1143641
45819,291488
40835,71785
40835,112872
36616,87218
38051,93380
37285,10305
38555,2124206
38454,6004667
39473,27298
44359,2583921
46114,833253
42585,7242100
36869,2388426
36620,676679
37506,427252
36824,5709572
42692,8513841
37816,9504214
42152,113110
37727,61881
39807,51210
37080,18932
47690,406425
36929,12630405
40394,11685242
36854,13455417
39004,12866814
39194,6138016
39567,210196
40793,6572270
37064,16038973
48279,1153501
37751,6321845
36718,22021611
40076,6523443
37820,13536649
37570,22045298
38787,1956954
37318,5514234
37835,28002
39851,23429820
36624,12326627
39134,30163876
38007,25324132
45011,26109391
37821,13130275
48212,295198
36716,28818314
43534,1434318
36664,32024902
41580,64394
36905,9758764
37303,36097619
47929,2905807
46156,43720168
38257,30312700
47892,20443529
37729,129131
38301,13065
38586,47924
44349,122947
38876,481550
42400,138097
42763,582533
39014,734191
45819,62471
40835,112874
40835,78674
40835,71787
37874,99461
37656,6135576
44580,451220
36630,3375897
37657,156565
38030,3295696
43978,17487
39971,8492
37453,10025007
38326,9989287
38326,13318633
38168,13380138
38184,10335701
36600,6405929
47501,116988
37318,420744
45262,11512688
44590,8113994
40367,16762211
41054,8101452
40730,29881
42781,49176
41889,38505
36663,15774784
42471,125542
37970,2353037
41707,785003
38701,6184283
39608,18051527
40332,12924261
37458,15835685
36707,17235347
36636,8192391
36670,36347733
36853,13478341
36904,43924
37570,22555545
43865,6320247
37115,17332968
44933,22822928
36575,92625
39289,45894065
40354,13175692
42112,20968
45718,28698224
37782,22567184
37241,12442
39908,36195139
36914,36344555
42092,25733983
36645,172691
46109,148780
39457,2586771
37282,267869
40462,194003
39418,5098020
37880,687215
39945,6389874
42805,7554826
37875,116378
39274,39978
37354,28867
36981,52362
45314,6940291
37497,8789318
38790,9712341
40532,9724798
38788,106346
40472,13486553
37386,105548
46971,359816
43664,13511668
39567,210201
43617,11547875
38068,17664310
41291,16170625
37796,11019938
36676,17149088
36645,13007638
37713,16207939
36618,23603
37820,16071748
39946,18809484
42219,685606
37821,11022222
37570,22469201
40050,36621586
36707,42121526
37838,15858
36557,65030
40819,144758
43488,202292
40822,11428
37914,568104
45819,470068
45819,291554
46383,105687
46917,532069
37486,92762
44069,242201
38240,7092507
43922,11205804
43725,10637697
37126,165818
37790,7823600
40535,300932
48191,225343
36647,3407345
40850,542953
37632,41668
45390,6146985
37231,31352
38187,950018
44590,9622286
41139,44456
38072,9553614
38159,37338
42415,142460
36920,17846011
38530,69006
36862,33457
39983,1999475
40408,13589123
40361,18552831
40013,5853401
36853,16144868
39920,20871425
39929,22237681
42249,250824
37418,38703
40825,89376
44375,20561916
38230,12014
36852,17339558
46104,42143
38483,235662
37852,85795
42386,297186
41063,825377
38223,225385
42402,68098
39718,95660
46368,727578
46778,1801066
37880,228990
39461,4950
38296,175246
48319,1567544
40309,13409405
37656,2327958
36647,1112404
38124,6349976
46660,7937776
42957,10337453
38230,567667
42679,7707538
40116,4201106
37486,92769
47490,1020674
36563,9619
36970,13432620
36970,13584400
36970,15767996
37306,18007532
37358,182464
40242,625151
45097,7039746
40396,1479967
37960,1070554
46298,7433963
37052,177938
41161,1327609
36810,16065602
36707,17929102
36853,19275608
37643,10875239
37374,820461
37570,30056248
36740,15791085
39485,49741
36793,11140
40315,828387
38513,770051
42278,56140
37318,420736
38811,297815
43582,835458
42783,6939939
45819,2729396
37656,4071860
48066,136179
40022,501910
37089,3457715
38151,2507213
36573,60930
44093,16104022
38025,11372681
40046,28747
43616,10082035
42693,12901365
48080,372490
46573,7954894
44077,14333353
37135,40940157
37978,16335
46486,16109121
37249,221391
38698,7316340
46205,17898650
37324,11656
36481,693016
42386,464124
37808,8041873
36637,18492859
37415,18404285
39929,22237428
38351,20932673
39946,12884237
38143,23719469
45832,23197296
39567,20980680
36747,17331819
39787,23601046
39790,18464362
37526,17973145
37822,24397041
38450,23909755
39776,20404905
39805,23346335
39800,19000898
37199,27269638
38092,3677
37070,3218719
41472,35724645
36704,24885561
47019,7736327
37530,20646696
38590,42084933
37129,32943032
42402,68093
39718,95661
39718,95658
46791,451944
36902,7877549
37822,28725
36884,28942
37963,3831023
37095,94062
37051,275247
37790,9642278
36598,50242
38046,10640020
36614,6468337
36810,13622863
39594,17252101
38150,9867814
44807,4001794
37144,4392
37862,257321
43340,8229399
36640,21411887
39189,6641635
36851,12114440
39127,17254466
36859,23267873
36629,17409842
37508,879215
40829,305440
40244,75579
37278,58534
43541,17253180
43875,25507388
39747,177869
36737,22896551
37889,9507278
43879,40893
38223,67087
37358,550343
37891,34312
37914,568092
37988,31391
42957,1832623
37080,47510
43937,35349
37080,13759
37963,8133077
37972,147210
44359,8101162
40480,6572844
40694,593031
46206,1215920
40555,10396147
40959,10739664
37992,455930
45043,6692041
37223,29944
37200,18655937
47578,25463009
36740,19401348
37409,773971
36812,15670
39325,192523
37166,21853633
36656,29610595
45448,13549375
37328,22609391
37388,122649
36673,23497890
43183,241896
41190,25816803
37258,9640
46608,74616
47137,826034
39288,186682
37985,84777
37357,64279
42957,6973755
46407,2249920
36832,59830
37496,164722
37061,7932486
44038,1239609
42957,3546298
40644,11808919
43332,191960
38191,17337522
38531,5292764
43978,74996
39606,29422079
36673,17063691
36478,6401865
36478,1122428
37958,6056520
37832,89395
39039,6293900
36471,24958079
36471,24958123
39008,357399
37883,13038833
48319,71459
38868,333939
42948,22020598
37374,510569
40822,289643
37375,68150
37265,16856
37914,613991
42220,8764393
39282,14305
40020,584330
40694,593038
37235,113250
39031,7103829
41702,149612
37272,177076
44807,4289768
36956,13334934
44636,152182
43332,165526
47306,10464963
37073,21796
43751,15781726
41097,335140
37941,17884886
36914,42149
37795,15790886
40248,328863
45595,18313102
37570,23733909
39187,10798398
48078,828140
37278,785481
36869,23492477
36863,21415815
36833,22584974
36728,22465597
47408,224754
38362,18879990
41589,776489
38204,17408897
42121,40109367
47231,43982054
47987,21030
39718,261161
36924,4143
46922,80960
37231,31357
