award_id,book_id
798,12819342
799,656836
800,9741685
801,31554413
802,17228280
803,17305016
804,13542560
805,8479681
441,15808816
806,43307358
807,746255
808,2615008
809,2761
810,10305
811,2124206
812,830364
813,27298
814,185911
815,11890816
816,8860297
817,6572270
818,982310
819,1153501
820,6321845
821,13521501
822,6523443
823,126005
824,481743
716,12326627
825,26109391
826,6468870
506,32024902
827,64394
335,36097619
828,18375252
829,129131
830,13065
831,209390
832,138097
833,734191
834,99461
835,156565
836,20701984
837,839077
838,11512688
839,15774784
840,2353037
841,119512
842,945276
668,12924261
843,6320247
844,60364
845,17332968
846,19138879
847,22822928
848,92625
849,22567184
850,17412749
851,36344555
852,22552026
853,25733983
405,25189315
854,13586891
855,172691
856,148780
857,267869
858,39978
859,954303
860,4580
861,972877
129,16277248
862,10105459
863,13007638
864,11115434
321,16071748
865,176332
866,13490570
625,42121526
867,144758
868,105687
869,532069
870,124718
871,92762
872,923404
873,3134981
874,165818
875,300932
876,542953
877,31352
878,2468062
879,5932370
880,950018
881,87424
882,17846011
883,69006
884,16101018
885,38703
886,884536
887,3287351
888,20561916
889,24694092
694,18505796
890,43352954
891,28335696
892,42143
893,297186
894,825377
895,57981
896,4950
897,175246
898,1567544
899,13409405
900,1112404
901,10337453
902,4201106
903,18007532
904,226113
905,7039746
906,280352
907,200362
908,1531433
909,3548256
910,23019029
330,28477789
911,16878
912,15791085
913,18585282
914,49741
915,1128670
916,828387
917,209497
918,770051
919,56140
920,5582295
921,297815
922,835458
923,6939939
924,60930
925,28747
143,7926569
926,1333320
927,10082035
928,372490
929,40940157
227,7355137
835,693016
930,12890
931,8041873
932,23719469
933,20980680
934,23601046
935,18464362
936,23909755
937,23346335
938,22447885
939,35724645
940,22718705
941,35575184
942,68093
943,7877549
944,291112
945,94062
946,4277998
33,12114440
947,1900124
948,23267873
949,17253180
950,19246471
951,30731416
952,36443315
953,40893
954,1832623
955,6063110
956,13759
957,147210
958,593031
959,329957
960,15817031
961,17249189
372,24840
962,6692041
963,18599572
964,46201
965,15670
106,21853633
966,22609391
967,31409135
968,2498668
969,84777
970,6973755
971,588066
972,59830
973,3546298
974,287022
975,13538702
976,7336615
977,6293900
156,13038833
978,26150770
979,7914611
980,22020598
981,2202230
982,593038
983,7090193
984,177076
985,10464963
986,15781726
987,335140
988,15730340
989,136760
990,15790886
991,17131869
992,124918
993,776489
994,17408897
995,2099048
996,17910054
997,43982054
998,764270
999,4143
1000,31357
1001,212615
1002,846616
1003,2043100
1004,3710
1005,6420553
1006,5139218
1007,165395
1008,6420652
129,15984353
1009,6908412
1010,10131648
1011,773858
1012,11515328
1013,15729392
1014,1720440
1015,6177287
1016,17562900
1017,7686395
1018,23215464
1019,23270216
1020,32920226
1021,45211809
1022,38330854
1023,71679
1024,443633
1025,69930
1026,1629727
1027,29588
1028,1038269
1029,8144743
1030,42048
1031,7469664
1032,6218007
1033,1102322
1034,9308103
1035,1158380
1036,47774
1037,16099325
179,29496208
1038,15811505
1039,9452338
1040,768496
1041,8518644
1042,9658159
1043,47619
1044,8526585
1045,12678461
1046,5896014
1047,595405
1048,6240223
1049,18301663
1050,40651862
1051,13642663
1052,56096
1053,7607918
1054,34403860
1055,417501
1056,27161156
1057,32497573
1058,33606119
1059,154091
1060,159903
1061,448114
1062,92325
1063,3920295
1064,13239822
61,14813667
1065,16069783
1066,8533018
1067,13628812
1068,606935
838,12926132
402,18461986
1069,1795353
1070,138428
1071,776137
1072,98645
1073,7821828
1074,62012
1075,6721437
1076,3559
1077,659759
1042,9545064
1078,32351
1079,7200982
1080,539282
1081,11797368
1082,22098550
1083,26114127
1084,13612962
1085,27163019
1086,251446
1087,10873
1088,174764
1089,80642
1090,790319
1091,104080
1092,22326
1093,6532610
1094,24875
1095,11924352
1096,17934463
1097,16060716
1098,18594594
1099,30649795
1100,282675
1101,71678
1102,766319
1103,510632
1104,116054
1105,5711912
1106,20604826
1107,25739
1108,321357
1109,17707634
1110,155238
1111,9711714
1112,15790837
1113,925
1114,52263433
1115,229491
1116,218573
1117,164434
1118,77954
1119,321578
1120,764073
1121,4637888
1122,17254035
1123,114170
1124,107773
1125,13623948
1126,13562049
1127,428035
1128,319388
1129,7779696
1130,2964700
1131,18068100
1132,89526
1133,18689810
1134,20172134
1135,16045144
1136,7844543
1137,33832945
1138,13374
1139,88880
1140,23931
1141,89195
1142,117842
1143,63109
1144,420849
1145,12002819
1146,38333
1147,348537
1148,207984
1149,10803806
1150,110397
1061,37347
1151,22501028
1152,20821299
1153,25785993
1154,146064
1155,105648
1156,6449551
1157,840278
235,7438179
33,7942786
1158,151740
1159,25785761
52,11313
1160,57736
1161,11785
1162,13138734
1163,6455548
1164,35368
1165,10846336
1166,1812654
1167,25937866
1168,116343
599,46917
1169,1220721
1170,7512
1171,9798470
156,12174312
1172,27864391
1173,18077836
1174,589995
402,23355069
1175,28637
1176,268604
1177,500799
1178,736391
1179,420733
1180,28766
1181,4701
1182,8727466
1183,7719248
1184,273737
1185,95609
395,9995135
1186,478071
1187,33843362
1188,11595072
1189,35074096
1190,144789
1191,81075
1192,1206073
905,6783129
1193,254103
1194,65959
787,11556
1195,23705512
1196,908311
1197,12016
1198,238137
1199,33729
1200,816752
1201,8089
1202,7936809
227,10637959
1203,9924
1204,16248196
1205,15713049
1206,19074829
1207,20439328
1208,58307
1209,490471
1210,271295
1211,527513
1212,15673
1213,114203
1214,2294984
1215,6150990
1216,413432
1217,5024334
1218,217008
1219,119838
1220,6321815
1221,6791785
1222,309773
1223,15704459
1224,18507827
1225,2906039
1226,7457379
1227,27403373
1228,69515
1229,4071565
1230,136096
1231,387339
1232,11389
1233,89352
1234,16136176
1235,18635086
1236,33113683
1237,994232
1238,252669
1239,4570908
1240,8573020
1241,225741
1242,7247854
1243,776212
1244,6428155
1245,13588394
1246,21936988
1247,28588073
1248,455925
1249,207798
1250,69139
1251,2443516
1252,16051
1253,71863
1254,278280
1255,2176
1256,17194490
1257,2594251
1258,10290243
1259,6277757
1260,334818
1261,7938070
1262,64105
1262,96977
1263,618164
1264,3302568
1265,81992
1266,6918862
1267,8428139
1268,388698
1269,109514
402,23252517
1270,11093329
1271,89821
1272,20549446
1273,15756277
1274,32905343
1275,432556
571,10767466
1276,968902
1277,15944406
1278,7531478
1279,8449698
1280,22062213
1281,9265891
1282,48176
1145,12326644
1283,108067
1284,64895
1285,350678
1286,133266
1287,44230
1288,6814059
321,12958034
1289,21491731
1290,13356190
1291,14084
1292,27525
1293,25893
1294,68768
1295,17262159
1296,25131061
1297,903
1298,100369
1299,845074
1300,57043
1301,16130759
1302,1317696
1303,6957731
1304,309434
1305,769712
287,22571699
645,18039963
1306,152328
1307,8125737
1308,21720
1309,7493
1310,132376
1311,267667
1312,73064
1313,3711152
1314,319964
1315,418285
1316,8563824
1317,1013383
1096,17834904
1318,10203
1319,58962
1320,40483
1321,65484
1322,419916
1323,1296353
1324,17793815
1325,11725779
1326,82443
1327,93802
1328,7963189
744,27833683
1329,68498
1330,238460
1331,112286
1332,2274683
1333,9314304
1334,7352053
1335,24910
1336,232109
1337,17978481
1338,3127736
1339,93453
1340,760961
1341,12738
1342,2302650
1343,20082
1344,216185
1345,12848580
1346,12334
1347,7968243
1348,8131227
1349,91249
1350,3015764
1351,1160780
244,18163646
1274,32828538
1352,573142
1353,37737
1354,16059
1355,222525
18,1948904
1356,6963764
913,15873076
1357,88612
1017,23929479
1358,1156439
1359,76812
1360,2011854
1361,70582
1362,598117
1363,313973
1364,394856
1365,7716140
143,9440448
1366,9433912
1367,60146
1368,242757
1369,64552
1370,899856
287,22698568
1371,12530
1372,102885
1373,10808013
1374,417780
1375,9306975
1376,89884
1377,49488
1378,248787
233,6182702
1379,56405
1380,13042154
913,17729031
1381,23093367
156,13265092
1382,857528
1383,30279
1384,9410421
1385,112507
1386,11256979
1387,8429687
1145,13330603
1388,6482981
1389,1474628
1390,8299165
1391,17349203
1392,1391316
1348,10199908
117,7302794
1393,5755
1394,347964
1395,7710236
1396,784848
1397,1381691
667,13517402
1398,22217702
1399,22249695
706,7130616
1400,285740
1401,37774
1402,869906
1403,781124
1404,65714
1405,386887
1406,6318238
34,13517617
1407,304889
1408,4419501
1409,1197929
1410,25622782
1411,30754980
1412,35924705
508,25446343
1413,7339
1414,227751
1415,296384
1416,33727
1417,45110
1418,122967
1419,485812
1420,6973771
1421,9738582
1422,251665
797,1527413
1423,10867
1424,40163119
1425,12881
1426,22341
1427,261601
1428,2980972
1429,14280
1430,834450
1431,2653622
1432,15704285
1433,20706852
1434,951749
1435,4437054
1436,45106
1437,153789
1438,69625
1439,8643220
1440,481372
1441,77355
33,11506205
1442,16174176
1443,16099159
1444,1967070
1445,202677
1446,130511
1447,7096123
1448,57045
1449,2828595
1450,2108205
1451,32504
1452,30051627
1453,45432
1454,5347
1455,6327801
1456,12135086
1457,12119529
1458,142181
1459,322662
179,33288638
1460,2176660
1461,105703
1462,112277
1463,1030285
1464,206856
1465,217436
1466,444347
1467,15815364
1468,5578319
1469,9592213
1470,129911
1471,15760
1472,290376
1473,7685763
1474,110387
1475,59805
1476,626186
1477,6308141
1478,1271104
716,16138688
716,16099189
1479,11045709
1480,359194
1481,89281
1482,101893
1483,64316
1484,25056959
1485,7093952
1486,2761626
1487,6657648
1488,98685
1489,109367
1490,7023554
1491,172134
1492,114128
913,17333426
460,325421
1493,17978160
1494,11970096
1495,143730
840,3798707
1496,2637138
1497,7841670
1498,15825932
1499,238127
1500,4858915
1501,1243539
1502,4455573
1503,5554803
1504,1700436
1505,1408029
1506,22135
716,18730321
1507,28425
321,10184403
1508,21874813
1509,334291
1510,96472
1511,61690
1512,529701
1513,12286
1514,10116927
1515,18952341
1516,6238661
1517,6076675
1518,20663749
1519,41088576
1520,38355410
1521,213975
1522,234232
1523,6933138
1524,180630
1525,977817
1526,26931
1527,30044
1528,5750628
1529,29743
1530,33570
1531,1215919
1532,135917
1533,13592828
1534,21094993
160,16059350
1535,12287
1536,904488
1537,154869
1538,107456
1539,762064
103,6571967
1540,71845
1541,14781507
1542,24300
1543,103171
1544,3830
1545,125965
1546,1606730
1547,36223860
1548,106540
1549,133772
1550,595586
1551,895479
1552,16075147
1553,638689
1554,458003
1555,1590979
1556,1022376
1557,49745
1558,662323
1559,1703186
1560,12787
1561,52142
1562,5841487
1563,18339834
1564,18467802
1565,1358541
1566,5942
1567,133937
1568,96702
1569,7841686
575,396836
1570,218574
1571,193093
1572,102458
1573,11044367
1574,79909
1575,60279
1576,13990
1577,15701217
1578,647683
1579,18490532
698,22886112
1580,7741856
1581,776891
1554,682150
1582,25059
1583,7807446
1584,244102
1585,93996
1586,210946
1587,827326
1588,231826
1589,8862
1590,14431
1591,2148234
1592,52879
1593,423245
1594,31177
1595,1455289
1596,4593274
1597,2880674
1598,2138601
1599,2201019
1600,394015
1601,1191449
1602,1328370
1603,118437
1604,784633
1605,1248692
1606,4859743
1607,290369
1608,763215
1609,6436602
1610,279642
1611,1585765
1612,379197
1613,76546
1614,2784363
1615,7100173
1616,1149607
1617,7700881
1618,164760
1619,104106
1620,7740311
1621,2454475
1622,797298
1623,4926564
117,9343373
1624,2132036
1625,275651
1626,926733
1627,1738972
1628,818407
1629,72662
1630,311840
1631,10046509
1632,32445
1633,351461
1634,12964250
1635,580196
3,6758423
1636,1572241
1637,4328108
1638,9776876
1639,11813450
1640,486714
1641,409636
1642,9916356
1643,301727
687,10391956
1644,426912
1645,152427
1646,830265
1647,77353
1648,11244026
1649,9668661
1650,42718
1651,41457
1652,6062415
1653,1870638
1654,3755301
1655,2900911
1656,256959
1657,8050160
1658,44535
1659,4563201
1660,12567090
1661,13512323
1662,3284192
1663,10291971
1664,1427459
1665,428854
1666,147146
1667,1593855
1668,92254
1669,613605
1670,12675648
1671,12160826
1672,6277227
1673,15712314
1674,476875
1675,13505926
1676,163677
1677,7798222
1678,2252204
1679,15716457
737,13117308
1680,1022331
838,12822875
1681,15762766
687,10211494
1682,11693
1683,11942639
1684,10900053
1685,8801543
1686,11718466
1687,9143033
1688,803177
1689,1790021
1690,11431000
172,12908035
1691,12837554
1692,236719
1693,6715481
1694,280410
1695,2058305
1696,341992
1697,16090309
1698,16135463
1699,89377
1700,10593071
1701,6405181
1702,16031091
1703,394027
1704,16143648
1705,308060
1706,420967
1707,10762662
1708,13536606
1234,16050736
1709,13492032
1710,13101761
1711,7077917
1712,60707
1713,17399863
1714,40304
1715,16107908
1716,4025200
1717,17699460
1718,252459
1719,159764
1720,6135488
1721,11633124
1722,2008039
1723,13193855
1724,111646
1725,18179259
1726,16158528
1727,3418688
1728,3378965
1729,18367554
1730,18592416
1731,18169712
1732,10852343
1733,17900221
1734,391850
1735,7172060
1736,7743783
1737,12750296
1738,7864220
1739,17159011
1740,20433978
1741,18707788
1742,241388
1743,396931
1744,20419632
1745,18218495
1746,4015864
1747,10080434
1748,20589303
1749,2404797
1750,10158656
1751,871284
1752,18226784
1753,18841647
1754,6096231
1755,10454232
716,16058610
1756,11737310
1757,15902792
1758,368405
1759,13574710
38,16130291
1760,17375790
1761,87371
1762,22662570
1763,5226968
1764,22674054
1765,12389698
1766,13254159
1767,18406158
1768,6005113
1769,496303
1770,13013083
1771,18877657
1772,11389398
1773,23473255
1774,417656
1775,1076753
1776,21946642
1777,21882327
778,7952209
1778,9942091
1779,669541
1780,16089721
1781,12414625
1760,17253247
1782,20798720
1783,22662902
783,23678552
1784,18804857
1785,16094280
1786,21818422
1787,18600489
1788,24497270
1789,3674269
1790,42714
1791,23585287
1792,10872535
1793,16158844
1794,489972
1795,16002136
1796,13360957
1797,20575425
1195,24885622
1798,23924229
797,2513007
1799,19485109
1125,16275210
1800,8466973
1801,2106193
1802,25491363
905,6870698
1803,16121661
1804,25035244
1805,25155125
1806,18810929
1454,414146
1807,5900527
1808,17794325
1809,18806259
1810,23308960
1811,22814408
1812,25113747
694,19616957
1813,26127512
1814,6871095
1815,22929578
1816,22064780
1817,27241996
1818,24156733
1819,27395766
244,20726924
1820,65070
1821,11503
1822,211264
1823,23398625
1824,668282
1825,22809818
1826,25826381
1827,14287847
1828,49038
1829,16406114
1735,6609563
1830,13413944
1831,422134
1832,22826340
1833,13450398
1834,10135719
1835,11328077
1836,159666
1837,18634859
1838,7936425
1839,24001
1840,25682803
1841,514771
1842,6582496
1843,27973757
1844,6931717
1845,23353422
1846,352727
1847,17302559
1848,30549126
1849,23578
313,12453610
1850,25061
1851,25064648
1852,16059409
1853,15819606
330,25868031
1854,15721120
1855,23129
1856,23280166
1857,1364217
1602,12146528
1858,20550148
1234,33876808
1859,23129715
1860,24819482
1861,16705
1862,33380504
1863,95626
1057,23532871
1864,46204363
1865,31170723
1866,28449231
1867,410389
1868,1344318
1869,22208279
1870,13170021
1871,26473868
1872,10125238
1873,668026
1874,27154427
1875,546170
1876,15717298
1877,18576
1878,34020174
1879,29546259
1880,258627
1881,614168
1882,24035668
1883,33358760
679,33208115
1884,20660692
1885,30069169
1886,274746
1887,30292329
1888,28953118
1889,4883204
1890,36413580
1891,20922826
1892,30107571
1893,6371243
1894,2517439
1895,25692886
172,13572812
1896,113118
1897,40579998
1898,17333180
1899,31850667
1900,36430456
1901,31921280
1902,51077
1903,7891973
1904,27161816
1905,25351826
1906,33883976
1907,42933229
1908,890210
1909,1433355
1910,21928
1911,40502274
1912,440777
1913,41741010
1914,15992356
1915,41165488
1916,1428609
1917,3195668
1918,22628234
1919,41888678
1920,17302571
1921,40390773
1922,35540804
851,44564172
1923,966757
506,21428094
1924,35965482
1925,40864492
1926,10385704
1927,31869108
1928,586732
1929,41952489
1930,10157304
1931,12923588
1932,21401526
1933,1451628
1934,963537
1935,33395557
1936,25394434
625,40367270
1937,239399
1938,52521517
1939,30687041
1940,37558445
1941,44549137
1942,35542217
1943,28107444
1944,35068650
84,41147279
1945,37004370
1946,164238
1947,7743532
1948,10256072
1949,36348525
84,37539001
1950,22571540
1951,13069261
1952,30347616
1953,1821730
1954,32857181
1955,181481
1956,50056671
1957,35617181
1958,22929586
1959,29102841
1960,27864943
1961,676723
1962,29430012
1963,29502332
1964,36222611
1965,7613
1966,34667795
1967,7894237
1968,6627633
1969,123534
1970,782858
786,3048530
1971,1131877
1972,131036
1973,1057502
1974,923993
1975,97401
1107,54996
1976,1862313
1977,2595763
1978,289169
1979,380364
1980,11773
1981,107966
1982,1430980
1983,1627127
1984,26920
1985,204297
1986,6398011
1987,218571
1988,809372
1989,71241
1990,2288200
1991,36158
1992,841868
1993,1704719
1994,12079
1995,352679
1996,93280
1997,982960
1998,422732
1999,888947
2000,117997
2001,311643
2002,18554
2003,47731
2004,7140754
2005,551876
2006,314986
180,6460716
1348,9581507
2007,7327301
2008,2189360
2009,2842796
2010,498744
2011,6436361
2012,230853
2013,595304
425,8875715
2014,3525895
2015,9975214
2016,12315661
2017,126059
2018,65149
2019,116413
2020,10453085
2021,65955
2022,180739
2023,624744
2024,6089860
2025,1417493
2026,11933
2027,944555
2028,297909
2029,8802774
2030,9701
2031,8579486
2032,11333985
2033,3431810
2034,51029
2035,9271896
2036,6261122
2037,349947
2038,7444024
2039,414096
2040,98374
2041,1429901
2042,8108609
2043,96478
2044,13827
2045,11523971
2046,12510143
2047,1199553
2048,13331182
2049,225542
180,6658211
1456,13085609
2050,122312
2051,8582356
2052,7826204
2053,7944987
2054,16300774
2055,156775
2056,11142635
2057,6987349
2058,15743461
2059,2205663
2060,84060
2061,46660
2062,249043
2063,3131270
149,13425570
2064,12288333
2065,714807
2066,18193684
2067,6905480
150,18215028
2068,6376527
2069,10603056
2070,16282616
2071,15790852
2072,285746
2073,91017
2074,18335916
2075,151928
2076,656048
2077,3171693
2078,696512
2079,1299072
2080,18849801
2081,910152
2082,1908372
2083,76703
2084,8883573
2085,17901330
474,10893214
2086,275474
2087,3472820
2088,15972
2089,17313660
2090,16030663
2091,15790870
2092,13330670
2093,331883
2094,18879551
2095,18458190
2096,9105432
2097,16158498
2098,9256545
211,18594634
2099,13500754
2100,15780279
2101,13554019
2102,10079
2103,26088905
2104,7892578
2105,9364112
2106,37506437
2107,23433546
2108,236202
2109,21856367
2110,2978918
2111,18008080
2112,9703922
2113,108064
2114,23317538
2115,18090077
2116,17884042
2117,24466484
1508,23153154
2118,23398925
2119,19049001
1814,9707047
1144,313159
2120,10235919
2121,20696430
2122,11516221
2123,23374690
2124,16026493
2125,980397
2126,25309550
1087,2403024
2127,243746
2128,21531503
2129,18339155
2130,17886138
2131,189096
2132,6720473
