award_id,book_id
2133,241385
2134,9639774
2135,30223075
2136,7775841
2137,15790878
296,44179
2138,24502526
2139,29010394
3,7237456
2140,23009011
2141,25197374
2142,23699996
2143,43190272
2144,30622617
2145,25790952
54,643992
2146,20980648
2147,15824406
2148,2218352
2149,24790901
2150,32673847
2151,165422
2152,119537
2153,33020060
1057,29772863
2154,1353409
2155,27037952
698,22889766
2156,10749266
2157,2473508
2158,2020983
2159,23299427
2160,27161821
2161,1910949
2162,370523
2163,4052800
291,53415345
2145,33151799
2164,29237221
2165,18263530
2166,16089464
2167,29894572
2168,128477
2169,8853299
2170,36372914
179,31867358
2171,36100966
2172,35297562
2173,29938031
834,23463
2174,619962
2175,18044412
179,34950852
379,35297272
2176,29095402
2177,30038654
2178,36341895
2179,30748899
2180,17571466
2181,34467031
2182,40207004
2183,33572350
2184,942240
2185,34640668
2186,129215
2172,36546966
2187,92488
2188,32075842
2189,4152549
2190,1696150
2191,25570870
2192,7962312
2193,41456850
2194,26195972
213,40776644
2195,3394
1915,36613747
2196,39218044
251,42201996
446,27426036
2197,13637141
2198,3244570
2199,17465709
2200,40726583
1824,67697
2201,40364332
2202,990165
2203,28945665
2204,105021
2205,41104077
778,6609748
2206,53011908
2207,1299904
2208,24481072
2209,36412998
2210,24386240
2211,11455485
2212,21524446
2213,81042
2214,34381333
2215,16085482
2216,60432
213,43126457
17,10340846
84,41473872
2217,33257757
2218,106123
2219,28757261
2220,25003696
2221,31851019
2222,15722810
2223,13572249
2224,414692
2225,229033
2226,357787
1198,261911
523,4313522
2227,4605
141,6772065
2228,41701
2229,112472
2230,12532
2231,2909013
2232,81070
2233,1703611
2234,194161
2235,713055
2236,396647
2237,6559778
2238,111626
2239,47907
2240,1722607
2241,27985224
529,1000171
2242,9720853
2243,553907
2244,656876
2245,38030
2246,29896
2247,2914005
2248,6261078
2249,8621850
1622,175395
2250,6270483
2251,1663
2252,7146180
2253,393715
2254,232965
2255,132694
2256,126896
2257,884204
1404,688770
2258,621697
2259,7776209
2260,368731
2261,10889279
2262,9571478
2263,6940642
2264,6365996
2265,1243919
2266,337048
2267,5711852
2268,415699
2269,9939976
2270,71648
2271,6944566
2272,49195
2273,3874108
2274,7904453
2275,5853
2276,11987358
2277,10316626
2278,237120
2279,648165
2280,9581107
2281,1059184
2282,326023
887,6387925
2283,5562914
905,7039742
1750,10518423
2284,16090231
2285,206662
2286,2031004
2287,8100015
2288,6037675
2289,12091089
2290,1636228
2291,9667161
2292,1139452
2293,184786
2294,15797028
2295,11131963
2296,60220
2297,6065179
2298,9639648
1242,7494887
2299,15706926
2300,169762
2301,7955
2302,1291989
2303,980533
2304,6609552
2305,37564
2306,8427264
2307,17264519
2308,580789
1737,12764606
2309,1846465
2310,5422154
2311,332768
2312,12993530
2313,1043247
2314,15600
2315,523793
2316,476575
2317,17221425
2318,39096
2319,1867344
2320,3399370
2321,89365
2322,1635496
2323,15823426
2324,13037526
2325,11866694
2326,17981276
2327,603260
2328,7827689
2329,16130141
2330,18114057
2331,936503
2332,1917763
2333,6765788
2334,1092572
2335,16064400
2336,62555
244,22324898
2337,14456
2338,13584309
2339,12605487
1807,7132429
2340,1269436
2341,6452731
2342,344846
2343,21539471
253,18585092
2344,9470575
2345,54597
2346,7105495
2347,3786877
2348,1660955
2349,1540890
2350,23268552
2351,437993
2352,23208397
2353,28604340
2354,1789758
2355,7268003
1096,20454672
2356,622052
2357,18868171
2358,23354073
2359,6951263
2360,21781544
2361,404403
2362,6577838
2363,11069481
2364,18397729
2365,12953520
2366,21531395
2367,12730706
2368,2895061
2369,431178
2370,259861
2371,2635557
2372,17928198
2373,19062
2374,15802693
402,23270403
2375,18467815
2376,12462627
2377,14432989
2378,27808997
645,15841863
2379,24396871
2380,24396269
2381,3268867
2382,22859802
2383,10431144
2384,3280430
2385,25574495
2386,1028853
805,23315843
1386,9319468
2387,17265217
2388,25410471
2389,17165926
2390,9817161
2391,24860071
2392,24605318
2393,25784766
2241,27036528
2394,23664726
2395,6124984
2396,32671298
2397,17621103
2398,1801487
2399,10374910
2400,1844874
2401,16071656
1772,12033364
2402,10498695
2403,1319778
2404,20578927
687,11500827
2405,24887441
2406,11365802
2407,23492504
2408,18693910
211,22668729
2409,8119966
2410,33358438
2411,21822422
2412,23282635
2413,33602101
2414,29430746
905,17072247
2415,23201282
2416,35335039
679,34828719
2417,37969723
2418,36194389
2419,766020
2420,27245604
2421,298827
179,31324863
2422,31158752
2423,34065268
2424,30755001
2425,22320456
2426,2737076
2427,17611937
2428,24012054
2429,20757532
2430,39301534
2431,35226779
2432,6652478
2433,34386617
2434,363423
2435,18404427
2436,25893817
2437,123060
2438,34947549
2439,25817162
2440,66421
379,29958272
2441,41716679
2442,24396857
2443,23524878
2444,35533431
2445,15814459
2446,1943742
2447,25777957
2448,6993091
2449,270259
2450,46004545
2451,8038695
2452,25027372
2453,24974015
2454,29939266
2455,58957
369,34504470
2164,38812872
2456,6252152
2457,3252262
2458,5500
2221,25868918
2459,17346698
2460,37811512
2461,411199
2462,543888
2463,22928874
2464,12320360
2465,23732637
2466,44421460
2467,103123
2468,17189707
2469,6746349
2470,13162096
2471,41740211
2472,25484579
2473,22694936
2474,26189334
2475,8185871
2476,41961994
2477,31189177
2478,9810317
2479,70897
2480,28862528
2082,25800049
2481,5470
2482,33160963
2483,84405
2484,250645
2485,2213336
975,551094
2486,385255
2487,48270
2488,539391
2489,310986
2490,1913364
2491,643483
2492,315783
2493,46506
141,6772035
887,2179832
2494,96980
2258,474113
2495,4889214
2496,231113
2497,1814637
2498,272607
2499,534274
2500,63504
2501,6452760
2502,2233479
2503,5986336
2504,54990
2505,56961
2506,1523438
2507,170136
2508,363245
2509,5153988
570,440520
2510,206857
2511,2930911
2512,390786
2513,106924
2514,382419
2515,23617
2516,61985
2517,1962363
2518,864554
2519,9879625
2520,662564
2521,7178978
2522,162331
2523,969310
2524,64380
2525,570633
2526,1727625
2527,253071
2528,218859
2529,116483
2530,2763297
2531,11503582
2532,11837482
2533,657466
2534,13573091
2535,59558
1364,1118654
33,8786358
2536,174704
2537,8189310
2538,1577936
2539,3759847
2540,702040
2541,621461
2542,8870923
2543,6713108
2544,8144079
2545,7199961
2546,257070
42,102916
2547,118149
2548,12074927
2549,13538641
2550,490966
2551,11758226
128,4507
2552,12590
2553,77721
2554,11099156
2555,9335839
2556,572633
2557,10841115
2558,6566558
2559,7516243
2560,10338405
2011,10927555
2561,64359
2562,133729
2563,1004096
2564,1512465
2565,13539142
3,6828896
2566,158007
2567,3573476
2568,2714607
2569,2714797
2570,17332435
2571,507086
2572,7332753
2573,2585588
2574,2488196
203,16119167
2575,6383944
2576,263021
2577,651964
2578,7864312
2579,13587039
2580,37040
2581,18588815
2582,64251
2583,18898739
2584,206893
2585,11891486
2586,13148060
838,13563669
2587,18104734
2588,28748
1523,9468234
2589,5111318
2590,7187391
2591,4035
2592,6810289
2593,2230284
2594,7739858
2595,16240980
2596,13513136
2597,18668056
2598,2650685
2599,11572026
2600,18734992
2601,20819208
2602,17412895
2603,17714301
2604,17656749
2605,18311425
2606,13356671
2607,265205
2608,18342317
2609,759175
2610,1215358
2611,9334058
2612,8111382
2613,17415480
2614,21066604
2615,16130105
1125,17369312
1173,20307078
2616,10785670
805,22044623
2617,22618173
2618,1310812
2619,7632051
2620,4312852
2621,232922
1107,7896558
2622,2418888
2623,22812333
1838,7935992
2624,29658
2625,15818254
2626,20505830
2627,10697608
2628,1453138
2629,253984
2630,134225
2631,25992990
2632,414062
2633,23349181
2634,554165
160,21865587
2635,8585924
2636,13513468
2637,21402833
2638,20646135
2639,965343
2640,317278
698,22693211
2641,12503306
2642,16137205
2643,2028
2644,22740195
2645,118769
2646,13320466
2647,23592235
2648,21421192
1799,13129925
2649,18621200
2650,29940879
2651,34299826
2652,11910
2653,28686887
2654,6968772
2655,21402336
2656,25576158
2657,764861
2658,13006132
2659,25636235
2660,36097796
2661,40411388
2662,27213253
2663,34389270
2664,76548
2665,25975406
2666,24187925
2667,27917957
2668,3950400
2669,34964971
2670,11295616
2671,15797397
2672,9780389
2673,25311520
2674,1057293
2675,12715691
2676,85866
2677,7507944
744,13612965
330,40557032
2678,6967247
2679,30001662
2680,25829156
2681,30133993
2682,5947
2683,29938354
2684,35604686
2685,34726469
2686,4438553
2422,34568988
2687,1282266
2688,33828743
2689,17453303
2690,25111119
2691,20344952
2692,6098855
2693,37173847
2694,22875097
2695,29456569
2696,39796904
2697,6333807
2698,367334
2699,33163388
82,30971755
2700,26404001
2701,32388712
2702,43925876
2703,36217425
2704,48577242
2705,28458598
2706,1072093
2020,3450744
2707,2099342
2708,18586487
2709,555048
2710,19288199
1519,36117813
2711,26196150
625,31373184
2712,50786753
286,27276324
2713,23657454
2714,41824023
2715,39847584
2716,34649348
2717,35003282
2718,4477
2719,169503
2720,25089757
2721,240617
2722,6898978
2723,94944
2724,35216509
2725,36680734
2726,2808945
2727,1618417
2728,333766
1524,250524
2729,1336275
2730,1014069
2731,129972
2732,42157
2733,109726
2734,3978
2735,50664
2736,473869
2737,876234
2738,320247
1263,237900
2739,1286711
2740,1004183
2741,215791
2742,43603
2743,3112733
2744,7888799
2745,3555477
2746,3287096
2747,120728
2748,1035021
2749,8532187
2750,21607
2269,7997987
2751,1042174
2752,640594
2753,1239219
235,7283762
2754,6428672
627,7049405
2755,129216
2756,1062516
2757,116581
2758,167845
2759,6751356
2760,149403
2761,591965
2762,2855
2763,417807
2764,6620483
2765,7048818
2766,12971285
2767,77837
2768,6496815
2769,13384
2770,4187533
2771,7942534
2772,11451112
2773,4441294
2774,294368
2775,10776592
2776,186420
2777,234559
2778,245832
2779,158277
2780,5205697
2781,6773503
2782,9852877
2783,6916800
2784,67933
2785,7664735
2786,4174529
2787,11100788
2788,1117634
1665,809428
2789,116356
2790,15823461
2791,17204568
2792,121457
2793,1146093
887,6794736
2794,303948
2795,167216
2796,15797509
180,3607394
2797,505636
2798,16000963
2799,13498
2800,6272048
2801,13262061
2802,19272774
2803,7192385
2804,10652379
2805,15750610
2806,7958702
2807,1421759
2808,22236956
2809,39855052
2810,886066
2811,5294
2812,27277484
2813,18243325
2814,7992563
887,5956378
2815,971277
2816,15738354
211,17934399
668,17169024
2817,21472139
2818,8683
2819,12165278
2820,10631307
2345,54594
2821,7851203
2822,15710557
2823,6069156
2824,5704478
2825,21882146
2826,16156006
2827,15717850
2828,613229
2829,12166282
2830,7084002
460,11301
2831,1686820
2832,911645
2833,20708785
2834,710582
2835,887573
2836,13073519
2837,254704
2838,2884065
2839,21530082
2840,15722284
1280,12446825
694,22124901
2841,1742699
2842,3006702
2843,4485
2844,6619072
2845,124248
440,25517477
2846,404857
2847,147602
2848,31493
2849,15757490
2850,19145369
2851,20420053
1493,18982011
2852,65151
2853,2243610
2854,370353
716,17286747
2855,66504
2856,1144682
2857,1341454
2858,22366806
2859,17290682
2860,16014216
2861,6558237
2862,968997
2863,449189
2864,22209849
2865,13536961
2866,23346643
2867,12087796
847,27558677
2868,16119664
2869,9654370
2870,13421358
2871,11672159
2872,22825631
2873,27502
2874,39884337
2875,27388497
2876,6465693
2877,18375774
2878,24728470
2879,29342351
2880,27015399
2881,35067504
2882,18467818
2883,180371
2884,25896387
2885,27110284
1799,19433029
2886,23860372
2887,7767021
2888,3833
2889,13041042
2890,11664488
2891,13123877
2892,12190308
2893,28217831
2894,9824
2895,159346
2896,37522397
2897,10039557
2898,29959587
2899,209835
2900,28954126
18,3954368
2901,8678285
2902,18623290
235,6504894
2903,511527
2904,34392663
2905,1913599
2906,876582
2907,28675749
146,38355098
2908,34506937
2909,29010395
2910,6668056
2911,7465733
2912,6731958
2913,27267112
2914,42983724
2444,32326398
84,43924017
2915,36323316
2916,118824
210,33158544
330,31925314
2422,29635592
2917,21853663
2918,36076501
2919,28051948
2920,29241321
2921,40700317
2922,63657
2923,26198496
2924,44146682
2925,38470102
2926,25812847
2927,169879
2928,40514431
2929,9415946
2930,76336
723,23746004
2931,5986665
2932,123471
2933,32819894
2934,18775623
2935,10144145
2936,18165902
2385,682765
2162,3234419
2937,2100173
2938,6101138
2939,29983711
2940,22037424
2941,28096541
2942,411496
2943,23194
2944,1823114
2945,1223837
2333,6690630
2946,6978327
2947,76822
2948,2342881
2949,1128364
2950,359759
2951,1621228
2952,24783
2953,499784
2954,304001
2955,242383
521,3804289
2956,52877
2957,341553
2958,216048
2959,750497
2960,1146742
2961,85894
2540,633425
2962,2788968
2963,1077304
2964,1973304
2965,550122
1031,7904429
2966,481912
2967,10755183
2968,462691
2969,618196
2970,264944
2971,76523
2972,150549
2973,6829959
2974,1020689
2975,184815
2976,298461
2977,245056
840,2020935
2978,891922
18,2225238
310,9415966
2979,13414407
2980,10420416
2981,13556706
2982,13600351
2983,1591730
2984,774416
1145,12547098
2985,15798672
2986,42382
2987,12963179
2988,332350
2989,28440
2990,7701720
2991,45119
2992,418812
149,13151179
2993,10364135
2994,9264113
2995,1761266
2996,12398
2997,15727792
2998,852431
2999,12034734
3000,14061520
3001,12028681
3002,13542868
3003,2356574
3004,4108195
3005,17163274
3006,9780676
3007,7824057
3008,2221542
3009,7325821
3010,420297
3011,15715844
3012,1357658
3013,4626738
3014,3360369
3015,3083278
3016,596687
3017,18478300
3018,8614954
3019,124982
3020,2210839
3021,18209305
3022,19794
3023,11138172
3024,1053783
3025,10307460
3026,10184855
3027,10752995
3028,15801668
3029,13531021
3030,1027539
3031,9996645
3032,19398743
3033,18215033
3034,13450407
3035,12086690
3036,96128
3037,17312327
3038,21937380
3039,2867094
3040,6650487
3041,9335564
3042,6652169
3043,1736540
147,17437203
3044,598535
3045,11982625
2617,20821097
3046,18478848
3047,478246
3048,18404155
3049,9813838
3050,306399
1799,18007670
3051,22360832
3052,13037601
3053,11214970
3054,6447729
3055,26044593
3056,22028638
3057,6482182
3058,52374
3059,19065
3060,9263730
3061,6514476
3062,1518712
3063,29456
1090,4745993
3064,25255576
245,10532409
3065,3772126
3066,2452102
3067,23535031
3068,16057621
149,13521382
3069,23153351
3070,2141384
3071,6905134
3072,29405093
3073,25059564
3074,89915
3075,24019187
286,26109394
3076,89186
369,28116858
3077,108315
3078,18867493
3079,1664298
3080,25667474
3081,355862
3082,24448535
3083,52408
3084,12840933
3085,21681
3086,28220985
3087,23164927
3088,23281789
3089,19536001
3090,27840608
3091,30123268
3092,67724
3093,35989512
3094,35924698
3095,4437202
3096,26014651
3097,29725377
3098,30134847
3099,1865263
3100,18453110
1145,12160906
3101,780726
2688,33916024
1133,18049017
3102,36260155
3103,13153693
3104,34941200
2444,36448554
3105,22050353
2998,865124
3106,23197553
3107,1658265
3108,16074560
3109,10361904
3110,19233301
620,39352771
3111,37976138
3112,9778945
3113,35069181
3114,37756667
3115,40121959
806,38452813
3116,6470560
3117,8301964
3118,39298122
3119,12426366
179,32145091
3120,29625895
506,38926487
3121,11235712
992,33626292
3122,35059670
3123,16204601
3124,12872236
3125,24899
3126,354475
3127,47912
3128,116982
3129,1148745
3130,17876863
3131,1265382
3132,153219
3133,91519
3134,5640763
3135,455034
3136,1401344
3137,72441
3138,750692
3139,1504693
3140,9402429
3141,259978
3142,834670
3143,7869294
3144,2931286
3145,774726
3146,859315
3147,722292
3148,363397
3149,2368651
3150,1563635
3151,11719570
3152,288957
3153,488029
3154,551932
3155,7435535
3156,882885
3157,13347796
3158,9238826
3159,11345988
3160,7661718
3161,12015
3162,59285
3163,2097938
3164,354
3165,8558857
2558,6609626
3166,16130753
3167,110388
2544,10757749
3168,17948895
3169,301141
3170,42270835
3171,13147885
3172,13528506
3173,189111
3174,297676
3175,61915
3176,979795
3177,208159
3178,13129612
3179,696513
3180,1596788
1090,339339
3181,13488875
3182,1037241
3183,912218
1125,15757971
3184,3262139
3185,28668534
1737,12987179
3186,15714709
1144,1003985
3187,10783349
3188,17791526
2551,8126204
3189,932634
3190,611843
3191,20940407
3192,18052066
3193,2507629
441,17286958
3194,1596376
3195,18656310
3196,12519325
668,13528381
3197,9583669
3198,7293597
3199,17303844
3200,12555973
3201,19102837
3202,22892956
3203,10308381
3204,47633
3205,6943146
3206,11799340
3207,646170
405,25370574
3208,17863
3209,23492669
3210,6716452
3211,77505
3212,15769772
3213,18138189
3214,362199
3215,26539950
3216,8701129
2906,53494
3217,7356329
3218,22529434
3219,21971350
3218,20484545
3220,13425592
1195,25716705
3221,18062640
694,18774981
3222,18656280
3223,18693743
3224,6434232
3225,26109094
3226,22859522
3227,19561922
3213,20426917
3228,1367916
3229,6449208
3230,6488057
3231,34210334
3232,7044549
3233,287737
687,9428981
3234,25736973
3235,28789711
3236,59232
3237,33574161
3238,28217808
3239,25779667
3240,34262106
3241,19874150
3242,28585313
3243,25988934
3244,201126
3245,18938315
3246,30341585
851,36373463
3247,16241160
3248,29154543
3249,110395
3250,24612266
3251,43842423
3252,13489919
3253,28588459
3254,12377445
3255,16164271
109,12959743
3256,1991039
3257,40221876
3258,25154582
3259,13336392
396,1108130
3260,22608738
3261,6359825
3262,17262155
3263,25015110
3264,10746622
3265,10497786
3266,10196362
2020,2760915
3267,839157
3268,37514017
3269,23615684
3270,8560132
3271,29567845
3272,22509955
3273,36373825
3274,52745490
84,42245770
3275,26245850
3276,1201724
3277,248622
3278,55354
3279,121490
3280,50831
3281,214340
3282,64773
3283,327281
3284,763426
3285,87992
3286,614467
1035,29556103
3287,109498
3288,153197
3289,2650688
3290,6145714
18,2584942
3291,730250
3292,2333
3293,8998651
3294,204479
3295,105571
3296,114135
1265,337008
3297,7507889
3298,4959384
56,41589
3299,107799
3300,833550
3301,588625
3302,52560
3303,11482
3304,2412176
687,8248617
3305,146219
3306,3472342
3307,77959
3308,37623
3309,111044
3310,2618807
3311,235185
3312,38617771
3313,13224631
3314,106807
3315,6961997
3316,13404803
3317,40261
3318,11448421
3319,109387
3320,12814594
3321,95914
2580,205650
3322,6605685
3323,720533
3324,743817
3325,3011919
3326,12567576
3327,11082037
3328,13562054
3329,16142151
169,15726780
3330,1677996
3331,119013
3332,1085376
3333,18651980
3334,4228673
3335,22477
3336,186337
3337,2320230
3338,11367737
3339,28294
3340,2535
2191,22212838
3341,3596725
3342,18691014
3343,20976417
3344,3277674
3345,12593546
3346,109901
3347,1705697
511,22521951
3348,365257
3349,23472563
3350,16286376
3351,23497722
3352,6862
3353,11438693
3354,5486
3355,26186298
3356,21350894
1084,18114578
474,11962848
3357,17566814
3358,4026382
3359,9628743
3360,7188088
3361,2112260
3362,11282392
3363,15812211
3364,492050
2241,26792284
3365,579696
3366,3785646
3367,1109962
1585,209176
3368,13330370
3369,11738128
3370,31944708
507,31451267
3371,26891429
3372,8539932
1935,32794590
3373,3526
3374,1142145
1409,989584
3375,17261194
3376,1035124
3377,15721624
179,33296129
3378,31451186
3379,12818399
3380,25658482
3381,3297694
3382,76022
3383,201901
3384,157456
3385,118065
3386,827985
3387,40776163
3388,18490657
2702,25813942
506,40189670
3389,27405006
3390,38232344
3391,30259893
3392,1458813
3393,25030631
3394,13096218
3395,13167112
3396,11023952
3397,762202
503,33282947
3398,41880043
2970,74274
2172,36959639
3399,17160008
3400,42660831
3401,18383325
3402,23219490
3403,946836
3404,50544
3405,162900
3406,1869622
3407,2422554
1201,3505944
3408,536790
3409,64881
3410,6440814
3411,2250457
3412,907432
3413,12528
3414,570758
3415,3275890
3416,827902
3417,77092
3418,85310
3419,7147249
3420,60212
3421,92544
3422,7727548
3423,2933268
3424,122619
3425,1319521
3426,1874883
887,204097
3427,202183
3428,5155532
3429,298422
3430,2375406
3431,7362638
3432,410766
887,6401956
3433,43702
1031,7517343
3434,6567050
3435,158856
3436,3280203
568,10114213
3437,4772110
3438,275842
3439,10335318
3440,2694762
3441,902743
3442,511854
3443,13015054
3444,6523157
3445,7123240
3446,11958033
3447,16002011
3448,8884616
3449,216019
411,7831608
3450,17861
3451,129787
3452,84725
3453,133008
3454,12352225
3455,182543
3456,13623777
3457,109946
3458,3764768
3459,115998
3460,451152
3461,18367834
3462,7108146
3463,2278387
3464,2258548
3465,47778
3466,13615414
3467,6578822
3468,13665100
3469,12988059
3470,11699349
3471,4974052
3472,22913102
3473,197743
3474,7195070
3475,18222556
3476,456773
3477,4939112
3478,6892626
3479,7684993
3480,18889290
3481,11544476
3482,23659068
3483,9791117
3484,764061
3485,18295858
3486,313110
3487,18667753
3328,6034422
3488,340816
2708,20509356
3489,77378
3490,19359191
3491,22756871
2048,12625589
2241,25744928
2114,22551809
3492,25328105
3493,159322
3494,16566
3495,24524971
551,17333174
3496,29618105
3497,33123322
3498,89190
3499,19283880
3500,28363987
3501,15096204
146,35046241
1720,6437016
3502,25152171
3503,11448085
3504,189369
3505,10734210
3506,25639296
440,21535713
3507,76507
3508,29414792
3509,16109080
2172,35403058
3510,17212769
3511,7850899
3512,25580844
3513,43587341
3514,13542982
3515,27426044
3516,7027569
3517,16129174
887,2969587
84,36511805
3518,6120219
3519,233330
3520,1036345
3521,115468
707,81010
3522,153198
3523,948212
3524,413256
1990,2288045
3525,331010
3526,805453
3527,268016
3528,1948985
3529,37477
3530,1471061
3531,2138727
3532,915753
3533,3979
3460,166794
3534,2918809
3535,6961797
3536,858859
3537,6499681
3424,24097
3538,1981046
3539,8830
3540,64725
3541,40795
3542,139864
3543,21192
3544,9833965
3545,9796196
3546,7863547
3547,405452
3548,86889
3549,3105541
3550,294951
3551,53492
3552,1337973
3553,701417
3554,257800
687,9580315
3555,408888
2551,9666241
3556,828015
3557,57787
3558,106808
3559,151691
3560,8288246
3561,13297069
3562,11824
3563,3030779
413,414103
3564,659577
3565,525285
3566,496102
3567,3112943
3568,13489955
3569,1660305
3570,7113
3571,537657
3572,6783729
3573,473313
3574,20446802
3575,1639713
3576,9623348
3577,20645098
3578,23128464
3579,17286817
3580,6781006
3581,1905582
3582,11984131
3583,54903
2551,12165882
3584,18493592
3585,10803163
3586,18757
3587,37820
3588,101999
3589,2101872
3590,23222016
3591,2068667
3592,76811
3593,12617758
3594,19320758
3595,3264623
3596,366427
3597,23346358
3598,420260
3599,75745
3600,13932
3601,826576
1195,22886110
3602,110265
2435,18693929
3033,21450756
3603,25902535
3604,178143
3605,25933717
3606,26113696
3607,22663352
3608,24485939
3609,2020665
3610,90664
3611,9729504
3612,45583
3613,1086389
3614,33300
3615,20758175
3616,22752445
3617,19161835
3618,25810398
1031,6911529
3619,40365093
3620,36352480
3621,43885930
3622,30038960
3623,10024937
379,34325090
3624,744033
3625,830238
3626,28335698
3627,2694539
84,43263520
3628,1558232
460,11030772
79,36000347
1519,41150287
3629,198898
3630,215693
3631,50851
3632,682751
3633,74257
3634,6411440
1001,7039826
3635,10179185
3636,576565
3637,6726353
3638,69722
3639,768952
3640,11782
3641,6603203
3642,7077007
3643,7293595
3644,10974365
3645,11859244
3646,168760
3647,834019
3648,10084830
3649,10806851
3650,8417155
3651,16045203
3652,1793400
3653,12137
3654,10194494
3655,285011
3656,16124145
3657,343549
3658,189296
33,11557982
3659,1369468
3660,10757806
1242,7286910
1190,136989
3661,240726
3662,13508567
3663,17406586
3664,85730
3665,6327989
2997,15814439
3666,4893543
3667,6459365
1096,18114060
3668,71704
1028,137559
3669,18136617
3670,17911985
3280,12409097
3671,145659
3672,7607153
3673,6688087
3674,3764716
3675,1208792
3676,22675858
3677,21948649
3678,57498
3679,18270646
3680,13052893
3479,8514027
3681,12802858
3682,257333
3683,23929251
3684,771941
3685,25820836
3686,16059442
3687,7268995
3688,78
3689,17700408
3690,12905826
3691,440417
3692,20518842
3693,17838172
3694,12888599
3695,244422
3696,21349764
3697,11659
3698,22249668
3699,23612011
3700,21912673
3701,24178943
3702,24875394
3703,352921
3704,7205446
3705,2085302
3706,20403158
1084,25814583
3707,61204
3708,34051960
3709,13628605
3710,305439
3711,93959
3712,906491
3713,768491
2666,18114594
3714,27191159
3715,8970727
3716,256906
3717,25091498
279,17285330
1772,13227874
3621,41940280
2201,43263491
3718,27366528
3719,35056823
3720,24727081
1434,41820
3721,46253235
599,411761
3722,1537221
3723,1151519
3724,111050
3725,241386
3726,268598
3727,6286042
3728,214948
3729,1670616
3730,682982
3731,869907
3732,24889
3733,950143
3734,7879046
3735,2915026
3736,1166153
3737,275841
3738,219811
396,2119366
1496,133765
3739,101949
3740,74007
3741,6600231
3742,1354254
3743,69483
3744,128474
3745,1258536
3746,12841814
3747,4998
3748,1190042
3749,9873759
3750,790289
1145,13056159
3751,6277972
3752,301114
3753,3034292
3754,192799
321,15985348
3755,1431558
3756,186344
3757,73090
3758,8275915
3759,337116
3760,7334201
3761,5795018
1248,785420
3762,11469379
3763,16128925
3764,18693054
3765,15803173
3766,15742058
3767,21465145
3734,7993902
3768,20784908
3769,16170424
1386,10368067
2210,22609341
3770,16907
3771,1127539
3772,28077464
34,15829686
3773,6595962
3774,23464763
3775,7922146
3776,16090670
3777,27277475
3778,141860
3779,3901371
3780,17777989
3781,20897517
3782,32313623
3783,9601757
3784,25661187
3495,23014767
698,23462662
3785,370243
3786,28948581
3787,17167084
38,16071745
3788,11214214
3789,29086765
3790,26136281
3791,199870
3792,104739
3793,385120
3794,40672036
3795,2224739
3796,581409
3797,8088579
3798,12957410
3799,17453021
3800,7872823
3801,32969999
3802,31625636
3803,696116
3804,13056809
3805,38530939
3806,26893819
3807,41805470
3808,34413706
3809,996088
3810,36885304
3811,28449045
2940,28143415
2936,10334392
3812,659399
3813,29011
3814,100786
3815,106164
3816,24248
3817,6895179
3818,7375
3819,337019
3820,6051237
3821,83829
3822,11344621
3823,219813
3824,21322
3825,463376
3826,324737
3827,1032696
3828,9733795
3829,1117637
3830,47754
3831,7501962
3832,161056
3833,515475
3834,295687
3835,11779
3836,17131604
3837,333103
3838,17238107
3839,13132620
3840,12987977
3841,8753176
3842,93793
373,13594352
3843,2024336
3844,77850
3845,266666
3846,10810
3847,12854800
3848,2369498
3849,26571
3850,1094343
783,25384853
3851,1386012
3852,221679
3853,263623
3854,7315439
3855,62258
3856,8109709
3857,323862
3858,22718759
3859,14781178
3860,9602510
3861,25783023
3862,24952504
3863,29243363
3864,11154133
3865,26175
3866,6388743
3867,4923850
3868,29895106
3869,2277378
3870,24611449
503,33386034
645,16218778
2859,18301308
179,32848471
3871,7895168
3872,24856069
3873,1228823
3874,11868298
3875,18895600
3876,23282249
3877,18395080
3878,352780
3879,31117613
3880,3486235
3881,21793182
3882,18189462
3883,1647640
3884,25563103
3885,117370
3886,425099
3887,83392
3888,265923
3889,101172
3890,453960
3891,324377
3892,29587
3893,69933
3894,6869
3895,206899
3896,400148
3897,2838820
3898,2745692
3899,708526
3900,2189373
3901,2155422
3902,1882873
3903,351653
3904,1197129
3905,907717
3906,3274998
3907,147732
3908,672262
3909,1560407
3910,962767
3911,351648
3912,83400
3913,6283478
3914,148821
3915,260941
3916,903288
1735,6724779
3917,1753685
3918,6503160
3919,267972
3920,16281835
3921,94702
3922,82783
3923,13086226
3924,69416
3925,13402805
321,16130369
3926,16164095
3927,53981
3560,10805989
3928,8303977
3929,12027395
3930,9468462
3931,17334495
3932,1327836
3933,907797
3934,13425393
1799,18626540
3935,12369589
2165,20821303
3936,6341739
3937,23635879
3938,2664597
3939,363973
3940,1909590
3941,237086
3942,18480662
3943,23590446
3944,60614
3945,11737313
3946,109487
3947,383514
3948,2074104
3949,26845691
3950,18690048
3951,13445136
3952,6452538
114,8715
3953,30268522
3954,282459
3955,18946313
3956,24586590
3957,42701
1295,15811495
3958,11503210
1818,23946416
3959,35356382
3960,29414640
3961,24044141
3962,716944
3963,23498078
3964,13142142
3965,22453777
3966,28645670
3967,36101978
3968,28962996
210,32204637
3969,70581
3970,110076
3971,126049
3972,1337933
3973,76986
3974,2973943
3975,6528512
3976,357640
3977,82991
103,8608083
3978,11300451
