book_id,author_id
248322,19122
18509683,18062
1617191,15170
3933510,16713
18392459,15266
36373647,12580
23002501,13732
27139794,14729
139724,17810
27912522,16083
30095464,13953
33573674,12358
31139037,18065
38456737,16622
34513573,16622
39893545,12378
34390820,13673
22571629,14903
905092,18666
25852870,12596
3060904,18291
122126,13985
337132,13888
77431,13041
523151,24145
7531,17186
142442,13990
18392,12736
85855,19902
3474905,19902
13996,13510
307079,17016
613268,15470
54804,13065
5586327,16255
5943093,14400
74045,13339
1002539,21532
4325,12282
28116714,13657
2114086,12933
207802,15687
122986,13703
263731,14480
760924,13331
8409257,13348
9327053,23909
246035,14237
13060609,12503
9077707,12562
6014989,14422
10088219,16934
2451604,14274
698034,12245
16076787,15701
1249931,14326
9279734,12326
10706934,15697
16170522,18041
13839194,15201
1804074,22353
15808474,13551
16305,13666
351,12237
187117,13022
1271104,14247
18893988,12163
6931246,13901
17643,23164
23637440,12892
18298890,14727
25067570,23272
984859,22182
17262366,13412
244100,18499
7123181,16229
820480,18502
25526965,12244
33643994,13957
28374062,14607
17287021,15572
25756328,20710
32601841,15235
315511,17397
3760,13589
50843,12237
227481,14144
96334,16991
407234,12520
3094593,12520
15803037,18355
6048335,14424
18453458,20036
16176,15585
9919,13549
1488157,21889
40271,12919
4328472,12563
691014,16817
1241534,17560
523795,23727
11657,13012
7686654,13715
389525,17235
5979401,17909
4002159,17614
9550620,14556
10397655,13489
3929671,22280
51299,20521
562795,14481
793298,14678
133547,20074
6681523,18143
11290708,21692
19577,13091
6796044,17337
156784,20730
17832472,13552
15993374,13331
5465901,13006
14015,13510
476733,17961
858719,14208
26044593,13874
17670941,14291
7955881,19121
4929272,16093
11256293,17539
10336669,13650
12260585,13650
6763730,20322
1408083,13561
11288619,14967
12392681,13901
18808407,22833
18798578,12863
13563068,22991
1228439,20216
7933814,13648
157551,22840
15843286,13241
22716194,13825
2310780,14249
28493748,16735
25564665,12896
26154406,14437
26799006,13258
741480,15299
135060,13070
30969741,13434
36595101,18164
13107661,15490
29233804,12231
7670390,14399
3930100,14399
202206,22431
17726,13545
349681,13911
175319,12237
30333,13487
154423,13663
13510645,13654
41502,12921
568093,13602
6788533,21893
301820,13354
846613,19797
1542405,12339
1542403,12339
8752457,13536
28815371,23332
5075964,13715
53927,16423
353342,14957
7544649,12196
42771754,21827
347698,24015
10669,18682
7353219,20919
288962,13660
9757229,12318
3157876,12595
11010251,15027
10778,12925
2712887,23951
29923,17395
12924188,17801
47572,12768
698,15981
34605,14322
12830117,15201
13540215,15373
6450060,16050
6600137,13220
18171248,14906
12924379,13184
13436384,19121
7238737,15833
7743117,12550
16405,13990
116925,23673
33139533,14847
17902141,13164
16240541,19925
16074748,19129
19081402,12386
1212868,17849
31602,16805
6729300,23711
17920175,12515
25785357,12318
31283058,13268
20613624,22311
25816163,12273
377254,13182
32324555,12770
1961314,14729
34037113,12814
30025336,12497
22429350,12441
35297394,14625
35820633,12420
26842622,15730
1039182,13487
18743370,12415
2011,13578
348632,16446
833060,14930
68097,18090
199688,13691
6311614,13186
6402991,12632
462658,12253
268437,22487
5711749,12777
2726569,16512
315519,17397
5178537,23754
906015,14677
657371,21336
7389741,20790
313631,15665
880271,18346
841973,14440
522782,12782
25843420,21844
7717938,18380
6556855,12621
12759057,15464
8526694,23996
4881647,20944
613866,12284
6334523,20184
15985583,15854
7940589,17556
6957498,16869
13271555,13136
6066819,12593
240162,15042
243705,12371
17915542,19341
17560038,20154
5234145,13103
10479750,14099
22472,14461
857213,20225
91487,13661
6343963,18037
149049,13096
11196694,15698
10819228,19441
9962040,13325
15740944,17195
5055737,23600
3401640,16255
929901,14321
186201,13524
203899,15765
13589866,20184
25175898,15865
247982,15767
297929,13649
24283222,21001
29467232,13178
87224,12304
770614,17639
14495,21976
53168,13184
601390,13654
6661489,13384
697251,12245
5598819,14065
10327294,17815
179166,13531
13318534,19218
17646,12280
6609571,13976
10757817,17644
6013686,21078
164238,19340
14504,13094
15773951,12278
12852262,14357
178493,23668
327257,13114
10950666,13146
10356760,12467
11968600,15201
818096,13663
3609537,13663
17820485,15594
10618,12244
7148256,12312
6760780,13493
1238684,19121
10537195,19121
256003,23163
305438,16517
184591,15674
9568185,15701
15789443,12447
1007172,15157
7093222,20446
195144,23099
18361393,15740
18505836,17011
36279704,12163
6596547,21908
826852,14925
149418,22167
16070018,22991
20492184,15701
158417,13054
81078,12161
1561628,13006
16001623,16328
8520609,12759
13542990,18470
23534,17577
3246224,12514
9925397,24287
10778761,12282
30367410,22577
454,18415
17210598,13654
23512999,12244
13083008,13687
35181374,14053
5985374,14377
400812,21180
17852667,16755
5358,13681
36047860,16985
34521785,15520
17402288,22658
24612118,12603
1525997,12253
22195,13788
199686,13691
359581,13194
2399928,22466
363499,13353
39346,14587
505352,13602
271262,15365
2939264,14409
36162,12507
492069,17985
15734163,18701
17977710,13812
430968,13368
750609,20047
3430165,12512
37304,13671
4703427,13571
11474158,14584
7824768,18243
539904,16475
112525,19411
484670,19907
10172939,13748
796267,13916
772716,17907
15015218,13824
10637834,20175
658241,13384
884288,12544
13056868,13439
5982447,12443
19165476,12186
766917,13361
18350798,12393
6192165,13990
10535458,13161
22692740,13607
21947191,13756
13642704,13451
23202,12912
793399,16094
41014989,19122
17678661,13878
175328,12237
44014779,19517
24324198,15701
6764886,12768
2696181,18001
37805207,21349
22736613,12443
28512486,12463
30254923,12407
22693231,18065
29479572,16316
785092,23149
42505366,23069
6083214,14400
21062,16225
169413,12304
175244,13466
3874811,13658
136666,12520
48811,13670
219417,12536
4894646,13710
969566,12632
991565,16440
196141,13911
1122852,13562
28687,13384
1030384,13602
25148,18871
1829655,13486
209693,12500
6249550,15492
545981,23981
891812,13354
199781,13545
136081,13600
19674,14113
2065091,13466
6589111,13658
12111823,12549
50451,17577
5168689,23887
299758,13414
5063647,19726
8838886,21261
8045080,14605
17381391,17300
227778,12755
6839917,13821
6973752,18692
16349,13666
270872,16025
114122,12520
9606839,13196
10418404,16168
96082,13520
327255,13114
845150,13849
1162185,17610
65112,14811
2889121,22610
472580,15680
8960483,13196
8107779,13484
3282084,23668
3031309,15698
13246736,12381
16101121,23847
17455811,12386
212622,13666
48019,18568
9959448,14886
17800786,13635
13413589,12559
373593,15781
22494969,15615
822338,15930
24490383,14779
35535454,15983
41160292,16001
35960060,15242
14000,13510
190999,14439
467573,17568
2164409,13184
239848,13911
613727,15441
77398,17785
958158,12965
537107,19206
14096,17821
907299,13767
10852699,24169
634117,14237
1470232,12568
5577077,12542
21797759,14142
9166559,14146
30010,13182
12327566,12347
9794942,12512
7123181,14248
8610067,15682
55751,16386
19809,16386
4857538,20495
135617,12906
316558,17533
13115556,18692
13223523,13759
33553,12509
268559,14115
12855784,14811
13506310,14811
17504320,14044
11550,12253
17789633,16755
20958091,20534
157387,16399
17800817,19808
16177185,12285
7962335,13650
8337087,13650
8437667,12592
15726915,18084
200544,12535
601462,16947
9776876,14487
22583196,14487
670906,18060
17235448,15260
20980987,20196
34236194,12364
736392,20037
36199084,17102
7202829,17875
616694,16516
942335,16799
24985,13419
271264,15365
40450,13416
12202480,12566
33297,15557
114188,12520
6594657,13486
2017056,12574
7706970,13714
258872,13602
11297376,15188
9728761,15427
7081,13428
1768212,23404
874419,15781
8483233,18810
3692151,15696
65686,15659
10773791,13786
6506483,15711
363409,21852
5136,12171
54606,13088
12954783,12313
45000,17885
4682558,16993
10564983,12626
1157924,20278
14295,15734
144896,16758
202061,15255
3420140,20499
15756383,14811
15742853,14811
16234269,19439
12634575,12364
13422740,16323
841077,12906
10378106,13325
6348905,22448
761023,14322
17978489,15564
5983930,13515
23597311,22347
20932811,14852
18889246,13241
35292712,13880
26245098,20322
30133127,22347
11408100,22347
23614241,14231
131179,14330
42927050,16234
46277,19580
10134852,19767
5711714,13498
16810,16413
73930,14497
517570,14230
6698199,17960
131374,13666
17978961,16473
6747545,12318
208909,12769
177434,13583
802151,14221
17912005,12871
5528673,19441
13061289,12880
827358,17007
11569419,12393
111126,18345
7311907,13307
13513092,19099
169354,16471
119825,18270
16029994,12880
664947,12254
8573642,12403
13183957,19296
17167230,14503
20831142,20534
20488568,23834
78127,17381
16075935,18159
20927261,13151
20739284,13151
6614886,15701
17383934,12299
24657660,12492
6314763,16367
18463,13912
20808520,23274
13409664,15852
23129923,19160
23209924,12238
6749,12386
13455534,13005
21251323,22323
35277384,17503
27834600,15809
131177,14330
23310699,14961
33784283,13956
25893709,12605
278261,13364
1087075,19728
64533,14378
828483,15815
191113,12608
25160737,15106
7912465,17778
351501,17629
47570,12768
6287072,16956
5957313,12301
6149219,12512
33725,12331
201111,22735
5757794,21150
7823797,20720
10814693,22983
7737902,14572
13122090,17254
13112023,14146
67243,17922
91989,12570
9403947,12636
462981,18069
295184,23900
74821,14810
28664920,17709
202087,15255
22233067,14752
483103,13666
14069,12570
6472881,23073
11653,15439
452177,16255
15777283,18261
387348,19067
22227607,15759
23164931,20036
20549288,13812
16529,12818
12700337,12410
17289947,12449
2174486,16093
25387393,19738
24481697,12450
17448097,13509
33621427,16917
119825,13681
837812,20218
537124,19206
620688,12267
239830,13911
75643,23318
655601,15815
2981807,13339
14428,12950
308540,18159
563782,16847
2365730,13566
56331,17395
6304329,12512
708549,23467
172258,13184
353937,12338
565595,13459
398674,12342
95144,13075
8857585,13563
75479,13909
98049,21670
14289042,17254
7537072,16082
13549677,13151
12408149,20424
13037,13173
1822182,12657
6398385,12532
89313,19020
50466,17577
972533,12996
6262365,18181
15981711,15481
426775,12580
15559,13098
99738,13367
17289560,16323
18168007,14739
6201,15440
67864,14268
152057,14450
126587,20042
7882217,19553
924848,14321
21851572,12445
26114291,16266
239745,12407
16130760,12234
20344686,12479
24529123,13621
8765,23879
9533,12993
35380157,23067
15435,13562
2136,13586
3686,13030
33737,12331
358355,12734
10298443,15770
452244,14115
1125413,17165
1383036,13070
6150360,14885
428287,22881
8369681,13693
2896122,12512
3039305,13842
3400816,12287
25017,14188
9471065,12507
398978,16489
2530347,17508
13549869,18361
511627,17304
13345975,13857
13518793,16571
790192,19020
9487114,13005
15544715,12322
17671114,14772
88009,16223
15797097,21238
18505832,18065
18400770,21559
18897440,12866
70277,16179
14062069,14074
17336072,23834
15777279,18261
22449572,17407
21420473,13851
25537669,16572
246225,13665
23208406,20091
20525628,15921
15714133,13509
1240131,13649
21897149,13258
16086351,13281
1424766,12536
200137,16138
68021,12263
59,13174
1743821,12796
477990,17049
766805,22695
305854,13676
71784,16523
71783,16523
2475768,12726
6303855,14248
8487352,13849
8597275,19792
79202,13033
8737174,14788
6640070,17639
3430166,12512
1020102,20179
49838,14978
10329434,16382
111011,14560
34282,12768
21976102,15134
13570791,17254
7977037,13151
11864728,14808
165555,19020
10314229,15443
10658664,14477
12819342,16070
29745,13167
13557662,15192
476875,13340
15833525,17345
327063,13812
425891,18215
9741685,14243
15749143,12541
137235,14228
31554413,13896
23598469,15287
34920,24306
1142756,13648
692935,20205
24308122,13642
63169,15931
497179,12277
17228280,13693
27507850,14050
3188964,12171
17305016,13470
30199357,12466
13542560,13470
25876993,13941
70489,14125
43307358,20669
28688213,13258
546721,13911
71677,18090
42694,13059
2615008,12598
79379,12288
294045,17875
1143641,21507
291488,21507
71785,16523
112872,16523
87218,12304
93380,13739
10305,12973
2124206,14243
6004667,14142
27298,15161
2583921,20047
833253,21802
13569581,18273
2388426,12557
676679,12308
427252,13194
5709572,12512
8513841,18380
9504214,13504
113110,17840
44150974,13415
51210,15495
18932,12768
406425,23378
12630405,12617
11685242,16082
13455417,12542
12866814,14692
6138016,14882
1166599,15255
6572270,16481
16038973,12752
1153501,23967
1062356,13439
17571567,12406
6523443,15764
7487212,13508
22045298,13258
1956954,14475
16033909,13006
28002,13523
23429820,15539
12326627,12312
30163876,14822
25324132,13695
26109391,20699
13130275,13509
295198,23900
28818314,12404
1434318,19222
32024902,12352
64394,17268
114170,12593
36097619,12991
2905807,23617
43720168,21844
30312700,13945
20443529,23580
1291491,13417
285563,13989
47924,14274
122947,20037
481550,14564
138097,18088
582533,18451
734191,14702
62471,21507
112874,16523
78674,16523
71787,16523
99461,13562
24494198,13344
451220,20268
3375897,12318
156565,13345
3295696,13718
17487,19666
11823941,15659
10025007,13141
9989287,14014
13318633,14014
4006926,13856
10335701,13872
6405929,12288
116988,23189
420744,13006
11512688,20950
8113994,20278
16762211,16055
8101452,16742
20894023,16418
28928548,18469
38505,17577
15774784,12351
125542,18159
2353037,13658
785003,17395
6184283,14389
18051527,15296
12924261,16020
29476744,13146
17235347,12395
8192391,12324
13623947,12358
13478341,12541
17200654,12592
22555545,13258
6320247,19553
17332968,12803
22822928,20621
92625,12263
266010,14977
13175692,16042
20968,17800
28698224,21406
22567184,13470
12442,12929
36195139,15596
36344555,12602
25733983,17780
172691,12333
148780,21797
2586771,15145
267869,12970
194003,16150
5098020,15106
687215,13568
9583227,15633
7554826,18493
1421685,13563
39978,14962
28867,13042
52362,12669
11427,21002
8789318,13185
9712341,14478
9724798,16220
106346,14476
22743249,16160
105548,13074
359816,22659
13511668,19352
210201,15255
24453338,19305
17664310,13756
16170625,16979
11019938,13484
25794796,12364
13007638,12333
16207939,13401
23603,12306
4134071,13508
18809484,15634
685606,17907
11022222,13509
22469201,13258
36621586,15738
42121526,12395
15858,13526
65030,12245
144758,16507
202292,19176
148465,16510
568104,13602
470068,21507
291554,21507
105687,22071
532069,22605
92762,13174
242201,19757
7092507,13928
11205804,19610
10637697,19413
165818,12814
2327608,13478
300932,16223
225343,23879
275000,12335
542953,16538
41668,13320
6146985,21078
31352,12919
950018,13875
9622286,20278
44456,16827
9553614,13760
37338,13847
142460,18103
17846011,12608
618177,14218
33457,12550
1999475,15671
13589123,16096
18552831,16049
5853401,15701
16144868,12541
65684,15608
22237681,15617
250824,17937
38703,13106
787660,16513
945882,20063
12014,13918
17339558,12540
42143,21792
235662,14171
85795,13540
297186,18074
825377,16751
225385,13911
68098,18090
95660,15406
727578,22056
1801066,22466
228990,13568
4950,15149
7938749,13984
1567544,24007
13409405,15997
2327958,13344
1112404,12335
6349976,13812
23168406,22348
22054340,18645
567667,13918
15812344,18367
4201106,15804
92769,13174
1020674,23178
9619,12251
13432620,12658
60931,12658
15767996,12658
18007532,12994
219416,13046
625151,15930
7039746,20785
1479967,16084
1070554,13648
7433963,21986
177938,12740
1327609,16849
16288155,12498
17929102,12395
7977037,12541
10875239,13331
820461,13062
30056248,13258
1232796,12428
49741,15173
11140,12481
828387,16003
679464,14201
56140,17966
420736,13006
297815,14499
835458,19270
6939939,18471
2729396,21507
135840,13344
136179,23754
501910,15710
10645526,12777
2507213,13839
60930,12261
16104022,19781
11372681,13713
28747,15734
7263429,19304
12901365,18381
372490,23768
7954894,22261
14333353,19765
40940157,12823
16335,13666
16109121,22174
221391,12937
7316340,14386
17898650,21893
11656,13012
693016,12169
144285,18074
8041873,13496
5266655,12325
905885,13103
22237428,15617
20932673,14039
12884237,15634
23719469,13831
23197296,21520
20980680,15255
17660863,12435
23601046,15475
18464362,15478
17973145,13214
24397041,13510
23909755,14138
20404905,15464
23346335,15493
19000898,15488
27269638,12887
3677,13780
3218719,12758
35724645,17160
24885561,12392
7736327,22707
20646696,13218
42084933,14278
32943032,12817
68093,18090
95661,15406
95658,15406
451944,22479
7877549,12590
28725,13510
28942,12572
3831023,13651
94062,12783
275247,12739
9642278,13478
50242,12286
10640020,13734
6468337,12302
13622863,12498
17252101,15282
9867814,13838
4001794,20495
4392,12832
18365345,13550
8229399,19028
21411887,12328
6641635,14877
12114440,12539
17254466,14815
23267873,12547
17409842,12317
879215,13196
305440,16517
75579,15932
58534,12966
17253180,19229
25507388,19563
177869,15435
22896551,12425
9507278,13577
40893,19567
8337087,13911
550343,13046
34312,13579
568092,13602
31391,13676
1832623,18645
47510,12768
35349,19625
13759,12768
11806716,13651
147210,13660
8101162,20047
6572844,16168
593031,16382
36236123,21894
10396147,16243
10739664,16647
455930,13680
6692041,20731
29944,12911
18655937,12888
776489,23266
19401348,12428
773971,13097
15670,12500
192523,15013
21853633,12854
29610595,12344
13549375,21136
22609391,13016
122649,13076
23497890,12361
241896,18871
25816803,16878
9640,12946
74616,22296
826034,22825
186682,14976
256683,13673
13340040,13045
6973755,18645
2249920,22095
59830,12520
164722,13184
7932486,12749
1239609,19726
10836728,18645
11808919,16332
191960,19020
4006926,13879
5292764,14219
74996,19666
29422079,15294
17063691,12361
6401865,12166
1122428,12166
6056520,13646
945882,13520
6293900,14727
24958079,12159
24958123,12159
357399,14696
13038833,13571
71459,24007
333939,14556
22020598,18636
510569,13062
5269697,16510
68150,13063
16856,12953
613991,13602
8764393,17908
14305,14970
584330,15708
13505863,16382
113250,12923
7103829,14719
149612,17390
177076,12960
4289768,20495
13334934,12644
152182,20324
165526,19020
10464963,22994
21796,12761
15781726,19439
335140,16785
17884886,13629
42149,12602
15790886,13483
328863,15936
18313102,21283
23733909,13258
10798398,14875
828140,23766
785481,12966
23492477,12557
21415815,12551
22584974,12521
22465597,12416
224754,23096
18879990,14050
776489,17277
17408897,13892
40109367,17809
43982054,22919
21030,23675
261161,15406
4143,12612
80960,22610
31357,12919
