book_id,series_id
35226779,8
10587120,23
7728889,76
177523,78
826583,83
2002,162
22202,275
33310533,291
7812107,311
2642142,345
15766776,353
38339351,288
403101,2086
96908,399
6722482,415
7171561,419
782519,429
137446,439
11436,6376
160,444
18674889,490
46969,517
16090271,415
35961,556
17181677,568
62535,578
23345583,583
443765,605
196417,631
6310782,641
2392841,655
28943950,288
307079,669
97010,692
6048335,727
144006,734
824204,737
7937510,743
858719,755
157551,771
18514068,773
39793780,288
949709,799
3157876,802
2182780,812
6393082,822
176755,840
315519,841
247982,874
178493,893
766955,968
1868171,1000
21797759,1020
60411,1021
8610067,1027
146123,59
7969618,1037
16177185,162
3692151,1062
951060,1064
34661469,288
30005,1097
191113,1132
8177852,1137
6472881,1146
35613533,1152
8857585,447
74720,1190
1424766,1224
18361393,6376
8488492,1228
1140698,1276
12630405,1287
16038973,1290
17412749,1339
12842996,6376
23603,1366
99328,1374
3134981,1382
17846011,1132
16101018,1396
21570318,1403
825377,1409
158778,1411
782854,1500
29944,1533
192523,641
11808919,1546
8100102,1559
74696,76
1387640,1633
36085,1646
595405,1651
222606,1669
7816410,1020
116054,1729
21943097,641
428035,1757
227570,1772
362929,874
332071,874
36428005,1838
3635,1852
8089,1882
14681,444
87348,1926
28588073,1942
107021,1382
17607,1958
97018,692
994809,1975
7528717,802
1013383,2038
97001,692
313973,2084
60146,2101
1876829,2108
19282938,2115
557332,2131
969131,2157
247998,517
122968,2185
278237,2202
51080,1382
2252947,2237
149847,2239
5168977,2131
3141295,1366
9620,2262
93750,2278
911579,2287
43799,2320
95044,2339
106540,2348
531344,2349
375711,2354
72469,2359
1703186,2363
548699,2372
261441,188
103104,2413
6671719,2418
7700881,2442
275651,2451
400634,2454
47184,2474
9607950,2478
3508012,2490
1111630,2508
206327,2509
10960414,2514
11461997,2517
13421363,2538
390046,2547
10900053,2569
232079,2588
74315,2591
12634575,6096
18166482,2680
10389148,2696
2930157,2717
18802858,2720
951113,2722
885497,2354
22113811,2790
15820072,2791
22628517,2806
3147511,2814
6345193,3646
9754154,2828
7093222,6376
23151687,2842
16255632,2845
23728241,2864
6467361,2868
42714,2882
722117,2918
44678681,2712
3149089,2985
28939912,3024
81884,3026
349417,3042
28020938,3090
35506358,3100
38233379,3102
49628682,1264
9460091,3126
38509967,3146
132609,3175
15992356,3176
61831,3205
1420,3207
2142887,3210
24020362,3222
42908,3246
7706182,2490
28167546,3325
674213,3342
603204,3365
8198230,3369
21943097,6096
18166527,2680
10389149,2696
10603056,3416
18802838,2720
19337,2354
21943866,3488
12218281,2814
43822122,3498
13554019,3528
10079,3530
25321126,3554
1275105,3562
16248281,3563
22822933,2845
565428,578
770670,3592
8677937,3646
23757205,3614
905,3624
17130362,3629
989097,3645
99177,3656
6172169,3674
13595811,3707
3394,3708
22012290,3710
990165,3726
28462198,3730
18310407,3732
704584,3748
50181,3763
3007030,3779
278198,3784
935055,3790
9368029,3805
1304584,3812
10929478,2514
11448751,3822
415699,3825
951061,1064
1300866,3842
7967299,3843
7182626,2602
12467867,3892
10433006,655
7962457,3898
6398924,3907
4082807,3936
359848,641
9676707,1410
12213062,2814
820480,2712
18361393,6376
17265217,4072
6740252,4074
13549694,2538
22449285,9274
165035,4088
13584313,4095
401912,4102
5660074,727
19101293,377
20945941,4179
28087,444
3340980,4194
26247053,4203
12918218,8
1913364,4216
1218077,4236
23549,4241
3430774,4252
218463,4258
102736,4268
2857200,1064
1838719,4284
13403151,4289
13538641,23
186443,4308
11062291,4309
13595311,4318
31799,78
8983685,4322
17280880,4349
10389150,2696
1676414,4358
4845,4364
939467,4367
184825,4375
16103347,4389
18910,4393
16003843,4400
11572026,4405
6238944,4416
6467362,2868
763362,2509
10156954,4427
653043,490
17978278,2712
25118397,1175
9579882,641
338234,4482
1454374,4504
13394791,4519
22740195,977
22446624,1724
32855718,3650
13258964,3205
213349,4547
27984883,4548
15826934,4555
34726469,4560
34568988,23
17981399,4569
18658342,4581
51781351,4587
17557711,4593
58576,4610
555136,4613
129956,444
6621215,4252
1838612,4664
5479405,4669
4838255,4672
1062516,4678
8664,490
12796583,2538
9874973,4696
233664,2239
97006,692
18281513,4741
6293922,655
112247,4753
871761,3790
6806633,4799
2578867,3126
101571,2067
21965351,2351
6467360,2868
11301,4839
5715698,4848
16006282,1369
47586,2591
18042658,2712
23669798,4874
20795069,4894
23346643,4907
33628259,4920
15710197,490
10917118,6096
15726202,4925
33393754,4955
35214054,4548
6668056,4970
16306,60
231532,4978
18775623,4999
6609490,1616
247979,4241
175504,3126
10762478,5048
129527,5051
7907267,5052
13027304,5067
13549707,2538
1070551,1064
13556706,5068
873890,3708
443774,605
420297,5105
2622893,5107
945144,5108
11186443,1382
15793052,1037
6115321,5154
96128,968
8936442,490
20860778,5171
18113200,2712
1587362,3365
6149437,655
23277298,3710
7931350,5202
11640615,5203
820273,5209
34515463,6096
6561620,727
35237033,4548
15832002,1625
123969,517
128881,5300
17876863,5302
486175,5309
199929,2131
6313970,5344
3098445,1064
8125716,5349
651132,5371
15767282,5378
3133562,5404
15793051,1037
21796912,2067
10426868,5432
17286958,23
6293883,5443
11082489,769
31686623,2712
3892210,5493
29749107,3710
13828409,4741
5491797,5513
287737,5514
9565639,5523
19535135,5529
16093810,5537
3084002,5551
16411948,5556
40181531,3210
102534,2413
1522679,5565
7663384,5048
6621214,4252
405552,3348
299085,5577
9916282,670
156990,1064
139373,5596
1775733,5344
588625,3176
7061696,1064
44150974,6096
15982604,5378
12220082,1037
5956547,5659
9846485,5669
12972637,4569
6326486,2712
4026382,5713
1142145,5739
14885892,5740
173129,5770
36640079,4577
875643,874
5985337,5791
204097,5804
828393,3708
13549704,2538
12558094,4741
7030007,1037
59963,1382
18870458,5904
22180659,1137
12467865,3892
53199559,2712
1070245,5917
6774007,5928
1697732,2547
590552,5970
826344,5977
36274082,5979
28167132,3730
460069,874
3735283,5992
1190034,670
5368029,6009
1237630,6010
250324,6014
13088860,2538
422402,6017
12286310,5336
4574883,1062
57787,6031
16244392,6036
4776156,6039
9475197,6045
6764230,3446
16135705,490
901282,6079
13107661,2712
41360,6119
5567195,6120
13573427,641
32708664,1366
24479834,5979
50084254,6157
35439987,2067
6962816,1000
576565,6180
522597,6185
2635498,1064
