book_id,listegenre,award
7132358,"Fantasy, Fantasy-Paranormal, Paranormal-Ghosts, Romance, Romance-M M Romance",0
7132363,"Fiction, Science Fiction, Science Fiction-Cyberpunk",1
7132429,"Fiction, Romance",1
7133724,"Cultural-Asia, Cultural-China, Fiction, Historical, Historical-Historical Fiction",0
7133770,"Fiction, Historical-Historical Fiction, Young Adult",0
7134201,"Fiction, Mystery, Mystery-Crime, Thriller",0
7134202,"Adult, Audiobook, Fiction, Mystery, Mystery-Crime, Mystery-Detective, Mystery-Murder Mystery, Suspense, Thriller, Thriller-Mystery Thriller",0
7134467,"Contemporary, Fiction, Romance, Romance-Contemporary Romance, Womens Fiction-Chick Lit",0
7135797,"History, Nonfiction, War, War-Military Fiction",0
7135858,"Fantasy, Fiction, Historical-Historical Fiction, Romance, Young Adult",0
7137160,"Christian-Christian Living, Nonfiction, Religion-Christianity, Religion-Theology, Spirituality",0
7137202,"Fiction, Mystery, Suspense, Thriller",0
7137327,"Apocalyptic-Post Apocalyptic, Horror-Zombies, Science Fiction, Science Fiction-Dystopia, Young Adult",1
7137645,"Christian, Christian-Christian Living, Nonfiction, Religion, Religion-Christianity, Religion-Faith, Religion-Theology",0
7137775,"Contemporary, Fiction, New Adult, Realistic Fiction, Romance, Romance-Contemporary Romance, Womens Fiction-Chick Lit, Young Adult, Young Adult-High School, Young Adult-Young Adult Romance",1
7137810,"Fantasy, Fantasy-Urban Fantasy, Fiction, Young Adult",0
7137826,"Romance, Unfinished, Young Adult",0
7138346,"History, Philosophy, Politics",0
7138595,"Adult Fiction, Fiction, Humor, Young Adult",0
7139340,"Asian Literature-Turkish Literature, Cultural-Turkish, Fantasy, Fiction, Literature, Novels",0
7140096,"Classics, Fiction, Mystery, Mystery-Crime, Mystery-Noir",0
7140220,"History, Nonfiction, Paranormal-Vampires",0
7140583,"Cultural-Africa, Fiction, Historical, Historical-Historical Fiction, Romance",0
7140754,"Contemporary, European Literature-British Literature, Fiction, Literary Fiction, Literature",1
7141642,"Cultural-Japan, Fiction, Historical, Historical-Historical Fiction, Literary Fiction",1
7144235,"Fiction, Mystery, Romance, Suspense, Thriller",0
7144426,"Fiction, Thriller",0
7145258,"Fiction, Science Fiction",0
7145565,"European Literature-Scandinavian Literature, Fiction, Mystery, Mystery-Crime, Thriller",1
7145948,"Action, Asian Literature-Indonesian Literature, Fiction, Novels",0
7146050,"Fantasy, Fantasy-Paranormal, Paranormal-Ghosts, Romance, Young Adult",0
7146180,"Christian, Christian Fiction, Fiction, Science Fiction",1
7146335,"Contemporary, Cultural-Ireland, Fiction, Literary Fiction",1
7146457,"Classics, History, Nonfiction",0
7146693,"Contemporary, Drama, Fiction, Realistic Fiction, Womens Fiction-Chick Lit, Young Adult, Young Adult-High School, Young Adult-Teen",0
7147249,"European Literature-Polish Literature, Fantasy, Science Fiction",1
7147517,"Cultural-Japan, Fiction, Roman",0
7147796,"Classics, Cultural-Romania, European Literature-Romanian Literature, Fiction, Historical-Historical Fiction",0
7147831,Fiction,1
7148256,"Fiction, Historical, Historical-Historical Fiction",1
7148705,"Audiobook, Cultural-African American, Romance, Romance-African American Romance",0
7148737,Urban,0
7148778,"Mystery, Young Adult",0
7148780,"Christian, Contemporary, Romance, Womens Fiction-Chick Lit, Young Adult",0
7148787,"Fantasy, Fantasy-Paranormal, Horror, Young Adult",0
7148931,"Health, Nonfiction, Self Help, Sports-Fitness",0
7149631,"Comics-Comic Book, Graphic Novels Comics, Horror, Sequential Art-Comics, Sequential Art-Graphic Novels",0
7150174,"Childrens, Childrens-Middle Grade, Fiction, Humor, Realistic Fiction, Young Adult",1
7150178,"Childrens, Childrens-Middle Grade, Fiction, Humor, Realistic Fiction, Sequential Art-Graphic Novels",0
7150756,"Adult, Contemporary, Fantasy, Fantasy-Magic, Fantasy-Paranormal, Fantasy-Supernatural, Fantasy-Urban Fantasy, Fiction, Romance, Romance-Paranormal Romance",0
7150757,"Fantasy, Fantasy-Paranormal, Romance, Romance-Paranormal Romance",0
7150905,"Fantasy, Fantasy-Paranormal, Paranormal-Shapeshifters, Romance, Romance-Paranormal Romance",0
7151337,Religion,0
7151447,Fantasy,0
7151711,"Asian Literature-Turkish Literature, Literature, Philosophy, Poetry",0
7151978,Sequential Art-Manga,0
7152212,"Animals, Animals-Horses, Childrens",0
7152691,"Inspirational, Nonfiction, Religion, Spirituality, Spirituality-New Age",0
7153518,"Adult Fiction, Fiction, Novels",0
7153802,"Fiction, Novels, The United States Of America",0
7155027,"Fantasy, Fantasy-Paranormal, Fantasy-Supernatural, Fiction, Young Adult",0
7155145,"Business, Leadership, Nonfiction, Self Help, Self Help-Personal Development",1
7157310,"Horror, Horror-Zombies, Science Fiction-Dystopia, Young Adult",1
7157612,"Fiction, Historical, Historical-Historical Fiction, Romance-Historical Romance, Westerns",0
7159016,"Fantasy, Fantasy-Paranormal, Paranormal-Ghosts, Romance, Young Adult",0
7159515,"Adult, Adult Fiction, Contemporary, Drama, Fiction, Mystery, Mystery-Crime, Suspense, Thriller, Thriller-Mystery Thriller",1
7159536,"Fantasy, Fantasy-Paranormal, Fantasy-Urban Fantasy, Fiction",0
7159619,"Fiction, Historical, Historical-Historical Fiction",0
7160163,Christian,0
7163862,"Cultural-Africa, Fantasy, Fantasy-Urban Fantasy, Fiction, Mystery, Science Fiction",1
7163871,"Fiction, Historical, Historical-Historical Fiction, Mystery",0
7164005,"Contemporary, Fiction, Health-Mental Health, Mental Health-Mental Illness, Mystery, Poetry, Realistic Fiction, Sociology-Abuse, Young Adult, Young Adult-Teen",0
7165300,"Fantasy, Fantasy-Epic Fantasy, Fantasy-High Fantasy, Fiction",1
7165405,"Fantasy, Fantasy-Magic, Fiction",0
7168099,"Fantasy, Mystery, Sequential Art-Graphic Novels, Sequential Art-Manga",0
7169238,"Adventure, Animals, Animals-Horses, Childrens, Childrens-Middle Grade, Fantasy, Fantasy-Magic, Fantasy-Mythology, Fiction, Young Adult",0
7169459,"Historical, Historical Romance-Regency Romance, Historical-Regency, Romance, Romance-Historical Romance",0
7170336,"Biography, Biography-Autobiography, History, Nonfiction, Politics",0
7170627,"Audiobook, Biography, Health, Health-Medicine, History, Medical, Nonfiction, Science, Science-Biology, Science-Popular Science",1
7170963,"Biology-Neuroscience, Health-Medicine, Medical, Neuroscience-Brain, Nonfiction, Psychology, Science",0
7171453,"Fantasy, Fantasy-Urban Fantasy, Fiction, Horror, Mystery, Mystery-Crime, Thriller",0
7171561,"Asian Literature-Japanese Literature, Fantasy, Fiction, Science Fiction, Science Fiction-Dystopia",1
7171620,"Childrens, Childrens-Picture Books, Fairy Tales-Princesses, Folklore-Monsters",0
7171637,"Fantasy, Fantasy-Paranormal, Romance, Young Adult",1
7171725,"Love, Realistic Fiction, Romance, Womens Fiction-Chick Lit, Young Adult, Young Adult-Teen",0
7171748,"Anthologies, Fantasy, Fantasy-Paranormal, Fantasy-Unicorns, Fiction, Horror, Horror-Zombies, Humor, Short Stories, Young Adult",1
7171787,Fiction,0
7171856,"Fiction, Science Fiction",0
7171876,"Fiction, Poetry, Young Adult",1
7171880,"Fantasy, Fantasy-Paranormal, Paranormal-Angels, Young Adult",0
7171882,"Fantasy, Fantasy-Paranormal, Paranormal-Vampires, Young Adult",0
7172060,"Childrens, Childrens-Middle Grade, Death, Fiction, Humor, Realistic Fiction, Young Adult",1
7172726,"Cultural-Africa, History, Nonfiction, Northern Africa-Libya, Travel",0
7173435,"Fantasy, Science Fiction, Science Fiction-Dystopia, Young Adult",0
7176578,"Animals, Contemporary, Cultural-Canada, Fiction, World War II-Holocaust",0
7178978,"Cultural-Sweden, European Literature-Scandinavian Literature, European Literature-Swedish Literature, Fiction, Horror, Mystery, Mystery-Crime, Scandinavian Lite...-Nordic Noir, Suspense, Thriller",1
7178991,"Classics, Cultural-Pakistan, Fiction, Novels",0
7179038,"Cultural-Pakistan, History",0
7179547,"Fiction, Mystery, Mystery-Cozy Mystery",0
7179686,"Fantasy, Romance, Young Adult",1
7180727,"Fiction, Mystery, Mystery-Crime, Suspense, Thriller, Thriller-Mystery Thriller",0
7180766,"Fiction, Literary Fiction, Literature, Literature-American, Short Stories",0
7181792,"Adult, Adult Fiction-Erotica, Fantasy, Fantasy-Paranormal, Fantasy-Supernatural, Paranormal-Shapeshifters, Paranormal-Vampires, Romance, Romance-Paranormal Romance, Romance-Romantic Suspense",0
7182626,"Fantasy-Paranormal, Fantasy-Urban Fantasy, Romance",0
7182862,"Christian, Nonfiction, Parenting",0
7182899,"Adventure, Fiction, Mystery, Young Adult",0
7183267,"Art, Classics, Fantasy, Fantasy-Mythology",0
7183665,"Fantasy, Fantasy-Paranormal, Fantasy-Urban Fantasy, Romance-Paranormal Romance, Sequential Art-Graphic Novels",0
7186254,"Fiction, Science Fiction, Short Stories",0
7187391,"Fiction, Mystery, Suspense, Thriller",1
7187395,"Christian Fiction, Fiction, Inspirational",0
7187640,"Contemporary, Romance, Young Adult",1
7187788,"Childrens, European Literature-Danish, Fiction, Novels, Romance, Young Adult",0
7187826,"Childrens, European Literature-Danish, Fantasy, Fiction",0
7187861,"Childrens, European Literature-Danish, Fantasy, Fiction, Humor",0
7187885,"Childrens, European Literature-Danish, Fantasy, Fiction, Humor",0
7187892,"Childrens, European Literature-Danish, Fantasy, Fiction, Humor",0
7187899,"Childrens, European Literature-Danish, Fantasy, Fiction",0
7188088,"Sequential Art-Bande Dessinée, Sequential Art-Comics, Sequential Art-Graphic Novels",1
7190137,"Contemporary, Realistic Fiction, Womens Fiction-Chick Lit, Young Adult",0
7192385,"Childrens-Middle Grade, Fiction, Historical, Historical-Historical Fiction, Young Adult",1
7193298,"Humor, Humor-Comedy, Nonfiction, Writing-Essays",0
7193616,"Contemporary, Fiction",0
7193774,"Culture-Society, History, Nonfiction, Political Science-International Relations, Politics, Politics-Political Science, Religion, Religion-Islam, Religion-Theology, Spirituality",0
7193856,"Philosophy, Religion-Theology",0
7193970,"History, Law, Nonfiction",0
7194943,"Contemporary, Fantasy, Fantasy-Paranormal, Fantasy-Supernatural, Fiction, Mystery, Romance, Science Fiction, Young Adult, Young Adult-Teen",0
7195070,"Fiction, Science Fiction",1
7195554,"Christian, Christian Fiction, Contemporary, Fiction, Womens Fiction-Chick Lit",0
7196830,"Fantasy, Fantasy-Paranormal, Fantasy-Urban Fantasy, Paranormal-Demons",0
7197913,"Childrens-Middle Grade, Fantasy, Fantasy-Fairy Tales, Retellings, Romance, Young Adult",0
7198269,"Adult, Fiction, Historical, Historical Romance-Regency Romance, Historical-Historical Fiction, Historical-Regency, Historical-Victorian, Humor, Romance, Romance-Historical Romance",1
7198722,Plays,0
7198813,"Classics, Cultural-Russia, Fiction, Literature, Literature-Russian Literature, Short Stories",0
7198988,"Fantasy, Fantasy-Paranormal, Romance, Young Adult",0
7199219,"Fantasy, Graphic Novels Comics, Sequential Art-Comics, Sequential Art-Graphic Novels",0
7199667,"Fantasy, Fantasy-Fairy Tales, Retellings, Romance, Young Adult",0
7199784,"Fiction, Historical, Historical-Historical Fiction, Horror",0
7199828,"Childrens, Childrens-Middle Grade, Fantasy, Fantasy-Mythology, Fiction, Mythology-Greek Mythology",0
7199829,"Childrens, Childrens-Middle Grade, Fantasy, Fantasy-Mythology, Mythology-Greek Mythology",0
7199961,"Contemporary, Cultural-Africa, Cultural-India, Fiction, Literary Fiction, Literature, Novels, Short Stories, Southern Africa-South Africa, Travel",1
7200351,"Fantasy, Fantasy-Paranormal, Paranormal-Shapeshifters, Romance, Romance-Paranormal Romance",0
7200466,"Fiction, Mystery, Mystery-Crime, Thriller, Thriller-Mystery Thriller",1
7200982,"Childrens-Middle Grade, Fiction, Historical, Historical-Historical Fiction, World War II-Holocaust, Young Adult",1
7201913,"Fantasy, Science Fiction, Young Adult",0
7202372,"Fantasy, Fantasy-Paranormal, Fiction, Historical-Historical Fiction, Paranormal-Vampires, Romance",0
7202829,"Action, Adventure, Fiction, Mystery, Thriller",0
7202831,"Fiction, Mystery, Mystery-Crime, Suspense, Thriller",1
7202841,"Fantasy, Fiction, Graphic Novels Comics, Horror, Sequential Art-Comics, Sequential Art-Graphic Novels",1
7203690,"Contemporary, Fiction, Romance, Romance-Contemporary Romance, Womens Fiction-Chick Lit",0
7203725,"European Literature-Dutch Literature, Fiction, Literature",0
7203997,"Adult Fiction-Erotica, Fantasy-Paranormal, Romance, Romance-Paranormal Romance, Science Fiction, Science Fiction-Aliens",0
7204415,"Classics, Fiction, Novels",0
7204637,"Contemporary, Realistic Fiction, Romance, Womens Fiction-Chick Lit, Young Adult",0
7204902,"Contemporary, Fiction, Novels, Realistic Fiction, Romance, Womens Fiction-Chick Lit, Young Adult, Young Adult-High School",0
7205214,"Fantasy, Fiction, Historical, Historical-Historical Fiction",0
7205446,"Food and Drink-Cookbooks, Food and Drink-Cooking, Food and Drink-Food, Gardening, Nonfiction, Reference",1
7208139,"European Literature-Polish Literature, Fiction, Humor, Mystery, Mystery-Crime",0
7208822,"Animals, Autobiography-Memoir, Cultural-Africa, Environment-Nature, Nonfiction, Science",0
7211127,"Fiction, Mystery, Science Fiction, Suspense, Thriller",0
7214797,"Contemporary, Womens Fiction-Chick Lit, Young Adult",0
7216476,"Christian, Paranormal-Angels",0
7216501,"Adult Fiction-Erotica, Anthologies, GLBT-Lesbian",0
7217724,"Animals, Fantasy",0
7221800,"Fantasy, Fantasy-Magic, Fiction, Historical, Historical-Historical Fiction",0
7224154,"Fantasy-Paranormal, Paranormal-Vampires, Young Adult",0
7224584,"Fantasy, GLBT-Lesbian, LGBT, Romance",0
7224904,"American History-American Civil War, History, Military History-Civil War, Military-Military History, Nonfiction, North American Hi...-American History, War, War-Military Fiction",0
7226664,"Adult Fiction-Erotica, Fantasy, Fantasy-Paranormal, Fantasy-Urban Fantasy, Romance, Romance-Paranormal Romance",0
7227391,"Classics, Fiction, Short Stories",0
7228106,Fiction,0
7229765,Pseudoscience-Numerology,0
7230309,"Fantasy, Fantasy-Paranormal, Romance, Shapeshifters-Werewolves, Young Adult",0
7230431,"Adult Fiction-Erotica, Erotica-BDSM, Romance, Romance-Erotic Romance",0
7230583,"Adult Fiction-Erotica, Contemporary, Erotica-BDSM, Romance, Romance-Contemporary Romance, Romance-Erotic Romance",0
7231086,"Fantasy, Fantasy-Magic, Fantasy-Paranormal, Fantasy-Urban Fantasy, Mystery, Paranormal-Demons, Paranormal-Vampires",0
7233473,Philosophy,0
7234801,"Fantasy, Fantasy-Paranormal, Paranormal-Vampires, Romance, Young Adult",0
7234828,"Fairies-Fae, Fantasy, Fantasy-Paranormal, Paranormal-Fairies, Young Adult",0
7235208,"Childrens, Childrens-Middle Grade, Fiction, Parenting-Adoption, Realistic Fiction, Young Adult",0
7235533,"Fantasy, Fantasy-Epic Fantasy, Fantasy-High Fantasy, Fiction",1
7236820,"Fantasy, Fiction",0
7237170,"Fantasy, Fantasy-Magic, Fantasy-Paranormal, Mystery, Paranormal-Demons, Romance, Romance-Paranormal Romance",0
7237456,"Adult, Audiobook, History, Humor, Nonfiction, Science, Science-Astronomy, Science-Popular Science, Science-Technology, Space",1
7238737,"Fantasy, Fantasy-Paranormal, Romance, Young Adult",0
7239571,"Childrens, European Literature-Danish",0
7239607,"Fantasy, Fantasy-Paranormal, Paranormal-Vampires, Romance, Young Adult",0
7241962,"Fantasy, Fantasy-Paranormal, Mythology-Mermaids, Romance, Young Adult",0
7242077,"Fantasy, Fantasy-Urban Fantasy, Fiction, Science Fiction Fantasy",0
7242100,"Adult, Fantasy, Fantasy-Magic, Fantasy-Paranormal, Fantasy-Supernatural, Fantasy-Urban Fantasy, Paranormal-Vampires, Romance, Romance-Paranormal Romance, Shapeshifters-Werewolves",0
7242119,"Action, European Literature-Czech Literature, Fantasy, Fiction, Science Fiction, Science Fiction Fantasy",0
7242757,"Fantasy, Fantasy-Paranormal, Paranormal-Vampires, Romance, Young Adult",0
7242856,"Art, Comics Manga, Nonfiction, Sequential Art-Manga",0
7243142,"Adventure, Childrens, Childrens-Juvenile, Childrens-Middle Grade, Fantasy, Fantasy-Dragons, Fantasy-Magic, Fiction, Young Adult, Young Adult-Young Adult Fantasy",1
7243508,"Biography, Biography-Autobiography, Music, Nonfiction",0
7244114,"Art, Art-Photography",0
7245795,"Criticism, Criticism-Literary Criticism, Language-Writing, Nonfiction, Philosophy",0
7247586,"Nonfiction, Religion, Spirituality",0
7247842,"Autobiography-Memoir, Biography, History, Military-Military History, Nonfiction, War, War-Military Fiction",0
7247854,"History, Nonfiction, Science, Science-Chemistry",1
7247965,"Adventure, Childrens, Childrens-Middle Grade, Fantasy, Fiction, Paranormal-Fairies, Young Adult",0
7248435,"Fantasy, Science Fiction, Science Fiction-Dystopia, Young Adult",0
7249263,"Childrens, Contemporary",0
7249522,"Adventure, Childrens, Childrens-Middle Grade, Fantasy, Fiction, Mystery",1
7252256,"Contemporary, Mystery, Romance, Romance-Romantic Suspense, Suspense",0
7255730,"Historical, Romance, Romance-Historical Romance, Westerns",0
7260188,"Fantasy, Fiction, Science Fiction, Science Fiction-Dystopia, Young Adult",1
7261828,"Adult, Adult Fiction-Erotica, Contemporary, Humor, Music, Romance, Romance-Contemporary Romance, Romance-Erotic Romance, Sociology-Abuse, Womens Fiction-Chick Lit",0
7263429,"Fantasy, Fantasy-Paranormal, Romance, Shapeshifters-Werewolves, Young Adult",0
7264409,"Fantasy, Fantasy-Magic, Fantasy-Paranormal, Paranormal-Angels, Romance, Young Adult",0
7264975,"Christian, Christian Fiction, Fiction, Historical-Historical Fiction",0
7265016,"Adult, Contemporary, Fiction, Romance, Womens Fiction-Chick Lit",0
7266857,"Fiction, Literature, Novels, Philosophy",0
7267188,"Fiction, Medical, Mystery, Thriller",0
7267324,History,0
7267938,"Christian, Contemporary, Romance, Young Adult",0
7268003,"Fiction, Novels",1
7268250,"Relationships, Young Adult",0
7268566,"Fantasy, Fantasy-Paranormal, Historical, Romance, Romance-Fantasy Romance, Romance-Paranormal Romance",0
7268995,"Animals, Childrens, Childrens-Picture Books",1
7274337,"Cultural-France, Cultural-Hungary, Fiction, Historical, Historical-Historical Fiction, Literature-Jewish, Romance, War, War-World War II, World War II-Holocaust",1
7276319,"Fantasy, Fantasy-Paranormal, Romance, Romance-Contemporary Romance, Romance-Paranormal Romance, Science Fiction-Time Travel",0
7277377,"Adventure, Classics, Cultural-France, Fiction",0
7277715,"Fiction, Mystery, Thriller",0
7278120,"Fantasy-Paranormal, Paranormal-Vampires, Romance, Romance-Paranormal Romance",0
7278720,"Fantasy, Fantasy-Magic, Historical, Historical-Historical Fiction, Romance, Young Adult",0
7278752,"Fiction, Horror, Thriller",0
7280026,"Fantasy, Fantasy-Paranormal, Humor, Paranormal-Vampires, Young Adult",1
7280472,"Fantasy, Fiction, Paranormal-Fairies, Science Fiction-Steampunk, Young Adult",0
7282903,"Historical-Medieval, History, History-Medieval History, Nonfiction, Religion, War",0
7283762,"Fantasy, Fantasy-Paranormal, Fantasy-Urban Fantasy, Romance, Science Fiction, Science Fiction-Aliens",1
7283975,"Childrens, Fantasy, Fantasy-Magic, Paranormal-Fairies, Sports-Sports",0
7283983,"Childrens, Fantasy, Fantasy-Magic, Paranormal-Fairies, Sports-Sports",0
7284118,"Cultural, Culture-Pop Culture, Humor, Music, Nonfiction, Psychology, Science, Sociology",0
7284508,"Autobiography-Memoir, Biography, Biography Memoir, Biography-Autobiography, Nonfiction",1
7284834,"Adventure, Fantasy, Fiction, Humor, Humor-Comedy",0
7285385,"Economics, History, Nonfiction, Philosophy, Politics, Sociology",0
7285498,"Fantasy, Fantasy-Paranormal, Paranormal-Angels, Romance, Young Adult",0
7286910,"Biography, History, Nonfiction, Politics, Politics-Presidents",1
7289702,"Fiction, Games-Video Games, Science Fiction",0
7290754,"History, Military-Military History, Nonfiction, War, War-Military Fiction, War-World War II",0
7291282,"Cultural-Greece, Literature, Poetry",0
7291338,"Couture-Fashion, Nonfiction",0
7292467,"Fantasy, Sequential Art-Graphic Novels, Sequential Art-Manga, Young Adult",0
7292936,"Anthologies, Cultural-Canada, Fantasy, Fantasy-Urban Fantasy, Fiction, Magical Realism, Science Fiction, Science Fiction Fantasy, Short Stories, Short Stories-Short Story Collection",0
7293120,"Fantasy, Fiction, Historical-Historical Fiction, Science Fiction, Science Fiction-Alternate History, Science Fiction-Steampunk, Science Fiction-Time Travel",1
7293149,Thriller,0
7293595,"Childrens-Middle Grade, Fantasy, Fiction, Sequential Art-Comics, Sequential Art-Graphic Novels, Young Adult",1
7293597,"Childrens-Middle Grade, Fiction, Realistic Fiction, Young Adult",1
7294729,"Contemporary, European Literature-Serbian Literature, Fiction",0
7294912,"Fantasy, Fiction, Science Fiction, Young Adult",0
7295062,"Esoterica-Spiritualism, Fantasy, Fantasy-Paranormal, Fantasy-Supernatural, Fiction, Historical, Historical-Historical Fiction, Paranormal-Ghosts, Romance, Young Adult",0
7296271,"Apocalyptic-Post Apocalyptic, Fiction, Horror, Horror-Zombies, Science Fiction-Apocalyptic",0
7297559,"Fantasy, Fantasy-Paranormal, Paranormal-Angels, Young Adult",0
7299756,"Asian Literature-Indonesian Literature, Autobiography-Memoir, Biography, History, Nonfiction",0
7301460,"Childrens, Fantasy",0
7302402,"Fantasy, Fantasy-High Fantasy, Fantasy-Magic, Fiction",0
7302794,"Fantasy, Fantasy-Epic Fantasy, Fiction",1
7302998,"Mystery, Mystery-Crime, Romance, Romance-Romantic Suspense, Suspense, Thriller",1
7303068,"Fantasy, Fantasy-Magic, Fantasy-Paranormal, Fantasy-Urban Fantasy, Fiction, Mystery",0
7303610,"Literature, Plays, Plays-Theatre, Poetry, Romance",0
7304203,"Fairies-Fae, Fantasy, Fantasy-Paranormal, Fantasy-Urban Fantasy, Romance, Romance-Paranormal Romance",1
7305155,"Fantasy, Fantasy-High Fantasy, Fantasy-Magic, Fiction, Young Adult",0
7306261,"Christian, Christian Fiction, Fiction",0
7306310,"Cultural-Scotland, Fantasy, Fiction, Historical, Historical-Historical Fiction, Paranormal-Witches",1
7306325,"Fiction, Mystery, Mystery-Crime, Suspense, Thriller",0
7306380,"Fantasy, Fantasy-Paranormal, Historical, Historical-Historical Fiction, Mystery, Paranormal-Ghosts, Young Adult",0
7306405,"Fantasy, Manga-Shojo, Romance, Sequential Art-Graphic Novels, Sequential Art-Manga",0
7307503,"Fantasy, Fantasy-Paranormal, Fantasy-Urban Fantasy, Paranormal-Angels, Paranormal-Vampires, Romance, Romance-Paranormal Romance",0
7307795,"Fiction, Mystery, Mystery-Crime",1
7309475,"Classics, Drama, Fiction, Music, Music-Musicals, Plays, Plays-Theatre, Romance",0
7310861,"Religion, Religion-Islam",0
7311907,"Biography, History, Nonfiction, North American Hi...-American History, War-Military Fiction",1
7312149,"Cultural-Poland, Drama, European Literature-Polish Literature, Plays",0
7312324,"Fantasy, Fantasy-Paranormal, Paranormal-Vampires, Romance, Young Adult",0
7312385,"Asian Literature-Turkish Literature, Cultural-Turkish, Roman",0
7312831,"Cultural-Italy, Education, Nonfiction, Philosophy, Psychology",0
7313304,Childrens,0
7313408,"Cultural-Sweden, European Literature-Scandinavian Literature, Fiction, Mystery, Mystery-Crime",0
7313711,"Childrens, Fiction, Historical-Historical Fiction, Young Adult",0
7314405,"Asian Literature-Turkish Literature, Cultural-Turkish, Fiction",0
7314827,"Contemporary, LGBT, LGBT-Gay, Mystery, Mystery-Crime, Romance, Romance-M M Romance, Romance-Romantic Suspense, Suspense, Thriller",0
7315153,"Amish, Fiction, Mystery, Mystery-Crime, Thriller, Thriller-Mystery Thriller",0
7315439,"Fantasy-Paranormal, Horror, Mystery, Young Adult",1
7315573,"Fiction, Historical, Historical-Historical Fiction",1
7315992,"Contemporary, Humor, Humor-Comedy, Literature-21st Century, Literature-Asian Literature, Nonfiction, Unfinished",0
7316297,"Contemporary, Realistic Fiction, Romance, Young Adult",0
7316340,"History, Nonfiction, Religion",0
7320458,"Science Fiction, Science Fiction-Dystopia, Young Adult",0
7320740,"Fantasy, Fantasy-Fairy Tales, Fiction, Mythology-Mermaids, Romance, Young Adult",0
7323094,Mystery,0
7325821,"Contemporary, Family, Fiction, Historical, Historical-Historical Fiction, Realistic Fiction, Romance, Young Adult, Young Adult-Teen, Young Adult-Young Adult Historical Fiction",1
7326853,"Asian Literature-Japanese Literature, Horror, Short Stories",0
7327100,"Health-Mental Health, Horror, Mental Health-Mental Illness, Nonfiction, Psychology",0
7327301,"Academic-School, Contemporary, Cultural-France, European Literature-French Literature, Fiction, Realistic Fiction, Roman, Romance, Young Adult, Young Adult-Coming Of Age",1
7327326,"Adventure, Childrens, Childrens-Middle Grade, Fantasy, Fantasy-Fairy Tales",0
7327327,"Adventure, Childrens-Middle Grade, Fantasy, Fiction, Science Fiction, Young Adult",1
7327562,"Fiction, Humor",0
7328725,"Fantasy, Fantasy-Paranormal, Mystery, Mystery-Cozy Mystery, Romance, Womens Fiction-Chick Lit",0
7330453,"Business, Currency-Money, Economics-Finance, Finance-Personal Finance, Nonfiction, Self Help",0
7331435,"Adult, Adult Fiction, Book Club, Contemporary, Fiction, Literary Fiction, Literature, Music, Novels, Short Stories",1
7331622,"Manga-Shojo, Romance, Sequential Art-Graphic Novels, Sequential Art-Manga, Young Adult",0
7331942,"Science Fiction-Dystopia, Young Adult",0
7332664,"Fantasy, Fantasy-Magic, Fantasy-Paranormal, Fantasy-Urban Fantasy, Fiction, Paranormal-Vampires, Young Adult",0
7332753,"Autobiography-Memoir, Biography, Biography-Autobiography, Nonfiction, Politics",1
7333194,"Fantasy, Fiction, Science Fiction, Science Fiction-Steampunk, Young Adult",0
7334201,"Fiction, Science Fiction, Science Fiction-Dystopia",1
7334290,Childrens,0
7336615,"European Literature-Spanish Literature, Fantasy, Young Adult",1
7336810,"History, Nonfiction, Politics, Religion, Religion-Islam",0
7337871,"Adult, Adult Fiction, Animals, Animals-Cats, Fiction, Mystery, Mystery-Cozy Mystery, Mystery-Crime, Thriller-Mystery Thriller, Writing-Books About Books",0
7340350,"Contemporary, Young Adult",0
7341431,"Fiction, Historical, Historical-Historical Fiction, Romance",0
7342071,"Fiction, Graphic Novels Comics, Mystery, Mystery-Crime, Sequential Art-Comics, Sequential Art-Graphic Novels",0
7343071,"Fantasy, Fiction, Gothic, Historical, Historical-Historical Fiction, Horror, Mystery",0
7343231,"Fantasy, Writing-Books About Books, Young Adult",0
7343947,"Anthologies, Fantasy, Fantasy-Paranormal, Paranormal-Vampires, Romance, Young Adult",0
7346106,"Adult Fiction, Contemporary, Family, Fiction",0
7346882,"Cultural-France, History, Nonfiction, Travel",1
7347508,"Fantasy, Fiction, Holiday-Christmas",0
7348445,"Asian Literature-Turkish Literature, Cultural-Turkish, Poetry",0
7349571,"Contemporary, Fiction, Literature, New York, Novels",0
7351574,"Fantasy, Paranormal-Vampires, Romance, Young Adult",0
7351985,"Adventure, Childrens-Middle Grade, Fantasy, Fantasy-High Fantasy, Young Adult",0
7352053,"Fiction, Historical, Historical-Historical Fiction, Military History-Civil War, War",1
7352220,"Fantasy, Sequential Art-Graphic Novels, Sequential Art-Manga",0
7352840,"Fantasy, Fantasy-Magic, Fantasy-Paranormal, Fantasy-Urban Fantasy, Paranormal-Ghosts, Paranormal-Witches, Romance",1
7353219,"Fiction, Literary Fiction, Science Fiction",0
7355137,"Fantasy, Fantasy-Magic, Fiction, Young Adult",1
7355526,"Historical, Historical-Historical Fiction, Mystery, Mystery-Cozy Mystery, Mystery-Historical Mystery",0
7356329,"Fiction, Novels, Short Stories",1
7357513,Economics,0
7359788,Childrens,0
7362158,"Adult Fiction, Contemporary, Cultural-China, Fiction, Historical-Historical Fiction, Young Adult",1
