book_id,listegenre,award
412285,"Mystery, Sequential Art-Comics, Sequential Art-Komik, Sequential Art-Manga",0
412286,"Mystery, Sequential Art-Comics, Sequential Art-Komik, Sequential Art-Manga",0
412287,"Fiction, Mystery, Mystery-Detective, Sequential Art-Comics, Sequential Art-Graphic Novels, Sequential Art-Manga",0
412650,"Childrens, Fiction, Young Adult",0
412732,"Adventure, Classics, Fiction, Literature, Literature-American, Novels, Philosophy, Religion-Buddhism, Spirituality, Travel",0
412930,"Fiction, Historical, Romance, Romance-Historical Romance",0
412935,"Fiction, Historical, Romance, Romance-Historical Romance",0
412939,"Historical, Romance, Romance-Historical Romance, Westerns",0
412963,"Historical, Historical-Historical Fiction, Historical-Regency, Romance, Romance-Historical Romance",0
412969,"Historical, Romance, Romance-Historical Romance, Westerns",0
413085,"Biography, Biography Memoir, Nonfiction, Philosophy",0
413110,"Childrens, Fiction, Horror, Short Stories, Young Adult",0
413177,"Cultural-Africa, Fiction, Historical-Historical Fiction, War",1
413256,"Childrens, Childrens-Picture Books, Fiction",1
413326,"GLBT-Queer, LGBT, Poetry",0
413361,Horror,0
413432,"Autobiography-Memoir, Biography, Cultural-China, History, Nonfiction",1
413490,"Fiction, Romance, Womens Fiction-Chick Lit",0
413491,"Fiction, Romance, Womens Fiction-Chick Lit",0
413496,"Classics, Cultural-France, European Literature-French Literature, Fiction, Literature",0
413617,"Classics, European Literature-British Literature, Fiction, Historical-Historical Fiction, Literature",0
413618,"Classics, European Literature-British Literature, Fiction, Historical-Historical Fiction, Romance",0
413678,"Environment-Nature, Nature-Plants, Nonfiction, Science, Science-Biology, Science-Natural History",0
413681,"Audiobook, Biography, Biography-Autobiography, Nonfiction, Science",0
413736,"Fiction, Sports-Baseball, Sports-Sports",0
413794,"Childrens, Childrens-Picture Books, Fantasy, Fiction",0
414056,"Biography, Football, Leadership, Nonfiction, Sports-Sports",0
414062,"History, Nonfiction, North American Hi...-American History, Politics, War",1
414091,"Fiction, Science Fiction, Space-Space Opera",0
414096,"Biography, Business, History, Nonfiction",1
414103,"Childrens-Juvenile, Cultural, European Literature-Spanish Literature, Fiction, Realistic Fiction, Young Adult",1
414146,"Fantasy, Fiction, Science Fiction, Science Fiction Fantasy, Young Adult",1
414147,"Fantasy, Fiction, Science Fiction, Science Fiction Fantasy",0
414295,"Classics, Fiction, Historical-Victorian, Literature, Literature-19th Century",0
414298,"Academic-Academia, Contemporary, Fiction, Humor, Novels",0
414306,"Biography, History, Nonfiction, War, War-World War II",0
414343,"Adult Fiction-Erotica, Autobiography-Memoir, Biography, Biography Memoir, Biography-Autobiography, Cultural-France, Feminism, Nonfiction, Sexuality, Womens",0
414402,"Fiction, Mystery, Mystery-Crime, Mystery-Detective",0
414655,"Romance, Romance-Romantic Suspense, War-Military Fiction",0
414692,"Contemporary, Romance, Romance-M M Romance, Romance-Romantic Suspense, Suspense, War-Military Fiction",1
414773,"Academic, Nonfiction, Philosophy, Social Science, Sociology",0
414895,"Classics, Cultural-France, Fiction, Science Fiction",0
414999,"Classics, Fiction, Science Fiction",1
415018,"Fiction, Horror, Science Fiction",0
415032,"Religion-Islam, Spirituality",0
415151,"Adventure, Classics, Cultural-France, European History-French Revolution, Fiction, Historical-Historical Fiction, Literature, Novels",0
415459,"Fantasy, Fiction, Horror, Science Fiction, Short Stories",1
415463,"Fantasy, Fantasy-Dragons, Fiction, Science Fiction Fantasy",0
415488,"Autobiography-Memoir, Biography, Biography Memoir, Biography-Autobiography, Crime-True Crime, Mystery-Crime, Nonfiction",0
415634,"Biography, Classics, History, Nonfiction, Philosophy",0
415639,"Fiction, Literature-Jewish, Mystery, Mystery-Cozy Mystery, Mystery-Crime",0
415640,"Fiction, Literature-Jewish, Mystery, Mystery-Cozy Mystery",0
415699,"Fantasy, Games-Gaming, Games-Role Playing Games, Sports and Games-Games",1
415804,Fiction,0
415909,"Adult, Contemporary, Drama, Fiction, Historical, Historical-Historical Fiction, Novels, Romance, Romance-Historical Romance, Womens Fiction-Chick Lit",0
416108,"Cultural-Africa, History, History-World History, Nonfiction, Politics",1
416318,"Nonfiction, Philosophy, Politics",0
416343,"History, History-European History, History-World History, Nonfiction, Politics",0
416378,"Biography, Buisness, Business, Business-Management, History, Leadership, Nonfiction, Self Help, War-Military Fiction",0
416553,"Asian Literature-Japanese Literature, Childrens, Classics, Cultural-Japan, Fantasy, Fiction",0
416580,"Action, Adventure, Cultural-Africa, Fantasy, Fiction, Historical, Historical-Historical Fiction, Mystery, Northern Africa-Egypt, Thriller",0
416632,"Biography, History, Nonfiction",1
416655,"Contemporary, Romance, Womens Fiction-Chick Lit, Young Adult, Young Adult-Teen",0
416722,"Fiction, Music, Poetry, The United States Of America",0
416775,"Classics, Cultural-France, European Literature-French Literature, Fiction, Novels",1
417007,"Esoterica-Theosophy, Literature, Novels, Philosophy",0
417065,"Classics, Fiction, Travel",0
417157,"Feminism, Fiction, Gender, Gender-Gender Studies, Novels, Science Fiction",0
417344,"Fiction, Westerns",0
417466,"Academic-School, Classics, Cultural-France, European Literature-French Literature, Fiction, Literature, Literature-20th Century, Nobel Prize, Novels, Roman",0
417501,"Fiction, Historical-Historical Fiction, Mystery, Mystery-Crime",1
417505,"Anthropology, Autobiography-Memoir, Biography, History, Nonfiction",0
417524,"Childrens, Childrens-Picture Books, Fiction",1
417549,"Classics, Fiction, Literature-18th Century, Romance",0
417640,"Biography, Cultural-Asia, History, Literature-American, Military-Military History, Nonfiction, North American Hi...-American History, Politics, War, War-Military Fiction",1
417656,"Fantasy, Fantasy-Paranormal, Fiction, Gothic, Historical, Historical Fiction-Historical Fantasy, Historical-Historical Fiction, Horror, Paranormal-Vampires, Science Fiction-Alternate History",1
417729,"Fantasy, Fiction, Horror, Science Fiction, Short Stories",0
417780,"Animals, Childrens, Childrens-Picture Books, Classics, Cultural, Cultural-Africa, Fantasy, Fiction, Folk Tales, Folklore",1
417807,"Christian, Christian Fiction, Contemporary, Fiction, Romance",1
418202,"Christian, Christian Fiction, Fiction, Historical, Historical-Historical Fiction, Romance, Romance-Christian Romance",0
418209,"Classics, Cultural-Russia, Fiction, Literary Fiction, Literature, Literature-20th Century, Literature-American, Literature-Russian Literature, Mystery, Novels",0
418285,"Classics, Fiction, Historical-Historical Fiction",1
418373,"Classics, Drama, Fiction, Literature, Plays, Plays-Theatre",0
418524,"Architecture, Nonfiction, Philosophy",0
418621,"Fiction, Mystery, Mystery-Crime, Suspense, Thriller",0
418677,"Classics, European Literature-Dutch Literature, Fiction, Literature",0
418703,"Contemporary, Fiction, Romance, Womens Fiction-Chick Lit, Writing-Books About Books",0
418740,"Art, Couture-Fashion, Cultural-Japan, History",0
418780,"Biography, History, Nonfiction, War",0
418812,"Contemporary, Cultural-Australia, Fiction, Young Adult",1
418884,"Animals, Childrens, Childrens-Picture Books",0
419083,"Biography, Crime-True Crime, History, Mystery-Crime, Nonfiction",1
419085,"Cultural-France, European Literature-French Literature, Fiction, Novels",0
419280,"Adult, Adventure, Fairy Tales-Beauty and The Beast, Fiction, Historical, Historical Romance-Regency Romance, Historical-Historical Fiction, Historical-Regency, Romance, Romance-Historical Romance",0
419285,"Classics, European Literature-British Literature, Fiction, Historical-Historical Fiction, Literature",0
419289,"Historical, Historical-Historical Fiction, Romance, Romance-Historical Romance",0
419333,"Adventure, Fiction, Historical, Historical-Historical Fiction, Humor, Mystery",0
419349,"Historical, Historical Romance-Medieval Romance, Historical-Historical Fiction, Historical-Medieval, Romance, Romance-Historical Romance",0
419356,"Fiction, Historical, Historical-Historical Fiction, Romance, Romance-Historical Romance",0
419409,"Animals, Animals-Horses, Childrens, Classics, Fiction, Young Adult",0
419542,"Fiction, Historical-Historical Fiction, Romance",0
419562,"Fiction, Romance, Womens Fiction-Chick Lit",0
419916,Fiction,1
420125,"Contemporary, Cultural-Scotland, Fiction, Romance",0
420180,"Childrens, Classics, Fantasy, Fiction, Young Adult",1
420182,"Christian, European Literature-British Literature, Fiction, Historical-Historical Fiction, Romance",0
420260,"Cultural-Spain, European Literature-Spanish Literature",1
420277,"Fantasy, Humor, Science Fiction",0
420278,"Classics, Literature-American, Poetry",0
420282,"Adventure, Childrens, Childrens-Juvenile, Childrens-Picture Books, Classics, Fantasy, Fiction, Holiday, Holiday-Christmas, Kids",1
420297,"Childrens, Childrens-Picture Books, Fiction",1
420317,"Adventure, Christianity-Lds, Fantasy, Historical-Historical Fiction, Lds-Lds Fiction, Religion, Young Adult",0
420324,"Adventure, Christianity-Lds, Fantasy, Fiction, Lds-Lds Fiction, Religion, Young Adult",0
420404,"Childrens, Childrens-Picture Books, Fiction",0
420415,"Adventure, Fantasy, Fantasy-Magic, Fiction, Romance, Young Adult, Young Adult-Young Adult Fantasy",1
420416,"Fantasy, Fantasy-Paranormal, Mystery, Paranormal-Ghosts, Romance, Young Adult",0
420427,"Fantasy, Fiction, Historical, Historical-Historical Fiction, Mystery, Romance, Young Adult",1
420430,"Adventure, Christian, Christian Fiction, Fantasy, Fiction, Historical-Historical Fiction, Young Adult",0
420474,"Classics, Fiction, Literature, Occult, Philosophy",0
420496,"Epic, Fantasy, Fantasy-Epic Fantasy, Fantasy-Magic, Fantasy-Urban Fantasy, Fiction, Horror, Paranormal-Demons, Science Fiction, Science Fiction Fantasy",0
420553,"Autobiography-Memoir, Biography, Biography-Autobiography, Nonfiction, Religion, Religion-Theology, Spirituality",0
420704,"Art, Art-Art History, Biography, Nonfiction",0
420729,"Contemporary, Fiction, Romance, Romance-Contemporary Romance, Romance-Romantic Suspense",0
420730,"Contemporary, Fiction, Romance, Romance-Contemporary Romance",0
420732,"Contemporary, Romance, Romance-Contemporary Romance, Romance-Romantic Suspense, Suspense",0
420733,"Contemporary, Mystery, Romance, Romance-Contemporary Romance, Romance-Romantic Suspense, Suspense",1
420734,"Contemporary, Fiction, Humor, Mystery, Romance, Romance-Contemporary Romance, Romance-Romantic Suspense, Suspense, Thriller, Womens Fiction-Chick Lit",0
420735,"Category Romance-Harlequin, Contemporary, Fiction, Romance, Romance-Contemporary Romance",0
420736,"Contemporary, Romance, Romance-Contemporary Romance, Westerns",0
420737,"Fantasy-Paranormal, Historical, Romance, Romance-Historical Romance, Romance-Romantic Suspense, Science Fiction-Time Travel",1
420738,"Contemporary, Mystery, Romance, Romance-Contemporary Romance, Romance-Romantic Suspense, Suspense",1
420739,"Contemporary, Mystery, Romance, Romance-Contemporary Romance, Romance-Romantic Suspense, Suspense",0
420743,"Historical, Romance, Romance-Historical Romance, Romance-Western Romance, Westerns",0
420744,"Contemporary, Romance, Romance-Contemporary Romance, Romance-Romantic Suspense, War-Military Fiction",0
420747,"Contemporary, Romance, Romance-Contemporary Romance, Romance-Romantic Suspense, Suspense",0
420753,"Contemporary, Romance, Romance-Romantic Suspense",0
420755,"Romance, Romance-Contemporary Romance",0
420780,"Historical, Romance, Romance-Historical Romance",0
420782,"Historical, Romance, Romance-Historical Romance",0
420849,"Contemporary, Fiction, Humor, Music, Realistic Fiction, Young Adult",1
420966,"Contemporary, European Literature-British Literature, Fiction, Humor, Humor-Comedy, Literature, Literature-20th Century, Modern, Mystery, Novels",0
420967,"Fiction, Mystery, Mystery-Crime, Suspense, Thriller, Thriller-Mystery Thriller",1
421007,"Fantasy, Fantasy-Paranormal, Fantasy-Urban Fantasy, Fiction, Paranormal-Vampires",0
421044,"Nonfiction, Philosophy, Religion, Religion-Taoism, Spirituality",0
421069,"Book Club, Contemporary, Cultural-India, Fiction",1
421122,"Fiction, Humor, Mystery, Mystery-Cozy Mystery, Romance, Womens Fiction-Chick Lit",0
421129,"Fantasy, Fantasy-Paranormal, Fantasy-Urban Fantasy, Paranormal-Vampires, Romance, Romance-Paranormal Romance, Womens Fiction-Chick Lit",1
421280,"Classics, History, Nonfiction, Philosophy, Poetry, Politics, Writing-Essays",0
421398,"History, Military-Military History, Nonfiction, War, War-Military Fiction, War-World War II",0
421518,"Autobiography-Memoir, Biography, Biography-Autobiography, Health-Mental Health, Medical, Medicine-Psychiatry, Mental Health-Mental Illness, Nonfiction, Psychology, Self Help",0
421569,"Animals, Art, Childrens, Childrens-Picture Books, Classics, Fantasy, Fiction, Kids, Literature-20th Century, Short Stories",0
421645,"Childrens, Childrens-Juvenile, Fiction, Realistic Fiction",0
421736,"Biography, Classics, History, Nonfiction, North American Hi...-American History, Westerns",0
421869,"Biography, Nonfiction",0
421905,"Childrens, Childrens-Middle Grade, Fantasy, Fiction, Young Adult",0
422134,"Fiction, Science Fiction",1
422278,"Mystery-Crime, Sequential Art-Bande Dessinée, Sequential Art-Comics, Sequential Art-Graphic Novels",0
422402,"Nonfiction, Philosophy, Religion, Spirituality",0
422463,Cultural-India,0
422728,"Classics, European Literature-Finnish Literature, Fiction, Historical-Historical Fiction, War",0
422732,"Classics, European Literature-Finnish Literature, Fiction, Historical-Historical Fiction",1
422755,"Adventure, Biography, Classics, History, Nonfiction, Travel",0
423124,"Fantasy, Fiction, Science Fiction, Science Fiction Fantasy",0
423125,"Adventure, Classics, Cultural-Africa, Fiction, Historical-Historical Fiction, Romance, War",0
423144,"Comics-Comic Book, Fantasy, Graphic Novels Comics, Horror, Sequential Art-Comics, Sequential Art-Graphic Novels",0
423156,"Animals, Animals-Horses, Childrens, Classics, Fiction, Historical-Historical Fiction, Young Adult",1
423245,Fantasy,1
423271,"Health-Mental Health, Nonfiction, Psychology, Relationships, Self Help",0
423681,"Contemporary, Fiction, Literary Fiction",0
423797,"Cultural-Asia, Cultural-China, Fiction, Historical, Historical-Historical Fiction, Literature-Asian Literature",1
423925,"Childrens, Historical, History, Humor, Nonfiction",0
423927,"Childrens, Childrens-Middle Grade, Education, European Literature-British Literature, Historical, Historical-Medieval, History, Humor, Humor-Comedy, Nonfiction",0
423929,"Childrens, History, Nonfiction",0
423941,"Childrens, Historical, History, Nonfiction",0
424125,"Nonfiction, Philosophy, Philosophy-Metaphysics, Politics, Religion, Spirituality",0
424307,"Philosophy, Religion, Religion-Islam",0
424340,"Buddhism-Zen, Combat-Martial Arts, Nonfiction, Philosophy, Religion-Buddhism",0
424604,"Fantasy, Fiction, Sequential Art-Comics, Sequential Art-Graphic Novels, Young Adult",0
424616,"Biography, Christianity-Lds, History, Nonfiction, War-World War II",0
424760,"Cultural-France, European Literature-French Literature, Fiction, Literature, Novels",0
424818,"American Revolution-American Revolutionary War, History, Military History-American Revolution, Nonfiction, North American Hi...-American History, War",0
424959,"Classics, Feminism, Fiction, Literary Fiction, Literature, Literature-American, Short Stories, Short Stories-Short Story Collection, The United States Of America, Womens",0
425029,"Audiobook, Fiction, Law, Mystery, Mystery-Crime, Novels, Suspense, Thriller, Thriller-Legal Thriller, Thriller-Mystery Thriller",1
425099,"Fiction, Mystery, Mystery-Crime",1
425123,"Fiction, Mystery, Mystery-Crime, Thriller",1
425137,"Classics, Fiction, Literature, Literature-American, Novels",0
425173,"Fiction, Mystery, Mystery-Crime, Mystery-Detective",1
425174,"Fiction, Mystery, Mystery-Crime, Mystery-Detective",0
425377,"Fiction, Historical, Historical-Historical Fiction, Historical-Regency, Romance, Romance-Historical Romance",1
425809,"Classics, Fiction",0
425891,"Classics, Cultural-Russia, Fiction, Literature-Russian Literature, Short Stories, War",0
425898,"Fiction, Mystery, Mystery-Crime, Thriller",0
426000,"Humanities-Language, Humanities-Linguistics, Nonfiction, Reference",0
426025,"Classics, Fiction, Gothic, Horror, Short Stories",0
426215,"History, Military History-Naval History, Nonfiction, War, War-Military Fiction",1
426492,"English History-Tudor Period, European Literature-British Literature, Fiction, Historical, Historical-Historical Fiction",0
426504,"Classics, Fantasy, Fiction, Literature, Magical Realism, Short Stories",1
426775,"Adult, Adult Fiction, Audiobook, Contemporary, Fiction, Humor, Novels, Romance, Romance-Contemporary Romance, Womens Fiction-Chick Lit",0
426825,"Fiction, Historical, Historical-Historical Fiction, Literature, Literature-Jewish, Mystery, Novels, War, War-World War II, World War II-Holocaust",0
426840,"Fiction, Mystery, Mystery-Crime, Suspense, Thriller",0
426912,"Childrens, Fiction, Young Adult",1
426934,"Animals, Animals-Horses",0
426952,"Fantasy, Fantasy-Epic Fantasy, Science Fiction Fantasy",0
427062,"Dark, Fantasy, Fantasy-Dark Fantasy, Fiction",0
427067,"Fantasy, Fiction, Science Fiction Fantasy",0
427078,"Contemporary, Contemporary Romance-Sports Romance, Romance, Romance-Contemporary Romance, Sports-Hockey, Sports-Sports",0
427248,"Contemporary, Cultural-Iran, Fiction, Literary Fiction, Romance",0
427252,"Fantasy, Fantasy-Mythology, Fiction, Science Fiction, Science Fiction Fantasy",0
427281,"Fiction, Mystery, Mystery-Crime, Suspense, Thriller, Thriller-Mystery Thriller",0
427282,"Autobiography-Memoir, Biography, History, Nonfiction, Science",0
427353,"Fantasy, Fiction, Science Fiction, Space-Space Opera",0
427354,"Adult Fiction-Erotica, Classics, European Literature-German Literature, Fiction, Literature, Literature-19th Century",0
427379,"Criticism-Literary Criticism, GLBT-Queer, LGBT, Nonfiction, Philosophy-Theory",0
427795,"European Literature-British Literature, Female Authors, Fiction, Modern, Mystery, Mystery-Crime",0
427805,"Cultural-India, Fiction, Realistic Fiction, Romance, Young Adult, Young Adult-Teen",0
427830,"Animals-Cats, Fiction, Mystery",0
427920,"Inspirational, Nonfiction, Self Help, Short Stories",1
428018,"Autobiography-Memoir, Cultural-Israel, Nonfiction, Politics",0
428035,"Childrens, Childrens-Middle Grade, Death, Fiction, Realistic Fiction, Young Adult",1
428036,"Adventure, Fantasy, Fiction, Science Fiction, Science Fiction-Steampunk, Young Adult",1
428042,"Adventure, Adventure-Pirates, Audiobook, Childrens-Middle Grade, Fantasy, Fiction, Science Fiction, Science Fiction-Steampunk, Young Adult, Young Adult-Teen",1
428077,"Academic-School, Classics, Cultural-France, Drama, European Literature-French Literature, Plays, Plays-Theatre",0
428108,"Fantasy, Fantasy-Paranormal, Fantasy-Urban Fantasy, Paranormal-Vampires, Romance, Romance-Paranormal Romance",0
428181,"Nonfiction, Psychology, Reference, Science, Spirituality",0
428223,"Autobiography-Memoir, Biography, History, Nonfiction",0
428263,"Fantasy, Fiction, Paranormal-Vampires, Romance, Young Adult",1
428287,"Classics, European Literature-Czech Literature, Fiction, Science Fiction",1
428350,"Cultural, Feminism, Marriage, Nonfiction, Sociology",0
428368,"Fantasy, Fantasy-Dark Fantasy, Fiction, Science Fiction, Science Fiction Fantasy",0
428520,"Historical-Medieval, History, History-Medieval History, Nonfiction",0
428521,"Historical-Medieval, History, History-Medieval History, Nonfiction",0
428537,"Classics, Fiction, Poetry",0
428854,"Fantasy, Historical-Historical Fiction, Mythology-Arthurian, Young Adult",1
428862,"Art, Art-Crafts, Diary-Journal, Diary-Journaling, Humor, Language-Writing, Nonfiction, Reference, Self Help, Unfinished",0
429024,"Classics, Fiction, Literature",0
429026,"Fiction, Historical, Historical-Historical Fiction",0
429138,"Adventure, Fantasy, Fiction, Historical, Historical-Historical Fiction, Northern Africa-Egypt",0
429553,"Feminism, Fiction, GLBT-Lesbian, GLBT-Queer, LGBT, Lesbian-Lesbian Fiction, Science Fiction",0
429597,"Classics, Poetry",0
429631,"Contemporary, Cultural-Denmark, Fiction, Mystery",1
430388,"Fantasy-Paranormal, Horror, Nonfiction, Paranormal-Ghosts",0
430450,"Childrens, Classics, Fiction, Humor, Humor-Comedy",0
430456,"Childrens, Fiction, Humor, Humor-Comedy",0
430788,"Classics, Fantasy, Fiction, Historical-Victorian, Literature-19th Century, Poetry",1
430968,"Animals, Animals-Dogs, Autobiography-Memoir, Biography, Nonfiction",0
430996,"Adult, Autobiography-Memoir, Cultural-France, Nonfiction",0
431071,"Classics, Fantasy-Mythology, History, Nonfiction",0
431178,"Childrens, Classics, Contemporary, Death, Fiction, Realistic Fiction, Romance, Young Adult, Young Adult-High School, Young Adult-Teen",1
431221,"Adult Fiction, Contemporary, Disability, European Literature-British Literature, Fantasy, Fiction, Historical-Historical Fiction, Science Fiction, Young Adult",0
431323,"Adult, Fiction, Romance",0
431344,"Contemporary, Drama, Fiction, Historical-Historical Fiction, Romance",0
431349,"Contemporary, Fiction, Romance, Suspense",0
431386,"Contemporary, Fiction, Novels, Romance, Romance-Contemporary Romance, Romance-Romantic Suspense, Womens Fiction-Chick Lit",0
431791,"Nonfiction, Psychology, Reference, Self Help",0
431806,"Fantasy, Sequential Art-Comics, Sequential Art-Graphic Novels, Sequential Art-Manga",0
432020,"Fantasy, Fantasy-Supernatural, Sequential Art-Comics, Sequential Art-Graphic Novels, Sequential Art-Manga",0
432162,"Adventure, Animals-Dinosaurs, Fantasy, Fiction, Literature-American, Science Fiction, Science Fiction Fantasy, Science Fiction-Alternate History, Science Fiction-Alternate Universe, Speculative Fiction",0
432193,"American-Americana, Fiction, Novels, Short Stories",0
432288,"Autobiography-Memoir, Humor, Humor-Comedy, Nonfiction",0
432319,"Autobiography-Memoir, Biography, Biography Memoir, Biography-Autobiography, Nonfiction, Spirituality",0
432342,"Fiction, Occult",0
432417,"Contemporary, Cultural-Italy, Drama, European Literature-Italian Literature, Fiction, Literature, Mystery-Noir, Novels, Roman, Romance",1
432463,"Childrens, Childrens-Picture Books, Food and Drink-Food",0
432556,"Audiobook, Classics, Cultural-Australia, Fiction, Historical, Historical-Historical Fiction, Literary Fiction, Literature, Literature-20th Century, Novels",1
432917,"Cultural-Canada, Fiction, Sequential Art-Comics, Sequential Art-Comix, Sequential Art-Graphic Novels",0
433027,"Central Africa-Republic Of The Congo, Cultural-Africa, Fiction",0
433035,"Classics, Fiction, Mystery, Mystery-Crime",0
433435,"Fiction, Novels",0
433533,"Childrens, Classics, Cultural-Canada, Fiction, Historical, Historical-Historical Fiction, Literature, Romance, War, Young Adult",0
433567,"Classics, Fiction, Science Fiction",0
433950,"Contemporary, Fiction, Literary Fiction, Westerns",1
434174,Romance-M M Romance,0
434420,"Childrens, Childrens-Juvenile, Childrens-Middle Grade, Fiction, Historical, Historical-Historical Fiction, Humor, Humor-Comedy, Young Adult, Young Adult-Teen",1
434535,"Christianity-Lds, Inspirational, Nonfiction, Religion, Religion-Church",0
434764,"Christianity-Lds, Nonfiction, Religion, Religion-Church, Spirituality",0
434880,"Fantasy, Fantasy-High Fantasy, Fiction, Romance",0
434903,"European Literature-German Literature, Fiction, Literature, Travel",1
435030,"Fantasy, Fiction, Inspirational, Self Help",0
435045,"Fantasy, Fantasy-Paranormal, Paranormal-Vampires, Romance, Romance-Paranormal Romance",0
435307,"Christian, Nonfiction, Religion, Religion-Christianity, Religion-Faith, Religion-Theology",0
435448,Sports-Sports,0
435495,"Childrens, Childrens-Middle Grade, Contemporary, Family, Fiction, Realistic Fiction, Young Adult",0
435643,"Animals-Horses, Cultural-Italy, European Literature-Italian Literature, Fiction, Literature, Literature-20th Century, Novels, Roman",0
435804,Young Adult,0
436061,"Nonfiction, Religion, Religion-Hinduism, Spirituality",0
436077,"Childrens, Childrens-Middle Grade, Contemporary, Fiction, Humor, Young Adult",1
436108,"Criticism, Criticism-Literary Criticism, Language-Writing, Nonfiction, Philosophy-Theory",0
436148,"Childrens, Classics, Fantasy, Fiction",0
436351,"Cultural-Russia, Nonfiction, Philosophy, Politics, Religion",0
436562,"Classics, Drama, European Literature-Czech Literature, Fiction, Plays, Science Fiction",0
436582,"Biography, Historical, History, Military History-American Revolution, Nonfiction, North American Hi...-American History",0
436609,"Fiction, Historical, Historical-Historical Fiction, Literature-Banned Books, War, Young Adult",1
436745,"European History-French Revolution, Fiction, Historical, Historical-Historical Fiction, Romance, Romance-Historical Romance",0
436806,"Adult Fiction-Erotica, Classics, Cultural-France, Fiction, Horror, Literature",0
436904,"Feminism, GLBT-Lesbian, GLBT-Queer, History, LGBT, Nonfiction",0
437010,"Cultural-France, Nonfiction, Philosophy, Psychology",0
437067,"American-Southern, Fiction, Historical-Historical Fiction",0
437194,"Cultural-France, Fiction",0
437261,"Business, Leadership, Nonfiction, Psychology, Self Help, Self Help-Personal Development",0
437406,"Fiction, Historical, Historical-Historical Fiction, Mystery, Short Stories",0
437586,"Classics, History, Nonfiction, Philosophy",0
437622,"Health-Medicine, Health-Mental Health, History, Mental Health-Mental Illness, Nonfiction, Psychology, Science",0
437627,"Fiction, Historical, Historical-Historical Fiction, Horror, Mystery, Thriller",1
437676,"Fantasy, Fantasy-Dark Fantasy, Fantasy-Epic Fantasy, Fiction, Romance",0
437797,"Adult Fiction, Contemporary, Drama, Fiction",0
437856,"Fiction, Mystery, Mystery-Crime, Mystery-Detective",0
437993,"Fiction, Young Adult",1
438024,"Childrens, Childrens-Middle Grade, Humor",0
438068,"Comics-Comic Book, Cultural-Germany, Fiction, Graphic Novels Comics, Historical, Historical-Historical Fiction, Sequential Art-Bande Dessinée, Sequential Art-Comics, Sequential Art-Comix, Sequential Art-Graphic Novels",0
438078,"Classics, Fiction, Literature, Novels",0
438131,"Animals, Childrens, Fiction, Historical-Historical Fiction, Young Adult",1
438138,"Childrens, Fantasy, Fiction, Media Tie In-Star Wars, Science Fiction, Young Adult",0
438190,"Fantasy, Fantasy-Epic Fantasy, Fiction",1
438192,"Fantasy, Fantasy-Epic Fantasy, Fiction",0
438257,"Childrens-Middle Grade, Mystery, Young Adult",0
438289,"Historical, History, Nonfiction, North American Hi...-American History, Paranormal-Witches",0
438452,"Adventure, Fiction, Historical, Historical-Historical Fiction",0
438468,"Fantasy, Fiction, Historical, Historical-Historical Fiction",0
438492,"Adventure, Audiobook, Childrens, Childrens-Juvenile, Childrens-Middle Grade, Fantasy, Fiction, Humor, Mystery, Young Adult",0
438923,"Fiction, Mystery, Mystery-Crime, Thriller",0
439065,"Classics, Fiction, Science Fiction, Science Fiction Fantasy",0
439092,"Childrens-Middle Grade, Fantasy-Paranormal, Horror, Mystery, Paranormal-Ghosts, Young Adult",1
439173,"Academic-School, Childrens, Childrens-Chapter Books, Childrens-Juvenile, Childrens-Middle Grade, Contemporary, Fiction, Humor, Realistic Fiction, Young Adult",1
439275,"Contemporary, Fiction, Romance, Womens Fiction-Chick Lit, Young Adult",0
439363,"Manga-Shojo, Romance, Sequential Art-Comics, Sequential Art-Graphic Novels, Sequential Art-Manga, Young Adult",0
439416,"Childrens, Fiction, Mystery, Young Adult",0
439566,"Fiction, Literary Fiction, Literature",0
439594,"Autobiography-Memoir, Humor, Nonfiction, Travel",0
439759,"Classics, European Literature-Italian Literature, Philosophy, Writing-Essays",0
439939,"Christian, Christian Fiction, Fiction, Historical, Historical-Historical Fiction, War-World War II",1
439941,"Contemporary, Mystery, Romance, Romance-Contemporary Romance, Romance-Romantic Suspense, Suspense",0
439980,"European Literature-British Literature, Fiction, Historical, Historical-Historical Fiction",0
439981,"Fiction, Historical, Historical-Historical Fiction",0
439982,"Historical, Historical-Historical Fiction",0
439983,"Historical, Historical-Historical Fiction",0
439984,"Fiction, Historical, Historical-Historical Fiction",0
439985,"European Literature-British Literature, Fiction, Historical, Historical-Historical Fiction, Historical-Medieval",0
440111,"Fiction, Literature, Novels",0
440116,"Childrens, Fiction, Historical, Historical-Historical Fiction, Young Adult",0
440122,"Childrens, Childrens-Middle Grade, Cultural-Asia, Cultural-China, Diary, Fiction, Historical, Historical-Historical Fiction, Literature-Asian Literature, Young Adult",0
440201,"Academic-Academia, Academic-Grad School, Education, Health-Mental Health, Nonfiction, Psychology",0
440358,"Biography, Biography-Autobiography, Nonfiction, Occult, Philosophy-Thelema",0
440417,"Biography, Biography Memoir, Humanities-Language, Nonfiction, Psychology, Science",1
440419,"Fiction, Humor, Mystery, Romance, Young Adult, Young Adult-Teen",0
440424,"Animals, Childrens-Middle Grade, Fantasy, Fiction, Philosophy",0
440496,"Childrens, Childrens-Middle Grade, Fantasy, Fiction, Young Adult",0
