book_id,author_id,author
337623,41718,Jack Higgins
338069,40256,Kathryn Lasky
338131,36814,Tanya Huff
338329,38804,Poul Anderson
338691,40116,Louise Penny
339026,37046,P.B. Kerr
339210,46720,Jilly Cooper
339215,46720,Jilly Cooper
339218,46720,Jilly Cooper
339339,39446,Deb Caletti
340587,47686,Mick Foley
340816,41573,Greg Bear
340819,41573,Greg Bear
341027,37818,Shelly Laurenston
341242,46778,Norah Lofts
341247,46778,Norah Lofts
341250,46778,Norah Lofts
341253,46778,Norah Lofts
341336,40564,Cindy Gerard
341735,38820,Ken Grimwood
341879,38966,Patti Smith
341946,37155,Rudolfo Anaya
342049,38540,Knut Hamsun
342240,44114,Catherine Coulter
342362,43625,Joel C. Rosenberg
342999,44483,Vicki Lewis Thompson
343036,41492,Walt Disney Company
343061,41492,Walt Disney Company
343340,41492,Walt Disney Company
343347,41492,Walt Disney Company
343448,41609,Karen Robards
343529,37665,Stephanie Laurens
343549,47052,Allison Brennan
343566,40456,Martha Wells
343718,37488,Ann M. Martin
343881,48354,Tim Winton
344219,46704,P.J. Tracy
344262,36866,Karen Marie Moning
345163,43244,Yukito Kishiro
345299,37883,Steven Erikson
345563,45635,William Hope Hodgson
345627,36621,Richelle Mead
345660,38795,Sharon Shinn
346087,36913,Jim Butcher
346266,38881,Alex Duval
346267,38881,Alex Duval
346268,38881,Alex Duval
346272,38881,Alex Duval
346692,39332,Barry Denenberg
347143,41520,Tom Perrotta
347151,47170,Dorothy Canfield Fisher
347339,44299,Beverly Jenkins
347577,38006,Louise Rennison
347612,39462,Sudha Murty
347639,37093,Carol Plum-Ucci
347698,48327,Kate Grenville
347852,42134,M. Scott Peck
347964,40878,Brady Udall
348225,39404,Nancy E. Turner
348632,40758,Anita Amirrezvani
348660,37651,Lora Leigh
349090,42498,Grant Naylor
349681,38223,Ann Rule
349949,42861,Brandilyn Collins
350678,39013,Teresa Medeiros
350682,39013,Teresa Medeiros
350683,39013,Teresa Medeiros
350684,36650,Judith McNaught
350693,36650,Judith McNaught
350710,37666,Johanna Lindsey
350788,38989,Chris Wooding
350790,38989,Chris Wooding
350791,38989,Chris Wooding
351018,40254,Eva Ibbotson
351198,37277,Dorothy Dunnett
351211,37277,Dorothy Dunnett
351461,39044,Margaret Mahy
351501,41941,Jaclyn Moriarty
351559,37977,Dorothy L. Sayers
351564,37977,Dorothy L. Sayers
351648,42375,Laura Lippman
351653,42375,Laura Lippman
352179,42469,Andrew Clements
352262,41957,Cressida Cowell
352270,44359,Bryan Davis
352428,38078,Kate Brian
352586,47017,Jillian Hunter
352588,47017,Jillian Hunter
352724,48413,Linnea Sinclair
352769,37216,Charles Dickens
352780,39291,Jack McDevitt
352781,39291,Jack McDevitt
352828,44364,Chuck Black
352921,40116,Louise Penny
352985,37978,Agatha Christie
353303,44552,Elswyth Thane
353325,39294,Samuel R. Delany
353342,39269,Avi
353731,43662,Susan Carroll
353761,43674,Judith Merkle Riley
353814,38909,Nelson DeMille
353937,36481,Lisa Kleypas
353938,36650,Judith McNaught
354518,36934,Jennifer Echols
355406,45501,Neale Donald Walsch
355862,40057,Percival Everett
356896,42082,Og Mandino
357160,46771,Mal Peet
357399,39008,Chie Shinohara
357664,37705,Kate DiCamillo
357787,43233,Maggie Shayne
357936,37089,Lauren Myracle
358355,37046,P.B. Kerr
358667,39306,C.J. Cherryh
359194,43506,Philip G. Zimbardo
359249,43572,K.M. Peyton
359251,37978,Agatha Christie
359410,37481,Gabrielle Zevin
359463,40837,Dee Henderson
359581,37506,Roger Zelazny
359638,44791,Gilbert Morris
359643,44791,Gilbert Morris
359756,39418,Colleen Coble
359757,39418,Colleen Coble
359759,39418,Colleen Coble
359786,46971,Jude Watson
359816,46971,Jude Watson
359819,46971,Jude Watson
359821,46971,Jude Watson
359994,40819,Lynn Austin
359995,40819,Lynn Austin
359998,40819,Lynn Austin
360016,43613,Tracie Peterson
360019,43613,Tracie Peterson
360455,37277,Dorothy Dunnett
360464,37277,Dorothy Dunnett
360562,37348,Bernard Cornwell
360625,40018,Margaret George
361459,40613,Kay Redfield Jamison
361487,39280,Pam Muñoz Ryan
362136,37348,Bernard Cornwell
362145,42872,Peter James
362199,37702,Phyllis Reynolds Naylor
362888,48060,Holly Lisle
362929,40256,Kathryn Lasky
363302,38051,Gertrude Chandler Warner
363312,38051,Gertrude Chandler Warner
363336,38051,Gertrude Chandler Warner
363397,46164,Graham Masterton
363409,46164,Graham Masterton
363453,41422,Melody Carlson
363492,37348,Bernard Cornwell
363499,37665,Stephanie Laurens
363632,47544,Makoto Tateno
363752,36633,Helen Fielding
363851,40266,Wendy Mass
364089,38000,Mario Puzo
365006,39971,Frank E. Peretti
365016,39971,Frank E. Peretti
365047,39971,Frank E. Peretti
365089,37964,Simon R. Green
365307,36580,P.D. James
365672,39314,Catherine Asaro
365976,43891,W. Michael Gear
365990,36615,Cormac McCarthy
366031,36998,Peter David
366337,43221,Debbie Macomber
366427,38431,Kingsley Amis
366522,38044,Cecelia Ahern
366787,43794,Mo Hayder
367158,37080,Diana Wynne Jones
367332,40456,Martha Wells
367334,40456,Martha Wells
367335,40456,Martha Wells
367367,39304,Robert Lynn Asprin
367679,37434,John le Carré
367802,41151,Dylan Thomas
368089,41422,Melody Carlson
368468,39279,Christopher Paul Curtis
368593,42040,Timothy Ferriss
368772,37406,Herman Wouk
368916,37430,Helene Hanff
369005,48037,Jim Benton
369110,47951,Taylor Caldwell
369995,42377,Greg Iles
370493,37390,Shel Silverstein
370523,37144,Gabriel García Márquez
370897,37725,Philip José Farmer
370899,37725,Philip José Farmer
371022,47996,Ross Macdonald
371106,36650,Judith McNaught
371787,37056,David Eddings
371998,38990,Yasmine Galenorn
372319,36605,Louisa May Alcott
372384,36904,Harlan Coben
372385,36904,Harlan Coben
372392,39288,Doris Lessing
372490,48080,Jack Whyte
372493,48080,Jack Whyte
372713,42402,Donna Leon
372807,38793,Vivian Vande Velde
372853,44368,R.F. Delderfield
372862,44368,R.F. Delderfield
373009,36822,Tanith Lee
373049,40706,David Leavitt
373411,39093,Lawrence Block
373593,40093,Shelby Foote
373606,36632,Susan Elizabeth Phillips
373755,37857,William Faulkner
373969,39890,Steven Pinker
374188,38549,Henrik Ibsen
374360,43551,Anthony Trollope
374518,45499,H. Rider Haggard
375013,37629,Thomas Keneally
375642,37889,Edgar Allan Poe
375711,37681,Beatrix Potter
376561,37384,Vladimir Nabokov
376613,41391,Richard   Preston
376641,40822,Karen Kingsbury
376922,37736,Jules Verne
376957,37736,Jules Verne
376984,37736,Jules Verne
377254,43459,Sara Varon
377265,41573,Greg Bear
377327,37995,Robert Louis Stevenson
377347,41397,Robin Cook
377592,44359,Bryan Davis
377679,43262,Annmarie McKenna
377912,42368,Peter Robinson
377916,42368,Peter Robinson
378356,37059,Anthony Horowitz
379095,43037,Lisa Jackson
379139,37268,Peter Tremayne
379142,37268,Peter Tremayne
379143,37268,Peter Tremayne
379160,36922,David Benioff
379316,38427,Dean Koontz
380017,48330,Martin Amis
380057,47694,Richard Ben Cramer
380364,45933,Robert  Stone
380558,39093,Lawrence Block
381102,47477,Nick Bantock
381364,45645,Theodore Dreiser
381489,38078,Kate Brian
381501,38078,Kate Brian
382329,38813,Gregory Benford
382419,37877,Michael Moorcock
382450,36861,George R.R. Martin
382549,38425,Tom Clancy
382680,36904,Harlan Coben
382865,39204,Gail Giles
383018,43565,George Bernard Shaw
383028,37992,Lee Child
383196,48029,Sohrab Sepehri
383512,37303,Rhys Bowen
383514,37303,Rhys Bowen
383950,38803,Barbara Erskine
383951,38803,Barbara Erskine
384458,36643,Jennifer Crusie
384579,41554,Brian W. Aldiss
384597,40756,Tom Stoppard
384962,37914,David Gemmell
385228,38766,John Stuart Mill
385415,36594,Alyson Noel
385530,40339,Tom Franklin
385706,36482,Suzanne Collins
385742,36482,Suzanne Collins
386043,44499,Douglas Coupland
386162,36610,Douglas Adams
386187,37996,John Berendt
386270,37700,T.S. Eliot
386372,36856,Terry Pratchett
387061,36857,Lynsay Sands
387339,36547,Sheri S. Tepper
387348,43379,Mary McCarthy
387595,45213,Jewell Parker Rhodes
387627,43279,Nicholas Pileggi
387749,39976,Lew Wallace
388219,48186,Parke Godwin
388223,37375,Alexandre Dumas
388698,40251,Adèle Geras
389525,41547,Karen Harper
389535,37812,Alex Flinn
389621,48037,Jim Benton
389627,36907,Jeff Kinney
389633,48037,Jim Benton
389688,40820,Lori Wick
389706,40820,Lori Wick
389707,40820,Lori Wick
389741,40820,Lori Wick
389763,42112,Wayne W. Dyer
390711,37359,James Clavell
391724,37889,Edgar Allan Poe
391729,37889,Edgar Allan Poe
392274,37229,Joseph Conrad
392297,36981,Frank Miller
392307,38432,Edward Gorey
392431,44807,Cathy Glass
392786,42504,Sue Townsend
393060,38133,Lionel Shriver
393145,37035,Alison Croggon
393146,37035,Alison Croggon
393147,37035,Alison Croggon
393199,37258,George Orwell
393392,44341,Gabriel Chevallier
393473,43680,Karleen Koen
393474,43680,Karleen Koen
393841,39993,Chester Himes
394024,39295,Karl Schroeder
394027,39295,Karl Schroeder
394228,37988,Elizabeth  George
394255,41550,Meg Wolitzer
394344,42221,Karen Hawkins
394469,36615,Cormac McCarthy
394535,36615,Cormac McCarthy
394616,37703,E.B. White
394689,37058,Roald Dahl
394724,38285,Cameron Dokey
394728,38285,Cameron Dokey
394729,38285,Cameron Dokey
395006,45194,Paul Pope
395090,36609,Sylvia Plath
395112,46685,Sara Wheeler
395220,40220,Audre Lorde
395850,37508,L.J. Smith
395851,37508,L.J. Smith
395871,37508,L.J. Smith
395873,37508,L.J. Smith
395875,37508,L.J. Smith
395921,37508,L.J. Smith
395922,37508,L.J. Smith
395962,36794,Jacqueline Carey
396266,37530,Jennifer Donnelly
396329,46220,Walter Tevis
396587,41589,James P. Hogan
396734,45645,Theodore Dreiser
396836,36832,Nora Roberts
396929,42500,Alyssa Day
396931,39351,Hannah Arendt
397138,37243,Albert Camus
397277,40076,Berkeley Breathed
397483,37341,Erik Larson
397507,37381,Erich Maria Remarque
397813,38369,Rachel Hawthorne
397861,38633,James Herbert
397862,38633,James Herbert
397867,38633,James Herbert
397872,38633,James Herbert
397874,38633,James Herbert
397876,38633,James Herbert
398129,40668,Emma Holly
398135,40668,Emma Holly
398152,37995,Robert Louis Stevenson
398477,46261,Dana Stabenow
398674,36654,Paullina Simons
398863,48460,Susan Grant
398868,44680,William T. Sherman
398978,40801,Tom Holland
399623,37828,Erich Segal
399896,37665,Stephanie Laurens
399898,37665,Stephanie Laurens
400016,38586,Cecily von Ziegesar
400354,36856,Terry Pratchett
400412,37700,T.S. Eliot
400763,48584,Mother Teresa
400812,45492,Amanda Elyot
400897,37878,Glen Cook
400924,37878,Glen Cook
401072,37659,Rachel Gibson
401514,37627,Piers Paul Read
401905,42415,George MacDonald Fraser
401910,41422,Melody Carlson
401912,42415,George MacDonald Fraser
402013,38006,Louise Rennison
402014,38006,Louise Rennison
402015,38006,Louise Rennison
402022,47477,Nick Bantock
402093,37359,James Clavell
402118,36840,Barbara Hambly
402401,43008,Michael Lee West
402739,39093,Lawrence Block
402744,39093,Lawrence Block
403129,38369,Rachel Hawthorne
403722,39249,Cynthia Rylant
404223,37880,Stephen R. Donaldson
404403,46672,Elsa Watson
404857,42014,Merry Shannon
404874,41778,Charlotte MacLeod
405552,47736,Gilbert Hernández
405589,38809,Stephen R. Lawhead
405724,43886,Judi Hendricks
406186,40257,Eloise Jarvis McGraw
406422,47942,Robert Liparulo
406425,47690,David Maraniss
406683,40054,Lauren Baratz-Logsted
407040,36893,Roberto Bolaño
407154,37382,Leo Tolstoy
407234,36832,Nora Roberts
407813,36873,Robin McKinley
408210,39879,Peter Watson
408478,37978,Agatha Christie
408888,38084,Helen Dunmore
409320,38558,Alexander Key
409583,37081,Madeleine L'Engle
409589,37913,Robert E. Howard
409637,37877,Michael Moorcock
409918,37985,Michael Connelly
409991,42080,Sue Miller
409995,42080,Sue Miller
410009,37423,Arnold Lobel
410368,37982,Carolyn Keene
410412,40543,Sophie Hannah
410615,37126,Alice Hoffman
410766,41573,Greg Bear
410810,40716,James Baldwin
411167,43255,Thomas Thompson
411199,36816,Ray Garton
411475,42203,Giles Milton
411527,37903,Nick Hornby
411701,37318,Linda Howard
411761,37431,E.L. Doctorow
412095,42017,Marcy Dermansky
412285,39664,Gosho Aoyama
412286,39664,Gosho Aoyama
412287,39664,Gosho Aoyama
412732,37860,Jack Kerouac
412930,37666,Johanna Lindsey
412935,37666,Johanna Lindsey
412939,37666,Johanna Lindsey
412963,37666,Johanna Lindsey
412969,37666,Johanna Lindsey
413432,43752,Ji-li Jiang
413496,40703,André Gide
413618,46697,James Hilton
414091,38199,Neal Asher
414298,37332,Richard Russo
414402,42401,Robert B. Parker
414655,39697,Suzanne Brockmann
414692,39697,Suzanne Brockmann
414999,37408,Arthur C. Clarke
415018,47352,A.C. Crispin
415151,37375,Alexandre Dumas
415486,42377,Greg Iles
415488,43411,Damien Echols
416108,47064,Thomas Pakenham
416580,42413,Wilbur Smith
416632,38690,Amin Maalouf
417466,40703,André Gide
417501,46297,Stuart Woods
417524,44387,Simms Taback
417640,42295,Neil Sheehan
417656,36812,Tim Powers
418209,37384,Vladimir Nabokov
418812,48354,Tim Winton
419083,41704,Mark Bowden
419280,37666,Johanna Lindsey
419285,37692,Rudyard Kipling
419289,37666,Johanna Lindsey
419349,38530,Jude Deveraux
419356,38530,Jude Deveraux
419409,46723,Mary O'Hara
420180,46719,Elizabeth Goudge
420182,46719,Elizabeth Goudge
420278,41146,Elizabeth Bishop
420297,38119,H.A. Rey
420404,37386,Dr. Seuss
420415,38796,Victoria Hanley
420496,37410,Terry Brooks
420729,37318,Linda Howard
420730,37318,Linda Howard
420732,37318,Linda Howard
420733,37318,Linda Howard
420734,37318,Linda Howard
420735,37318,Linda Howard
420736,37318,Linda Howard
420737,37318,Linda Howard
420738,37318,Linda Howard
420739,37318,Linda Howard
420743,37318,Linda Howard
420744,37318,Linda Howard
420747,37318,Linda Howard
420753,37318,Linda Howard
420755,37318,Linda Howard
420780,36764,Kresley Cole
420782,36764,Kresley Cole
420849,47763,Mark Peter Hughes
421007,37963,Rob Thurman
421069,37140,Chitra Banerjee Divakaruni
421122,41638,Kyra Davis
421129,36864,MaryJanice Davidson
421280,37502,John Milton
421645,39232,Elizabeth Enright
423125,40020,C.S. Forester
425029,37997,Scott Turow
425099,40118,Tony Hillerman
425123,37999,Dennis Lehane
425173,42401,Robert B. Parker
425174,42401,Robert B. Parker
425377,37646,Loretta Chase
425891,42527,Mikhail Sholokhov
426025,37857,William Faulkner
426492,46778,Norah Lofts
426775,36892,Lauren Weisberger
426825,37371,Leon Uris
426934,44491,Terri Farley
426952,45706,Dennis L. McKiernan
427062,43091,K.J. Parker
427078,37640,Deirdre Martin
427252,37506,Roger Zelazny
427281,37989,Patricia Highsmith
427353,37880,Stephen R. Donaldson
427795,39749,Pat Barker
427830,41724,Lilian Jackson Braun
428035,46984,Deborah Wiles
428036,47123,Kenneth Oppel
428042,47123,Kenneth Oppel
428077,44537,Molière
428108,36842,Lynn Viehl
428263,36595,Stephenie Meyer
428287,47193,Karel Čapek
428368,42434,Storm Constantine
428854,43864,Nancy Springer
428862,46207,Keri Smith
429138,42413,Wilbur Smith
429553,42079,Katherine V. Forrest
429597,41070,E.E. Cummings
430968,37680,Ted Kerasote
431323,43202,Fern Michaels
431344,43202,Fern Michaels
431349,43202,Fern Michaels
431386,43202,Fern Michaels
431806,39657,Akira Toriyama
432020,39495,Yoshihiro Togashi
432288,37425,Erma Bombeck
432319,45465,Shirley MacLaine
432342,47000,Aleister Crowley
432556,37629,Thomas Keneally
433035,37978,Agatha Christie
433533,37397,L.M. Montgomery
434420,39274,Richard Peck
435045,36764,Kresley Cole
435307,39969,Philip Yancey
436061,46992,A.C. Bhaktivedanta Swami Prabhupāda
436148,37908,P.L. Travers
437067,40846,Kaye Gibbons
437261,42764,Henry Cloud
437627,36565,Robert R. McCammon
437676,43134,Michelle Sagara West
438024,48037,Jim Benton
438190,37895,Katharine Kerr
438192,37895,Katharine Kerr
438257,37982,Carolyn Keene
438923,46297,Stuart Woods
439092,38884,Mary Downing Hahn
439275,36697,Meg Cabot
439416,37982,Carolyn Keene
439941,37318,Linda Howard
440419,38294,Jean Ferris
440496,37709,Robert C. O'Brien
440638,48225,Alessandro Baricco
440777,40048,Mohsin Hamid
442793,44624,Ed McBain
442796,44624,Ed McBain
442807,42500,Alyssa Day
442819,39901,Lynne Ewing
442955,44048,Katie Fforde
442957,44048,Katie Fforde
442958,44048,Katie Fforde
442959,44048,Katie Fforde
442961,44048,Katie Fforde
443627,46917,Patricia Polacco
443633,46917,Patricia Polacco
443769,41134,Philip Larkin
444315,37080,Diana Wynne Jones
444330,37049,Natalie Babbitt
444337,45108,Patrice Kindl
444415,37400,Margaret Peterson Haddix
445024,41850,Paul Theroux
445654,38804,Poul Anderson
446279,36800,Catherine Fisher
446513,40503,Mary Novik
446945,38795,Sharon Shinn
447191,37133,Angela Carter
447383,44527,Ben Jonson
448873,37060,Megan Whalen Turner
449189,40712,Felice Picano
449575,41702,Alistair MacLean
449913,37049,Natalie Babbitt
450667,40434,Ryū Murakami
450915,37657,Elizabeth Hoyt
451037,44624,Ed McBain
451220,44580,Jo Knowles
451521,37506,Roger Zelazny
451944,46791,Daniel Ehrenhaft
452177,40567,Karen      Rose
452235,37993,John Grisham
452244,36867,Poppy Z. Brite
452306,37395,Ann Brashares
453407,41492,Walt Disney Company
453835,37845,Stephen Crane
453960,38813,Gregory Benford
454062,38427,Dean Koontz
454600,41957,Cressida Cowell
454856,38947,John Elder Robison
455373,37482,Michael Crichton
455764,41375,Frank De Felitta
455925,37992,Lee Child
455930,37992,Lee Child
455933,39038,Sally Gardner
455941,37992,Lee Child
456028,38454,Ted Dekker
456057,38454,Ted Dekker
456058,38454,Ted Dekker
456386,37374,Robert Graves
456920,37241,Richard  Adams
457060,41188,Julie Halpern
457762,38570,William Steig
458003,36832,Nora Roberts
458034,36629,Nalini Singh
458312,40462,Kay Hooper
458313,40462,Kay Hooper
458314,40462,Kay Hooper
458322,40462,Kay Hooper
458404,46261,Dana Stabenow
458419,41745,Blaize Clement
458450,36556,Stephen King
458624,43799,Malcolm Bradbury
459064,37883,Steven Erikson
459082,38032,D.H. Lawrence
459386,37973,Val McDermid
459744,37073,William Goldman
459746,43436,Rachel Hauck
459820,38633,James Herbert
459822,38633,James Herbert
459869,38633,James Herbert
459901,40625,Patrick Carman
460069,40250,Mary Pope Osborne
460248,37357,John Jakes
460327,36815,Michelle Rowen
460548,37689,P.D. Eastman
460635,41248,Keri Hulme
461104,39880,Jacob Bronowski
461627,39304,Robert Lynn Asprin
461718,48486,Virginia Henley
462033,37302,Jacqueline Winspear
462389,41952,Andre Norton
462550,41554,Brian W. Aldiss
462658,36565,Robert R. McCammon
462685,43844,Tracy Anne Warren
462706,38884,Mary Downing Hahn
462981,42381,J.A. Jance
463063,37069,Lloyd Alexander
463355,40709,John Rechy
463376,37726,Gene Wolfe
463378,37726,Gene Wolfe
463421,37822,Mercedes Lackey
463423,37889,Edgar Allan Poe
464124,42386,Robert Crais
464260,40716,James Baldwin
464685,45302,John Norman
465003,39473,Indu Sundaresan
465697,41710,Olivia Manning
465812,37481,Gabrielle Zevin
465904,37052,Anne McCaffrey
466223,48482,Shirlee Busbee
467185,38725,Kahlil Gibran
467316,42123,Paulette Jiles
467457,42285,Paula Volsky
467573,41880,John  Toland
468070,43130,Nigella Lawson
468488,47750,Janice Galloway
468657,44913,Ibi Kaslik
468664,40333,Barbara Vine
469571,36615,Cormac McCarthy
469901,37318,Linda Howard
469954,38084,Helen Dunmore
469959,38084,Helen Dunmore
470068,45819,Paul S. Kemp
470219,37240,Philip Pullman
471512,40733,Sharyn McCrumb
472343,36556,Stephen King
472580,39992,John Bunyan
472626,48569,Otfried Preußler
472778,37042,Marion Zimmer Bradley
473623,43978,Enid Blyton
473678,43677,Gwen Bristow
473710,37973,Val McDermid
473869,40731,Nina Kiriki Hoffman
473935,44883,Sherryl Woods
474078,40747,Kurban Said
474111,38752,Edgar Rice Burroughs
474211,38116,Mary Norton
474374,37877,Michael Moorcock
474740,37039,Peter S. Beagle
474788,45676,Robin Jarvis
474858,38517,David Shannon
475166,39482,Ruskin Bond
475196,39482,Ruskin Bond
475339,38183,Ludwig Bemelmans
476103,43557,Noah Levine
476494,36630,Gena Showalter
476496,36630,Gena Showalter
476543,36630,Gena Showalter
476558,42947,Nina Bangs
476575,42390,Carol O'Connell
476733,42273,Maggie Furey
476749,42273,Maggie Furey
477078,38669,Lisa Papademetriou
477272,36848,F. Paul Wilson
477338,37497,Laurie Faria Stolarz
477359,37156,Jeanette Winterson
477597,37978,Agatha Christie
477605,37488,Ann M. Martin
477779,36874,Charlaine Harris
477990,41361,Lois Duncan
478071,44062,Cathleen Schine
478246,41235,Karen Connelly
478657,36864,MaryJanice Davidson
478658,36864,MaryJanice Davidson
478659,36864,MaryJanice Davidson
478951,37883,Steven Erikson
478996,36834,Richard Laymon
479309,36645,J.D. Robb
479507,37914,David Gemmell
479519,43641,Donna Gillespie
479561,38203,Peter F. Hamilton
479594,47192,Cecelia Holland
479650,40127,Robert Muchamore
479707,40342,Victoria Holt
480479,38424,Frances Mayes
480570,37358,Colleen McCullough
480575,48177,Nancy McKenzie
481335,38427,Dean Koontz
481446,37360,Michelle Moran
481524,42225,Kathleen Givens
481528,42225,Kathleen Givens
481550,38876,Meredith Ann Pierce
481645,45489,Jennifer Roberson
481749,40088,James E. Talmage
482308,45586,Jane Kirkpatrick
482583,41492,Walt Disney Company
482889,44621,Mark Billingham
483103,37978,Agatha Christie
484637,40450,Dalai Lama XIV
484670,44219,Karin Fossum
485129,47630,John Feinstein
485812,37739,Carl Sagan
486324,43529,Joseph F. Girzone
487445,43480,Joseph Wambaugh
489612,38794,Kate Constable
489830,44891,Adrienne Maria Vrettos
489972,41089,Raymond Briggs
490403,36826,Sherrilyn Kenyon
490419,44109,Christina Dodd
490425,44109,Christina Dodd
490430,44109,Christina Dodd
490471,41174,Liz Carlyle
490609,36832,Nora Roberts
490867,36920,Mo Willems
491230,36832,Nora Roberts
491244,36832,Nora Roberts
491887,41578,Zenna Henderson
491888,41578,Zenna Henderson
491944,36478,Simone Elkeles
492069,42297,Sarah Monette
492486,37043,Tamora Pierce
492490,37043,Tamora Pierce
492923,37348,Bernard Cornwell
493123,37497,Laurie Faria Stolarz
493124,37497,Laurie Faria Stolarz
493311,42648,William Trevor
493455,36627,Scott Westerfeld
493456,36627,Scott Westerfeld
493559,41158,Rachel Vail
493566,36594,Alyson Noel
493715,41422,Melody Carlson
494164,37228,Mark Twain
494785,44538,John Webster
495242,37766,Mary Hoffman
495369,46601,Bernice L. McFadden
495395,38470,A.J. Jacobs
496040,43474,Luanne Rice
496102,37086,Julie Anne Peters
496123,37405,Sidney Sheldon
496638,48087,Kristiana Gregory
497179,36589,H.G. Wells
497199,41889,Charles Bukowski
497250,39611,Yuu Watase
497396,41492,Walt Disney Company
497819,44641,Margo Lanagan
498082,37270,Will Thomas
498214,37895,Katharine Kerr
498389,40122,Jo Nesbø
498608,37426,Frederick Forsyth
498641,39984,Brother Lawrence
498835,37273,Kate Mosse
499415,38213,China Miéville
499437,37381,Erich Maria Remarque
500383,39633,Kaori Yuki
500503,39642,Naoko Takeuchi
500657,39046,Clare B. Dunkle
500660,39046,Clare B. Dunkle
500743,37935,Cinda Williams Chima
500799,44016,Barbara Park
501124,36884,Kate Atkinson
501909,40022,Allan Frewin Jones
501910,40022,Allan Frewin Jones
501960,43753,Erynn Mangum
502301,40387,Kieran Scott
502556,36820,Gerry Bartlett
503150,37718,Christopher Hitchens
503156,38804,Poul Anderson
503536,45869,Cheyenne McCray
503773,41422,Melody Carlson
504405,47681,Ken Dryden
504420,42181,Vince Flynn
505064,39304,Robert Lynn Asprin
505352,37914,David Gemmell
505636,46665,Roland Smith
506145,41688,Ernst Jünger
506268,37357,John Jakes
507069,39404,Nancy E. Turner
507590,39877,Deborah Blum
508225,37665,Stephanie Laurens
508274,43202,Fern Michaels
508388,46602,Bradley James Simpson
508486,39319,Kevin J. Anderson
508903,41724,Lilian Jackson Braun
509048,37357,John Jakes
509080,37258,George Orwell
509094,40355,Washington Irving
509387,43030,Andrew Gross
509493,37978,Agatha Christie
509784,37494,Isaac Asimov
509858,45499,H. Rider Haggard
509957,39413,Elizabeth Chadwick
510070,41724,Lilian Jackson Braun
510247,41820,Bryce Courtenay
510411,47063,André Brink
510539,42658,Len Deighton
510569,37374,Robert Graves
510583,48087,Kristiana Gregory
510632,41361,Lois Duncan
511206,37822,Mercedes Lackey
511226,38199,Neal Asher
511227,38199,Neal Asher
511257,41806,Nancy Atherton
511258,41806,Nancy Atherton
511259,41806,Nancy Atherton
511260,41806,Nancy Atherton
511261,41806,Nancy Atherton
511263,41806,Nancy Atherton
511532,41616,Jacqueline Wilson
511627,41616,Jacqueline Wilson
511635,41616,Jacqueline Wilson
511655,41616,Jacqueline Wilson
511718,41616,Jacqueline Wilson
511993,42372,Ian Rankin
512475,37975,Mary Higgins Clark
512662,47217,Luigi Serafini
513176,45435,Michael A. Stackpole
513252,45489,Jennifer Roberson
513260,45489,Jennifer Roberson
513267,45489,Jennifer Roberson
513269,45489,Jennifer Roberson
513617,44047,Marsha Mehran
514210,43509,Alan W. Watts
514771,39204,Gail Giles
514778,36864,MaryJanice Davidson
514811,37164,Ki Longfellow
515394,43233,Maggie Shayne
515475,43873,Deborah Ellis
515587,37869,Elizabeth Haydon
515885,44188,Sandra Boynton
516074,44345,W.E. Johns
516570,45634,Samuel Butler
516784,39642,Naoko Takeuchi
517570,38542,Henry James
518848,37063,Garth Nix
518853,42203,Giles Milton
519112,43805,Tim Burton
519546,38140,Christopher Pike
519933,37080,Diana Wynne Jones
520738,37283,Umberto Eco
521648,40698,William Manchester
522421,43436,Rachel Hauck
522471,41177,Joan Bauer
522686,41361,Lois Duncan
522726,37614,Henry David Thoreau
522782,37094,Ellen Wittlinger
523151,48457,Ellen Potter
523793,48039,James Crumley
523795,48039,James Crumley
525285,39297,Hal Clement
525304,47195,Olaf Stapledon
525426,37995,Robert Louis Stevenson
525544,39752,J.M. Coetzee
525678,37982,Carolyn Keene
525995,37907,Chris Van Allsburg
526014,45869,Cheyenne McCray
526024,39483,Mulk Raj Anand
526045,40218,Valerie Solanas
526067,37914,David Gemmell
526071,37914,David Gemmell
526187,43551,Anthony Trollope
526550,37978,Agatha Christie
526613,39414,Jennifer Chiaverini
526764,39028,Robert Fanney
526797,41782,Shirley Damsgaard
526927,41303,Nadine Gordimer
527077,36898,Nancy Werlin
527495,45622,Gertrude Stein
527513,45509,Norman Rush
527744,37978,Agatha Christie
527823,43305,Craig Clevenger
527862,37896,Irvine Welsh
528038,41806,Nancy Atherton
528361,39323,John Ringo
528468,44781,Jamie Carie
528493,41634,Elsa Morante
528710,44038,Alexandra Potter
528918,37991,Peter Høeg
528965,37268,Peter Tremayne
529126,41477,Hannah Howell
529241,40749,Paul Gallico
529346,37416,Judy Blume
529474,39247,Harold Keith
529582,37875,R.A. Salvatore
529626,37236,Ken Kesey
529701,38430,Woody Allen
529815,41397,Robin Cook
529830,37353,Patrick O'Brian
530340,48481,Elizabeth Lowell
530385,48481,Elizabeth Lowell
530965,36570,John Wyndham
531042,40535,Morgan Llywelyn
531262,40723,Evelyn Waugh
531391,40448,Dan Millman
531495,40236,Eve Ensler
531989,37161,Junot Díaz
532069,46917,Patricia Polacco
533690,37071,L. Frank Baum
534255,38942,Lucy Grealy
534258,36718,Gayle Forman
534589,42377,Greg Iles
534733,36832,Nora Roberts
