book_id,listegenre
262308,"Classics, Cultural-France, Literature-19th Century, Poetry"
262392,"Adult Fiction, American-Southern, Fiction, Humor"
262430,"Adventure, Childrens, Childrens-Middle Grade, Fantasy, Fiction, Young Adult"
262436,"Childrens, Fantasy, Fiction"
262438,"Adventure, Childrens, Childrens-Chapter Books, Childrens-Juvenile, Fantasy, Fantasy-Magic, Fiction, Historical, Historical-Historical Fiction, Science Fiction-Time Travel"
262545,"Fiction, Historical-Historical Fiction, Westerns, Young Adult-Coming Of Age"
262731,"Business, Language-Communication, Nonfiction, Psychology, Reference, Science, Self Help, Self Help-Personal Development, Social, Sociology"
262762,"Art, Biography, Criticism, Criticism-Literary Criticism, Cultural, History, Literature, Nonfiction, Philosophy, Writing-Essays"
262856,"Fantasy, Fiction, Humor, Science Fiction, Science Fiction-Cyberpunk, Science Fiction-Time Travel"
262966,"Fiction, Science Fiction, Science Fiction-Alternate History"
263004,"Biology-Evolution, Nonfiction, Philosophy, Science, Science-Biology, Science-Popular Science"
263021,"Apocalyptic-Post Apocalyptic, Fantasy, Fiction, Hugo Awards, Science Fiction"
263059,"Fantasy, Fantasy-Epic Fantasy, Fiction, Science Fiction"
263081,"Fantasy, Fantasy-Epic Fantasy, Fiction"
263082,"Fantasy, Fantasy-Epic Fantasy, Fiction, Science Fiction"
263083,"Fantasy, Fiction, Science Fiction"
263091,"History, Military History-American Revolution, Nonfiction, North American Hi...-American History"
263111,"Fiction, Science Fiction, War-Military Fiction"
263137,"Fiction, Science Fiction"
263145,"Fantasy, Paranormal-Vampires, Romance, Sequential Art-Graphic Novels, Sequential Art-Manga"
263146,"Fantasy-Paranormal, Fantasy-Urban Fantasy, Paranormal-Vampires, Romance, Romance-Paranormal Romance, Womens Fiction-Chick Lit"
263147,"Fantasy, Fantasy-Paranormal, Paranormal-Vampires, Romance, Young Adult"
263148,"Fantasy, Fantasy-Paranormal, Paranormal-Vampires, Romance, Young Adult"
263149,"Fantasy, Fantasy-Paranormal, Paranormal-Vampires, Romance, Romance-Paranormal Romance"
263171,"Fantasy, Fantasy-Paranormal, Fantasy-Supernatural, Fantasy-Urban Fantasy, Fiction, Paranormal-Vampires, Romance, Romance-Paranormal Romance, Young Adult, Young Adult-Teen"
263172,"Fantasy, Fantasy-Paranormal, Paranormal-Vampires, Romance, Young Adult"
263173,"Fantasy, Paranormal-Vampires, Romance, Sequential Art-Graphic Novels, Sequential Art-Manga"
263175,"Fantasy, Games-Gaming, Games-Role Playing Games, Horror, Paranormal-Vampires"
263176,"Fantasy, Fantasy-Paranormal, Paranormal-Vampires, Romance, Romance-Paranormal Romance, Womens Fiction-Chick Lit"
263179,"Fantasy, Fantasy-Paranormal, Paranormal-Vampires, Romance, Romance-Paranormal Romance"
263208,"Fantasy, Fantasy-Magic, Fiction"
263460,"Fiction, Horror, Horror-Zombies, Science Fiction"
263466,"Fiction, Science Fiction"
263550,"Fantasy, Fantasy-Paranormal, Fantasy-Urban Fantasy, Fiction, Horror, Paranormal-Vampires"
263623,"Childrens, Fiction, Historical, Historical-Historical Fiction, War-World War II, Young Adult"
263731,"Adventure, Fantasy, Fantasy-Magic, Fiction, Romance, Young Adult"
263875,"Fantasy, Fiction, Media Tie In-Star Wars, Science Fiction, Young Adult"
263919,"Autobiography-Memoir, History, Nonfiction, War-World War II, World War II-Holocaust"
263985,"Cultural-France, Fiction, Science Fiction, Science Fiction-Dystopia"
263991,"Childrens, Childrens-Chapter Books, Fiction"
264069,"Fantasy, Fantasy-Dragons, Fantasy-Magic, Fiction, Paranormal-Witches"
264158,"Classics, Fiction, Gothic, Horror, Poetry, Short Stories"
264205,"Biography, History"
264339,"Historical, Historical-Historical Fiction, Historical-Regency, Romance, Romance-Historical Romance"
264380,"Classics, Cultural-Russia, Fiction, Literature-Russian Literature, Short Stories"
264390,"Academic-School, Anthologies, Asian Literature-Indian Literature, Biography, Biography Memoir, Childrens, Cultural-India, Drama, Nonfiction, Short Stories"
264397,"Classics, Cultural-Spain, Drama, European Literature-Spanish Literature, Plays, Plays-Theatre"
264446,"Fantasy, Fantasy-Magic, Fiction, Romance, Romance-Fantasy Romance"
264447,"Fiction, Historical-Historical Fiction, Realistic Fiction, Young Adult"
264449,"Art, Nonfiction"
264587,"Cultural-Africa, Fiction, Historical-Historical Fiction, Literature-African Literature, Western Africa-Ghana"
264778,"Fiction, Historical, Historical-Historical Fiction"
264827,"Biography, Biography Memoir, Culture-Film, Nonfiction"
264891,"Cultural-Latin American, History, Nonfiction"
264892,"History, Nonfiction"
264894,"Cultural-Latin American, European Literature-Spanish Literature, History, Literature, Nonfiction, Philosophy, Politics, Race, Sociology, Writing-Essays"
264944,"Fiction, Science Fiction"
264946,"Fiction, Hugo Awards, Science Fiction"
265030,"Nonfiction, Poetry"
265044,Poetry
265102,"Classics, Contemporary, Cultural-Germany, European Literature-German Literature, Fiction, Literature, Mystery, Novels, Philosophy, Psychology"
265200,"Christian, Religion, Religion-Christianity"
265205,"Christian, Nonfiction, Reference, Religion, Religion-Christianity"
265264,"Fantasy, Fiction, Philosophy, Spirituality"
265416,Health
265858,"Philosophy, Religion, Sociology"
265923,"European Literature-Spanish Literature, Fiction, Realistic Fiction"
265987,"European Literature-German Literature, Fiction, Novels"
266009,"Adventure, Biography, Environment-Nature, Nonfiction"
266010,"Fiction, Mystery, Mystery-Crime"
266203,Spirituality
266204,"Childrens, Childrens-Picture Books, Classics, Fiction"
266315,"Fiction, Historical, Historical-Historical Fiction, Mystery, Thriller, War-World War I"
266346,"Crime-True Crime, Mystery-Crime, Nonfiction"
266380,"Audiobook, Cultural, History, Humor, Humor-Comedy, Nonfiction, Philosophy, Politics, Politics-Political Science, Reference"
266384,"Humor, Nonfiction, Politics"
266485,"Action, Adventure, Adventure-Survival, Classics, Cultural-Russia, Fiction, Historical, Historical-Historical Fiction, Thriller, Westerns"
266599,"Fantasy, Fantasy-Paranormal, Fantasy-Supernatural, Fiction, Paranormal-Vampires, Romance, Sequential Art-Comics, Sequential Art-Graphic Novels, Sequential Art-Manga, Young Adult"
266607,"Fantasy, Fantasy-Paranormal, Fantasy-Urban Fantasy, Paranormal-Fairies, Young Adult"
266661,"Cultural-African American, Fiction, Historical, Historical-Historical Fiction, Young Adult"
266663,"Contemporary, Realistic Fiction, Young Adult, Young Adult-Teen"
266666,"Contemporary, Cultural-African American, Fiction, Realistic Fiction, Young Adult"
266668,"Fiction, Realistic Fiction, Retellings, Romance, Young Adult, Young Adult-Teen"
266682,"Childrens, Fiction, Horror, Young Adult"
266689,"Childrens, Childrens-Juvenile, Childrens-Middle Grade, Contemporary, Fiction, Kids, Realistic Fiction, Womens Fiction-Chick Lit, Young Adult, Young Adult-Teen"
266782,"Fiction, Media Tie In-Star Wars, Science Fiction"
266802,"Action, Fiction, Science Fiction"
266904,"Childrens-Middle Grade, Fiction"
266934,"Fantasy, Fiction, Historical, Historical-Historical Fiction, Romance, Romance-Historical Romance"
267013,"Biography, Cultural-Russia, History, Nonfiction, War, War-World War II"
267022,"Adult, Fantasy, Fiction, Science Fiction, Science Fiction Fantasy, Space, Space-Space Opera, War, War-Military Fiction, Young Adult"
267035,"Adventure, Childrens, Childrens-Juvenile, Childrens-Middle Grade, Fiction, Horror, Mystery, Realistic Fiction, Thriller, Young Adult"
267071,"Adventure, Classics, Cultural-France, Fiction, Science Fiction"
267102,"Classics, Fiction, Historical-Victorian, Literature, Literature-19th Century"
267122,"Classics, Fiction, Literature-English Literature"
267123,"Classics, Fiction"
267205,"Cultural-Japan, Fiction, Historical, Historical-Historical Fiction, Novels, War"
267219,"Manga-Shojo, Romance, Sequential Art-Graphic Novels, Sequential Art-Manga"
267243,"Fiction, Historical-Historical Fiction"
267334,"Fiction, Science Fiction"
267419,"Fiction, Mystery, Thriller, Writing-Books About Books"
267478,"Fiction, Historical-Historical Fiction"
267533,"Anthologies, Fiction, Short Stories, Young Adult"
267667,"Adult, Adult Fiction-Erotica, Contemporary, Mystery, Romance, Romance-Contemporary Romance, Romance-Erotic Romance, Romance-Romantic Suspense, Suspense, War-Military Fiction"
267738,"Contemporary, Fiction, Romance, Romance-Contemporary Romance, Womens Fiction-Chick Lit"
267745,"Cultural-India, Fiction, Historical, Historical-Historical Fiction, Novels"
267869,"Fiction, Historical, Historical-Historical Fiction, Mystery, Mystery-Historical Mystery, Romance"
267910,"Classics, Cultural-France, European Literature-French Literature, Fiction"
267972,"Childrens, Childrens-Middle Grade, Fiction, Horror, Mystery, Paranormal-Ghosts, Young Adult"
268016,"Fiction, Historical-Historical Fiction, Literary Fiction"
268172,"Autobiography-Memoir, Biography, Christian, Nonfiction, Religion, Religion-Theology, Spirituality"
268187,"Christian, Christian Fiction, Classics, Fantasy, Fiction"
268275,"Fiction, Mystery, Romance, Romance-Romantic Suspense, Suspense, Thriller"
268402,"Adventure, Fiction, Mystery, Thriller"
268406,"Christian Fiction, Contemporary, Fiction, Womens Fiction-Chick Lit"
268437,"Fantasy, Fiction, Historical, Historical-Historical Fiction, Paranormal-Vampires, Science Fiction-Alternate History"
268559,"Fiction, Horror, Thriller"
268565,"Childrens, Childrens-Juvenile, Childrens-Picture Books, Fantasy, Fiction, Holiday, Holiday-Christmas, Horror, Humor, Poetry"
268593,"Anthologies, Fantasy, Fantasy-Paranormal, Fiction, Futuristic, Mystery, Mystery-Crime, Romance, Romance-Romantic Suspense, Suspense"
268598,"Fiction, Mystery, Mystery-Crime, Romance"
268601,"Fiction, Mystery, Mystery-Crime, Romance, Romance-Romantic Suspense"
268604,"Fiction, Mystery, Mystery-Crime, Romance"
268707,"Art, Couture-Fashion, Nonfiction, Northern Africa-Egypt"
268917,"Childrens, Childrens-Middle Grade, Fantasy, Fiction"
268985,"Childrens, Fantasy, Fiction, Horror, Paranormal-Ghosts, Young Adult"
268994,"Childrens, Fantasy-Supernatural, Fiction, Horror, Paranormal-Ghosts, Young Adult"
269041,"Nonfiction, Philosophy, Self Help, Spirituality"
269322,"Classics, Fiction, Horror, Poetry"
269353,"Biography, Cultural-Canada, History, Nonfiction, Sequential Art-Comics, Sequential Art-Graphic Novels"
269362,"Fiction, Mystery, Mystery-Crime, Thriller"
269589,"Classics, Fiction, Literature, Poetry"
269713,"Childrens, Classics, Fantasy, Fiction"
269751,"Fiction, Mystery, Mystery-Cozy Mystery"
269795,"Cultural-Ireland, European Literature-Irish Literature, Fiction, Humor, Music"
270032,"Adventure, Autobiography-Memoir, Biography, Biography-Autobiography, Classics, Cultural-Asia, History, Nonfiction, Religion-Buddhism, Travel"
270100,"Anthropology, Feminism, Nonfiction, Parenting, Psychology, Science"
270259,"Fiction, GLBT-Queer, LGBT, Science Fiction"
270340,"Media Tie In, Media Tie In-Tv, Nonfiction"
270367,"Contemporary, Fiction, GLBT-Queer, LGBT, Romance, Young Adult"
270435,"Health, Health-Mental Health, Nonfiction, Philosophy-Metaphysics, Psychology, Reference, Self Help, Self Help-Personal Development, Spirituality, Spirituality-New Age"
270482,"Animals, Biography, Cultural-Africa, Cultural-France, Environment-Nature, History, Nonfiction, Northern Africa-Egypt, Science-Natural History, Travel"
270490,"Fantasy, Fiction, Historical-Historical Fiction, Science Fiction, Science Fiction-Time Travel"
270521,"Cultural-Russia, Fiction, Mystery, Spy Thriller-Espionage, Thriller"
270537,"Cultural-Scotland, Fiction, Historical, Historical-Historical Fiction"
270658,"Philosophy, Religion, Religion-Christianity, Religion-Theology"
270687,Philosophy
270730,"Contemporary, Fiction, Poetry, Young Adult"
270804,"Fiction, Poetry, Young Adult"
270805,"Contemporary, Fiction, Poetry, Young Adult"
270807,"Contemporary, Drama, Fiction, Poetry, Realistic Fiction, Religion, Romance, Sociology-Abuse, Young Adult, Young Adult-Teen"
270872,"Asian Literature-Turkish Literature, Cultural-Turkish, Fiction, Novels"
270897,"Business, Business-Management, Leadership, Nonfiction, Science"
271074,"Fiction, Historical-Historical Fiction, War"
271198,"Fantasy, Romance, Sequential Art-Graphic Novels, Sequential Art-Manga, Young Adult"
271199,"Fantasy, Romance, Sequential Art-Comics, Sequential Art-Graphic Novels, Sequential Art-Manga, Young Adult"
271244,"Fantasy, Romance, Sequential Art-Graphic Novels, Sequential Art-Manga, Young Adult"
271248,"Fantasy, Sequential Art-Comics, Sequential Art-Graphic Novels, Sequential Art-Manga"
271255,"Health, Nonfiction, Self Help, Self Help-Personal Development"
271258,"Fantasy, Sequential Art-Comics, Sequential Art-Graphic Novels, Sequential Art-Manga"
271261,"Fantasy, Sequential Art-Comics, Sequential Art-Graphic Novels, Sequential Art-Manga"
271262,"Fantasy, Sequential Art-Comics, Sequential Art-Graphic Novels, Sequential Art-Manga"
271263,"Fantasy, Sequential Art-Comics, Sequential Art-Graphic Novels, Sequential Art-Manga"
271264,"Fantasy, Sequential Art-Comics, Sequential Art-Graphic Novels, Sequential Art-Manga"
271265,"Fantasy, Sequential Art-Comics, Sequential Art-Graphic Novels, Sequential Art-Manga"
271266,"Fantasy, Sequential Art-Comics, Sequential Art-Graphic Novels, Sequential Art-Manga"
271276,"Classics, Classics-Classic Literature, European Literature-British Literature, Fiction, Historical-Historical Fiction, Historical-Victorian, Literature, Literature-19th Century, Novels, Romance"
271292,"Fiction, Mystery, Mystery-Crime"
271293,"Fiction, Mystery, Suspense, Thriller, Thriller-Mystery Thriller"
271294,"Fiction, Mystery, Mystery-Crime"
271295,"Fiction, Mystery, Mystery-Crime, Thriller-Mystery Thriller"
271296,"Fiction, Mystery, Mystery-Crime"
271297,"Fiction, Mystery"
271298,"Fiction, Mystery, Mystery-Crime"
271299,"Fiction, Mystery"
271300,"Fiction, Mystery, Mystery-Crime"
271301,"Fiction, Mystery, Mystery-Crime"
271367,"Fantasy, Fiction, Horror, Media Tie In-Buffy The Vampire Slayer, Paranormal-Vampires, Sequential Art-Comics, Sequential Art-Graphic Novels"
271457,"Literature-21st Century, Poetry"
271487,"Fiction, Historical, Historical-Historical Fiction, LGBT, Romance, Romance-M M Romance"
271660,"Cultural-France, Humor, Nonfiction, Travel"
271685,"Classics, Fiction, Historical, Historical-Historical Fiction, Romance"
272102,"Art, Classics, Literature, Literature-18th Century, Medievalism-Romanticism, Poetry"
272138,"American-Southern, Fiction, Gothic-Southern Gothic"
272211,"Christian, Christian-Christian Living, Nonfiction, Psychology-Counselling, Religion-Christianity, Religion-Theology, Spirituality"
272246,"Historical, Romance, Romance-Historical Romance"
272249,"Historical, Historical Romance-Medieval Romance, Historical-Medieval, Romance, Romance-Historical Romance"
272254,"Fiction, Mystery, Romance, Suspense"
272264,"Fiction, Mystery, Suspense, Thriller, Thriller-Mystery Thriller"
272315,"Contemporary, Fiction, GLBT-Lesbian, GLBT-Queer, LGBT, LGBT-Gay, Lesbian-Lesbian Fiction, Realistic Fiction, Romance, Young Adult"
272436,"Animals, Childrens, Classics, European Literature-British Literature, Fantasy, Fiction"
272595,"Biography, Crime-True Crime, Mystery-Crime, Nonfiction"
272599,"Autobiography-Memoir, Biography, Family, Nonfiction, Parenting-Adoption"
272607,"Fiction, Mystery, Mystery-Crime, Thriller"
272614,"Fiction, Humor, Literature-American, Short Stories"
272716,"Humor, Media Tie In, Nonfiction"
272752,"Childrens-Middle Grade, Cultural, Fiction, Realistic Fiction, Young Adult"
272773,"Fiction, Science Fiction, Short Stories"
272791,"Fantasy, Fantasy-Magic, Fantasy-Paranormal, Fantasy-Supernatural, Fantasy-Urban Fantasy, Fiction, Paranormal-Witches, Religion-Wicca, Young Adult, Young Adult-Teen"
272799,"Library Science-Information Science, Nonfiction, Science, Science-Library Science"
272859,"Christian, Nonfiction, Religion-Christianity, Religion-Theology"
272869,"Christian, Nonfiction, Religion-Theology"
272895,"Animals, Animals-Horses, Childrens, Classics, Fiction, Young Adult"
273197,"Cultural-Asia, Cultural-Japan, History, Nonfiction, War, War-World War II"
273273,"Christian, Prayer, Religion, Religion-Theology, Spirituality"
273331,"Christian, Christian-Christian Living, Nonfiction, Religion-Christianity, Religion-Faith, Religion-Theology"
273511,"Animals, Fantasy, Fiction"
273512,"Animals, Fantasy"
273718,"Childrens, Childrens-Picture Books, Family"
273737,"Autobiography-Memoir, Biography, History, Nonfiction, War-World War II, World War II-Holocaust"
273788,"Manga-Yaoi, Romance, Romance-M M Romance, Sequential Art-Graphic Novels, Sequential Art-Manga, Yaoi-Boys Love"
273789,"Manga-Yaoi, Romance, Sequential Art-Manga, Yaoi-Boys Love"
273790,"Manga-Yaoi, Romance, Sequential Art-Graphic Novels, Sequential Art-Manga, Yaoi-Boys Love"
273841,"Animals, Animals-Birds, Environment-Nature, Nonfiction, Science, Science-Natural History"
273843,"Fiction, Literature-American, Politics"
273891,"Christian Fiction, Christianity-Lds, Fiction, Historical, Historical-Historical Fiction, Lds-Lds Fiction, Military History-Civil War, Novels, Religion, War"
274005,"Fiction, Science Fiction, Science Fiction-Cyberpunk"
274014,"Christian, Christianity-New Testament, Nonfiction, Reference, Religion-Theology"
274043,"Fiction, Science Fiction, Science Fiction-Cyberpunk"
274052,"Fiction, Novels, Science Fiction, Science Fiction Fantasy, Science-Mathematics"
274053,"Fiction, Science Fiction, Science Fiction-Cyberpunk"
274056,"Fiction, Science Fiction, Science Fiction-Cyberpunk, Science-Mathematics"
274138,"Fantasy, Fantasy-Magic, Fantasy-Paranormal, Fiction, Mystery, Mystery-Cozy Mystery, Paranormal-Witches, Womens Fiction-Chick Lit"
274163,"Fiction, Literature, Novels"
274242,"Biology-Ecology, Nonfiction, Science"
274400,"Fiction, Historical, Historical-Historical Fiction, Mystery, Mystery-Historical Mystery"
274618,"Anthologies, Anthologies-Collections, Fantasy, Fiction, Horror, Science Fiction, Science Fiction Fantasy, Short Stories"
274619,"Fantasy, Fiction, Horror, Science Fiction, Short Stories"
274746,"Fiction, Historical-Historical Fiction"
274830,"Cultural, Nonfiction, Philosophy, Religion-Theology, Science, Science-Technology, Sociology"
274868,"Adventure, Childrens-Middle Grade, Fantasy, Holiday, Holiday-Christmas, Young Adult"
274942,"Fiction, Historical, Historical-Historical Fiction"
275000,"Animals, Fantasy, Fiction"
275237,"Autobiography-Memoir, Biography, Biography-Autobiography, Business, Education, History, Nonfiction, Politics, Self Help"
275245,"Classics, Drama, Fiction, Plays"
275247,"Childrens, Classics, Fiction"
275325,"Childrens, Childrens-Juvenile, Childrens-Picture Books, Classics, Fantasy, Fiction, Humor, Poetry, Politics, War"
275470,"Anthologies, Classics, Fantasy, Fiction, Horror, Paranormal-Ghosts, Short Stories"
275474,"Autobiography-Memoir, Biography, Biography Memoir, Nonfiction"
275505,"Academic-Read For School, Academic-School, Classics, Cultural-France, European Literature-French Literature, Fiction, Literature, Literature-20th Century, Poetry"
275600,"Asian Literature-Indian Literature, Cultural-India, Fiction, Young Adult"
275651,"Autobiography-Memoir, History, Literature-20th Century, Nonfiction, Short Stories, World War II-Holocaust"
275790,"Classics, Fiction, Literature-American, Short Stories"
275833,"History, Military-Military History, Nonfiction, War, War-Military Fiction"
275841,"Fiction, Literature-Banned Books, Short Stories, Sports-Sports, Young Adult, Young Adult-Teen"
275842,"Realistic Fiction, Sports-Sports, Young Adult"
275844,"Death, Fiction, Realistic Fiction, Sports-Sports, Young Adult, Young Adult-Teen"
276123,"Fiction, Novels, Romance"
276287,"Art, Design, Nonfiction, Reference"
276288,"Art, Nonfiction, Reference"
276342,"Contemporary, Fiction, Romance, Womens Fiction-Chick Lit"
276384,"Christianity-Catholic, Nonfiction, Religion, Religion-Theology, Spirituality"
276477,"Cultural, Culture-Society, History, Nonfiction, Sociology"
276480,"Anthologies, Crime-True Crime, Cultural, Cultural-Counter Culture, History, Nonfiction, Pseudoscience-Conspiracy Theories, Religion-Esoterica, Science Fiction-Apocalyptic, Writing-Essays"
276491,"Apocalyptic-Post Apocalyptic, Christian, Christian Fiction, Fantasy, Fiction, Religion, Religion-Christianity, Science Fiction Fantasy, Science Fiction-Dystopia, War-Military Fiction"
276514,"Economics, Nonfiction, Philosophy, Politics, Sociology"
276582,"Biography, History, Nonfiction, War, War-Military Fiction"
276767,"Classics, Fantasy, Fiction, Novella, Novels, Science Fiction, Science Fiction Fantasy, Science Fiction-Aliens, Speculative Fiction, War"
276796,"Fiction, Historical-Historical Fiction, Literature"
276859,"Classics, Cultural-Spain, European Literature-Spanish Literature, Fiction"
276875,"Mystery, Romance, Romance-Romantic Suspense, Suspense, Thriller"
276877,"Fiction, Mystery, Romance-Romantic Suspense, Suspense, Thriller"
276967,"European Literature-British Literature, Fiction, Historical, Historical-Historical Fiction, Literary Fiction, Literature-20th Century, Novels, Romance, War, War-World War II"
277152,"Christian, Nonfiction, Religion-Christianity, Religion-Faith"
277190,"Childrens, Childrens-Middle Grade, Fantasy, Fiction, Young Adult"
277191,"Childrens, Childrens-Middle Grade, Fantasy, Fiction, Young Adult"
277207,"Cultural-Ireland, European Literature-Irish Literature, Fiction"
277260,"Contemporary, Fiction, Romance, Romance-Contemporary Romance, Womens Fiction-Chick Lit"
277397,"American-Southern, Fiction"
277412,"Autobiography-Memoir, Biography, Biography-Autobiography, Music, Nonfiction"
277578,"Christian, Religion-Christianity, Religion-Theology"
277630,"Adventure, Adventure-Survival, Autobiography-Memoir, Nonfiction, Travel"
277897,"Fantasy, Fantasy-Magic, Fantasy-Paranormal, Fantasy-Urban Fantasy, Paranormal-Demons, Romance"
277928,"Classics, Drama, Poetry"
277950,"Classics, Combat-Martial Arts, Cultural-Japan, History, Nonfiction, Philosophy"
278060,"Christian, Christian Fiction, Fiction, Historical-Historical Fiction"
278099,"Adult, Contemporary, Drama, Fiction, Novels, Romance, Romance-Contemporary Romance, Romance-Love Story, Womens Fiction, Womens Fiction-Chick Lit"
278129,"Fiction, Romance"
278198,"Christian, Nonfiction, Religion, Self Help"
278210,"Fiction, Historical, Historical-Historical Fiction, Mystery, Religion, Thriller"
278237,"Classics, Fiction, Mystery, Mystery-Crime, Short Stories"
278261,"Animals, Autobiography-Memoir, Biography, Nonfiction"
278262,"Animals, Autobiography-Memoir, Humor, Nonfiction"
278280,"Cultural-India, Fiction, Science Fiction, Science Fiction-Cyberpunk"
278299,"Historical, Romance, Romance-Historical Romance, Westerns"
278316,"Classics, Fantasy-Mythology, Fiction, Literature, Poetry"
278430,"Fiction, GLBT-Queer, LGBT, LGBT-Gay, Literature, Literature-American, Novels"
278619,"Fiction, Gothic, Gothic-Gothic Romance, Mystery, Romance, Romance-Romantic Suspense, Suspense"
278620,"Childrens, Mystery, Young Adult"
278651,"Fiction, Gothic, Gothic-Gothic Romance, Mystery, Romance, Romance-Romantic Suspense, Suspense"
278653,"Fiction, Gothic, Mystery, Romance, Romance-Romantic Suspense"
278656,"Fiction, Historical, Historical-Historical Fiction, New York"
278670,"Fiction, Gothic, Gothic-Gothic Romance, Historical, Historical-Historical Fiction, Mystery, Romance, Romance-Romantic Suspense"
278701,"Biography, Nonfiction, Sports-Baseball, Sports-Sports"
278725,"Childrens, Fiction, Mystery, Young Adult"
278794,"Action, Adventure, Childrens, Fiction, Historical-Historical Fiction, Mystery, Spy Thriller-Espionage, Thriller, Young Adult, Young Adult-Teen"
278854,"Academic-School, Classics, Fiction, Horror, Literature-19th Century, Literature-American, Mystery, Mystery-Crime, Mystery-Detective, Short Stories"
278952,"Environment, Environment-Nature, Fiction, Literature, Novels, Westerns"
278958,"Childrens, Fiction, Historical, Historical-Historical Fiction, War, World War II-Holocaust, Young Adult"
279033,"Asian Literature-Japanese Literature, Cultural-Japan, History, History-Japanese History, Military-Military History, Nonfiction"
279119,"Fiction, Historical-Historical Fiction, War"
279221,"Classics, Drama, Fiction, Plays, Plays-Theatre, Poetry"
279394,"Christian, Christian Fiction, Fiction, Historical, Historical-Historical Fiction, Romance"
279456,"Biography, Classics, History, Nonfiction, Philosophy"
279461,"Biography, Classics, History, Nonfiction"
279524,"Fantasy, Fantasy-Paranormal, Romance, Romance-Paranormal Romance"
279561,"Fiction, Science Fiction, Science Fiction-Cyberpunk"
279639,"Fiction, Health-Mental Health, Mental Health-Mental Illness, Young Adult, Young Adult-Teen"
279642,"Fiction, Realistic Fiction, Young Adult"
279647,"Criticism-Literary Criticism, Writing-Books About Books"
279660,"Classics, Drama, Fiction, Historical, Historical-Historical Fiction, Plays, Plays-Theatre"
279664,"Fantasy, Fantasy-Mythology, Fiction, Young Adult"
279665,"Fantasy, Fantasy-Mythology, Fiction, Young Adult"
279667,"Fantasy, Fantasy-Mythology, Fiction, Young Adult"
279668,"Fantasy, Fantasy-Mythology, Fiction, Young Adult"
279669,"Fantasy, Fantasy-Mythology, Fiction, Young Adult"
279670,"Adventure, Childrens, Fantasy, Fantasy-Mythology, Fantasy-Urban Fantasy, Fiction, Science Fiction, Young Adult, Young Adult-Teen, Young Adult-Young Adult Fantasy"
279671,"Fantasy, Fantasy-Mythology, Fiction, Young Adult"
279672,"Fantasy, Fantasy-Mythology, Fiction, Young Adult"
279673,"Fantasy, Fantasy-Mythology, Fiction, Young Adult"
279679,"Fantasy, Fantasy-Mythology, Fiction, Young Adult"
279680,"Fantasy, Fantasy-Mythology, Fiction, Young Adult"
279691,"Fantasy, Fiction, Young Adult"
279724,"Academic-School, Drama, Feminism, Fiction, Plays, Plays-Theatre"
280005,"Culture-Film, Horror, Reference"
280021,"Culture-Film, Horror, Media Tie In, Nonfiction, Reference"
280111,"Christian, Classics, Nonfiction, Religion, Religion-Christianity"
280125,"Dungeons and Dragons-Forgotten Realms, Fantasy, Fiction"
280240,"Childrens, Childrens-Picture Books, Classics, Fantasy, Fantasy-Fairy Tales"
280277,"Adventure, Childrens, Childrens-Juvenile, Childrens-Middle Grade, Fantasy, Fantasy-Magic, Fantasy-Urban Fantasy, Fiction, Paranormal-Fairies, Young Adult"
280313,"Childrens, Childrens-Picture Books, Cultural, Fairy Tales-Cinderella, Fantasy, Fantasy-Fairy Tales, Fiction, Folklore, Native Americans, Retellings"
280352,"European Literature-Scandinavian Literature, Fiction, Mystery, Mystery-Crime, Thriller"
280410,"History, Law, Nonfiction, Politics"
280412,"Biography, Crime-True Crime, History, Law, Mystery-Crime, Nonfiction"
280455,"Classics, Cultural-Russia, Fiction, Literature-Russian Literature, Short Stories"
280499,"Asian Literature-Indian Literature, Cultural-Asia, Cultural-India, Fiction, Historical-Historical Fiction"
280716,"European Literature-British Literature, Fantasy, Fantasy-Mythology, Fiction"
280773,"Business, Cultural, Cultural-Counter Culture, Culture-Cultural Studies, Culture-Pop Culture, Economics, Nonfiction, Philosophy, Politics, Sociology"
280797,"Classics, Drama, Fiction, Plays, Plays-Theatre"
280813,"Biblical Fiction, Christian, Christian Fiction, Fiction, Historical-Historical Fiction"
280819,"Biblical Fiction, Christian, Christian Fiction, Fiction, Historical-Historical Fiction, Religion"
280847,"Classics, Fiction, Mystery, Mystery-Crime, Mystery-Detective"
280865,"Audiobook, Fiction, Mystery, Mystery-Crime"
280958,"Comics-Comic Book, Fiction, Graphic Novels Comics, Media Tie In, Mystery, Mystery-Crime, Science Fiction Fantasy, Sequential Art-Comics, Sequential Art-Graphic Novels"
281152,"Fiction, Historical, Historical-Historical Fiction, Literature-19th Century"
281235,"Childrens, Fantasy, Fiction, Mystery"
281346,"Asian Literature-Turkish Literature, Cultural-Turkish, Fiction"
281350,"Fiction, Mystery, Mystery-Crime, Thriller"
281433,"Fiction, Horror, Mystery, Thriller"
281493,"Christian, Nonfiction, Religion, Religion-Christianity"
281572,"Autobiography-Memoir, Biography, Cultural-Iran, Nonfiction"
281573,"Fantasy, Fiction, Science Fiction, Science Fiction Fantasy"
281577,"Realistic Fiction, Romance, Womens Fiction-Chick Lit, Young Adult, Young Adult-Teen"
281578,"Womens Fiction-Chick Lit, Young Adult, Young Adult-Teen"
281691,"Fiction, Historical, Historical-Historical Fiction, Literature-19th Century"
