book_id,listegenre
27174847,Fiction
27188596,"Audiobook, Fantasy, Fantasy-Magic, Fiction, Romance, Science Fiction, Science Fiction-Dystopia, War, Young Adult, Young Adult-Young Adult Fantasy"
27190530,"Contemporary, Contemporary Romance-Sports Romance, New Adult, Romance, Romance-Contemporary Romance, Sports-Hockey, Sports-Sports"
27190613,"Audiobook, Fantasy, Fiction, Historical, Historical-Historical Fiction, LGBT, Retellings, Romance, Young Adult, Young Adult-Young Adult Fantasy"
27191159,"History, Military-Military History, Nonfiction, War-Military Fiction, War-World War II"
27193308,"Contemporary, New Adult, Romance"
27193363,"Business-Amazon, Contemporary, New Adult, Romance, Romance-Contemporary Romance"
27193423,"Contemporary, Romance, Romance-Contemporary Romance, Warfare-Fighters"
27193458,"New Adult, Romance, Romance-Contemporary Romance"
27205036,"Adult Fiction-Erotica, Romance, Romance-Contemporary Romance"
27206334,"Romance, Romance-Contemporary Romance"
27206534,"Contemporary, Fiction, Romance, Sports-Sports, Young Adult"
27209375,"Fiction, Historical, Historical-Historical Fiction, Literary Fiction, New York"
27209477,"Media Tie In-Star Trek, Nonfiction, Reference"
27211901,"Fantasy, Historical-Historical Fiction, Romance, Young Adult"
27213121,"Action, Audiobook, Fiction, Mystery, Mystery-Crime, Spy Thriller-Espionage, Suspense, Thriller, Thriller-Mystery Thriller, Thriller-Spy Thriller"
27213168,"Audiobook, Biology-Evolution, Environment-Nature, Health, Health-Medicine, Medical, Nonfiction, Science, Science-Biology, Science-Popular Science"
27213250,"Contemporary, Cultural, Fiction"
27213253,"Audiobook, Fiction, Historical-Historical Fiction, Mystery, Suspense, Thriller, Thriller-Mystery Thriller"
27219837,"Fiction, Historical, Historical-Historical Fiction, Roman"
27220711,"Contemporary, Fiction, New Adult, Romance, Young Adult"
27220736,"Audiobook, Autobiography-Memoir, Biography, Biography Memoir, Biography-Autobiography, Business, Business-Entrepreneurship, Leadership, Nonfiction, Sports-Sports"
27221310,"Animals, Animals-Cats"
27221614,"Adult, Christian Fiction, Fantasy, Fantasy-Paranormal, Fiction, Historical-Historical Fiction, Mystery, Suspense, Thriller, Thriller-Mystery Thriller"
27222501,"Contemporary, Romance, Young Adult-High School"
27223433,"Romance, Romance-Contemporary Romance"
27229264,"Fairy Tales-Fairy Tale Retellings, Fantasy, Fantasy-Fairy Tales, Retellings, Romance, Young Adult"
27230789,"Contemporary, LGBT, Romance, Young Adult"
27231099,"Contemporary, Romance, Womens Fiction-Chick Lit"
27233899,"Audiobook, European Literature-Romanian Literature, Fiction, Romance"
27237358,"Contemporary, Romance, Romance-Contemporary Romance, War-Military Fiction, Young Adult"
27239472,"Contemporary, European Literature-Romanian Literature, Fiction"
27242422,"Adventure, Fantasy, Horror, Mystery, Thriller, Young Adult, Young Adult-Teen"
27242752,"Fantasy, Fantasy-Mythology, Fantasy-Paranormal, Romance, Romance-Paranormal Romance"
27244847,"Contemporary, Dark, Fiction, New Adult, Romance, Romance-Contemporary Romance"
27245484,"Fiction, Humor"
27245604,"Fantasy, Fiction, Humor, Sequential Art-Comics, Sequential Art-Graphic Novels"
27245997,"Apocalyptic-Post Apocalyptic, Fiction, Science Fiction, Science Fiction-Dystopia, Thriller"
27246122,"Fantasy, Fiction, Horror, Retellings"
27246123,"Adult, Contemporary, Romance, Romance-Contemporary Romance, Womens Fiction-Chick Lit"
27246345,"Language-Writing, Nonfiction"
27246842,"Childrens, Childrens-Picture Books"
27250025,"Fantasy-Paranormal, Paranormal-Shapeshifters, Romance-M M Romance"
27250415,"Business-Amazon, Fiction, Mystery, Science Fiction, Thriller"
27251031,Sequential Art-Comics
27252717,"Academic-College, Contemporary, Contemporary Romance-Sports Romance, New Adult, Romance, Romance-Contemporary Romance, Sports-Sports"
27254002,"Christian, Nonfiction"
27259009,"Fantasy, Young Adult"
27261377,"Adult, Contemporary, Fiction, Humor, Military Fiction-Military Romance, New Adult, Romance, Romance-Contemporary Romance, War-Military Fiction, Womens Fiction-Chick Lit"
27261708,"Fiction, Gothic, Historical, Historical-Historical Fiction, Mystery"
27262418,Romance
27262915,"Fantasy, Fantasy-Paranormal, Paranormal-Vampires"
27263454,"Adult, Adult Fiction-Erotica, Contemporary, Dark, Mystery-Crime, New Adult, Romance, Romance-Contemporary Romance, Sociology-Abuse, Suspense"
27264916,"Adult, Contemporary, Fiction, Mystery, Mystery-Crime, New Adult, Thriller"
27265224,"Inspirational, Spirituality"
27267112,"Fantasy, Retellings, Young Adult"
27268403,"Childrens, Childrens-Picture Books, Childrens-Storytime, Christian, Holiday, Holiday-Christmas"
27269538,"Adult, Audiobook, Contemporary, Drama, Military Fiction-Military Romance, New Adult, Romance, Romance-Contemporary Romance, War-Military Fiction, War-Soldiers"
27269638,"Adult, Audiobook, Contemporary, Contemporary Romance-Sports Romance, Humor, New Adult, Romance, Romance-Contemporary Romance, Sports-Hockey, Sports-Sports"
27270030,"Fantasy, Fiction, Science Fiction, Spirituality"
27272223,"Fiction, Romance"
27272505,"Contemporary, Young Adult"
27272506,"Adventure, Audiobook, Fantasy, Fiction, Historical, Historical-Historical Fiction, Romance, Science Fiction-Dystopia, Young Adult, Young Adult-Young Adult Fantasy"
27272698,"Childrens-Middle Grade, Fantasy, Young Adult"
27273806,"Fantasy, Historical-Historical Fiction"
27274207,"Audiobook, Contemporary, Fiction, Womens Fiction-Chick Lit"
27274328,"Autobiography-Memoir, Biography, Humor, Nonfiction"
27274346,"Fantasy, Fantasy-Urban Fantasy, Fiction, Humor"
27274908,"Action, Fantasy, Fantasy-Paranormal, Fantasy-Urban Fantasy, Fiction, Paranormal-Angels, Romance, Science Fiction-Dystopia, Young Adult, Young Adult-Young Adult Romance"
27276264,"Fiction, Horror, Science Fiction, Thriller"
27276324,"Fiction, Mystery, Suspense, Thriller, Thriller-Mystery Thriller"
27276365,"Adventure, Adventure-Survival, Contemporary, Cultural-Canada, Fiction"
27277475,"Fiction, Science Fiction"
27277484,"Anthologies, Fiction, Science Fiction, Short Stories"
27287136,Food and Drink-Cookbooks
27300577,"Cultural-Russia, Fiction, Science Fiction, Science Fiction-Dystopia"
27302332,"Adventure, Fantasy"
27305883,"Nonfiction, Philosophy, Science"
27307561,"Fantasy, Fantasy-Magic, Romance, Young Adult"
27310091,"History, Military-Military History, Nonfiction, War, War-World War II"
27313330,"Asian Literature-Chinese Literature, Classics, Cultural-China, Fantasy, Fiction, Short Stories"
27362503,"Contemporary, Fiction, New Adult, Romance, Romance-Contemporary Romance"
27366528,"Adult, Adventure, Audiobook, Fantasy, Fantasy-Magic, Fantasy-Urban Fantasy, Fiction, LGBT, Novella, Young Adult"
27384662,"Fiction, Novels, Religion-Atheism"
27388497,"Fantasy, LGBT, Romance, Romance-M M Romance"
27389652,History
27391093,"Contemporary, Humor, Romance, Young Adult"
27391819,Thriller-Mystery Thriller
27391993,"Contemporary, New Adult, Romance, Romance-Contemporary Romance"
27401866,"Biography, History, Literature-American, Nonfiction, North American Hi...-American History, Politics, Unfinished"
27401883,"Fiction, Romance, Womens Fiction-Chick Lit"
27403373,"Cultural-Israel, Fiction, Historical-Historical Fiction, Literature-Jewish, Religion"
27405006,"Fantasy, Fiction, Science Fiction, Science Fiction-Time Travel"
27405244,"Fiction, Mystery, Thriller, Thriller-Psychological Thriller"
27405492,"Comics-Superheroes, Dc Comics-Wonder Woman, Graphic Novels Comics, Sequential Art-Comics, Sequential Art-Graphic Novels, Superheroes-Dc Comics"
27406704,"Audiobook, Contemporary, Fiction, Humor"
27409620,"Contemporary, Fantasy, Fantasy-Paranormal, Fantasy-Urban Fantasy, Romance, Romance-Paranormal Romance"
27411345,"Fantasy, Fantasy-Epic Fantasy, Fantasy-High Fantasy, Fiction"
27414384,"Animals, Childrens, Childrens-Middle Grade, Family, Fiction, Realistic Fiction"
27414431,"Fantasy, Romance, Young Adult"
27414442,"Adventure, Childrens-Middle Grade, Fantasy, Fantasy-Magic"
27414462,"Adventure, Childrens, Childrens-Middle Grade, Fantasy, Fantasy-Paranormal, Folklore-Monsters, Horror, Mystery, Sequential Art-Comics, Sequential Art-Graphic Novels"
27414475,"Adventure, Childrens, Childrens-Juvenile, Childrens-Middle Grade, Fantasy, Fantasy-Fairy Tales, Fantasy-Magic, Fiction, Sequential Art-Comics, Sequential Art-Graphic Novels"
27415324,"Business-Amazon, Fiction, Thriller"
27415371,"Adult, Fiction, Mystery, Thriller, Thriller-Mystery Thriller"
27416068,"Contemporary, Romance, Romance-Contemporary Romance, War-Military Fiction"
27417551,"Adult, Apocalyptic-Post Apocalyptic, Fantasy, Fiction, Science Fiction, Science Fiction Fantasy, Science Fiction-Aliens, Science Fiction-Dystopia, War, Young Adult"
27418455,"Dark, Erotica-BDSM, Erotica-Menage, Menage-M M M, Romance-M M Romance"
27419797,"Adventure-Survival, Apocalyptic-Post Apocalyptic, Horror, Horror-Zombies, Romance, Science Fiction-Apocalyptic, Science Fiction-Dystopia"
27420709,"Suspense, Thriller"
27422533,"Adult, Fantasy, Fantasy-Magic, Fantasy-Paranormal, Fantasy-Urban Fantasy, Romance, Romance-Paranormal Romance"
27426036,"Contemporary, Fiction, Historical-Historical Fiction, Realistic Fiction, Romance, Young Adult"
27426044,"Science Fiction, Young Adult"
27426657,"Humor, Humor-Comedy, Romance, Sequential Art-Graphic Novels, Sequential Art-Manga"
27427165,"Classics, Cultural-Brazil, Fiction"
27427634,"Asian Literature-Turkish Literature, Cultural-Turkish"
27428153,Biography
27431418,"Asian Literature-Indian Literature, Fiction, Humor, Humor-Comedy, Literary Fiction"
27467291,"Adult, Contemporary, Inspirational, Novels, Psychology, Self Help"
27474810,"Business-Amazon, Fiction, Romance, Romance-Contemporary Romance"
27476201,"Fiction, Mystery, Suspense"
27478333,"Academic-School, Fantasy-Paranormal, Paranormal-Shapeshifters, Romance, Romance-M M Romance"
27483931,"Contemporary, LGBT, Romance, Romance-M M Romance"
27504442,"Contemporary, Mystery, Romance, Romance-Contemporary Romance, Suspense"
27507117,"Fantasy, Fiction, Magical Realism, Science Fiction-Dystopia"
27507850,"Contemporary, New Adult, Romance, Romance-Contemporary Romance, War-Military Fiction"
27508183,"Academic-College, Romance-M M Romance"
27557132,"Adult Fiction-Erotica, Erotica-BDSM, Romance"
27558677,"Fiction, Historical, Historical-Historical Fiction, War-World War II, World War II-Holocaust"
27569693,Fantasy
27570138,"Contemporary, Fiction, New Adult, Romance, Romance-Love Story, Young Adult"
27619091,"Fantasy, Fantasy-Mythology, Fantasy-Paranormal, Romance, Romance-Paranormal Romance"
27687495,"Fiction, Horror, Novella, Short Stories"
27744125,Contemporary
27747199,"Contemporary, New Adult, Romance, Romance-Contemporary Romance"
27750416,"Adult Fiction-Erotica, Erotica-BDSM, Erotica-Menage, Romance, Romance-M M Romance"
27774596,"Adult, Adult Fiction, Audiobook, Contemporary, Drama, Fiction, Novels, Realistic Fiction, Romance, Womens Fiction-Chick Lit"
27774750,"History, Nonfiction, Politics, Writing-Journalism"
27774758,"Fantasy, Romance, Young Adult"
27777437,Historical-Historical Fiction
27777739,"Christianity-New Testament, History, Religion-Christianity"
27778634,"Comics-Comic Book, Fantasy, Sequential Art-Comics, Sequential Art-Graphic Novels"
27778826,Philosophy
27779008,"Fantasy, Romance, Young Adult"
27798954,"Adult Fiction-Erotica, Business-Amazon, Contemporary, Romance"
27800153,"Fantasy, Fantasy-Paranormal, Fiction, Horror, Horror-Zombies, Novella, Retellings, Romance, Short Stories, Young Adult"
27800998,"Contemporary, Romance, Romance-Contemporary Romance"
27801521,"Adult, Adult Fiction-Erotica, Contemporary, Humor, Humor-Comedy, New Adult, Romance, Romance-Contemporary Romance, Romance-M F Romance, Womens Fiction-Chick Lit"
27802696,"Cultural-Scotland, Historical, Historical-Historical Fiction, Romance, Romance-Historical Romance"
27803245,"Adult, Adult Fiction-Erotica, Audiobook, Contemporary, Family, Fiction, New Adult, Romance, Romance-Contemporary Romance, Womens Fiction-Chick Lit"
27804025,"Romance-M M Romance, Sports-Sports"
27804223,"Business, Nonfiction, Psychology, Self Help"
27808997,"Asian Literature-Indonesian Literature, Fiction, Novels"
27812298,"Business-Amazon, Dark, Fairy Tales-Fairy Tale Retellings, Fantasy, Fantasy-Fairy Tales, Fantasy-Magic, Fiction, Retellings, Romance, Young Adult"
27816584,Fiction
27817191,"Nonfiction, Self Help, Spirituality"
27817603,"Childrens, Childrens-Juvenile, Childrens-Middle Grade, Fiction, Historical, Historical-Historical Fiction"
27819475,"Adult Fiction-Erotica, Dark, Romance, Romance-Contemporary Romance, Sociology-Abuse"
27823055,"Fantasy, Fantasy-Paranormal, Young Adult"
27824225,"Adult Fiction-Erotica, Novella, Romance, Romance-Contemporary Romance"
27824826,"Adult, Audiobook, Contemporary, Cultural-Australia, Fiction, Mystery, Mystery-Crime, Suspense, Thriller, Thriller-Mystery Thriller"
27825921,"Autobiography-Memoir, Mental Health-Mental Illness, Nonfiction"
27827203,"Fantasy, Young Adult"
27829116,"Fiction, Realistic Fiction, Romance, Young Adult"
27829469,"Fantasy-Paranormal, Paranormal-Shapeshifters, Romance, Romance-Paranormal Romance"
27832513,"Childrens, Childrens-Picture Books, Fantasy, Holiday-Christmas"
27833670,"Adult, Audiobook, Fantasy, Fiction, Mystery, Science Fiction, Science Fiction Fantasy, Suspense, Thriller, Thriller-Mystery Thriller"
27833683,"Childrens, Childrens-Middle Grade, Fantasy, Fiction, Horror"
27833866,"Animals, Autobiography-Memoir, Biography, Nonfiction, Travel"
27834426,"Fantasy, Fantasy-Paranormal, Paranormal-Vampires, Romance"
27834600,"Adult, Adult Fiction, Audiobook, Fiction, Horror, Mystery, Mystery-Crime, Suspense, Thriller, Thriller-Mystery Thriller"
27834781,"Fantasy, Fantasy-Paranormal, Romance, Romance-Paranormal Romance, Young Adult"
27840243,"Biography, Nonfiction"
27840432,"Education, Nonfiction, Philosophy, Psychology, Self Help"
27840608,"Biography, History, Nonfiction, Philosophy, Religion-Theology"
27844299,"Fiction, Historical, Historical-Historical Fiction, Historical-Regency, Novella, Romance, Romance-Clean Romance, Romance-Historical Romance"
27844439,Fantasy
27845366,"European Literature-Scandinavian Literature, Fiction, Novels"
27845690,"Fiction, Philosophy, Psychology, Relationships, Romance"
27846227,"European Literature-German Literature, Fantasy, Fantasy-High Fantasy, Fantasy-Magic, Young Adult, Young Adult-Young Adult Fantasy"
27847598,"Academic-College, Adult, Adult Fiction-Erotica, Audiobook, Contemporary, Music, Music-Musicians, New Adult, Romance, Romance-Contemporary Romance"
27851253,"Romance, Sociology-Abuse, Young Adult, Young Adult-High School"
27860118,"Fantasy-Paranormal, Paranormal-Shapeshifters, Paranormal-Vampires, Romance, Romance-Paranormal Romance"
27860802,"Contemporary, Romance, Romance-Contemporary Romance, Romance-Romantic Suspense"
27863883,"Fantasy, Fantasy-Dragons, Fantasy-Paranormal, Romance, Romance-Paranormal Romance"
27864391,"Adult, Audiobook, Fiction, GLBT-Queer, Gender, Historical, Historical-Historical Fiction, LGBT, Novels, Romance"
27864943,"Fantasy, Fiction, Historical, Historical-Historical Fiction, Romance, Science Fiction-Time Travel"
27866300,"Adult, Anthologies-Collections, Audiobook, Autobiography-Memoir, Biography, Biography-Autobiography, Feminism, Health-Mental Health, Nonfiction, Sports-Sports"
27871678,"Fantasy, Fantasy-Mythology, Philosophy"
27873539,Holiday-Christmas
27874214,"New Adult, Romance, Sociology-Abuse"
27876293,"Art, Cultural-France, Fiction, Historical-Historical Fiction, Mystery"
27879047,"Autobiography-Memoir, Biography, Biography Memoir, Contemporary, Drama, Epic, Historical, History, Nonfiction"
27883214,"Adventure, Audiobook, Fantasy, Fantasy-High Fantasy, Fantasy-Magic, Fiction, Mystery, Romance, Young Adult, Young Adult-Young Adult Fantasy"
27904311,"Adventure, Audiobook, Childrens-Middle Grade, Fantasy, Fantasy-Magic, Fantasy-Mythology, Fantasy-Urban Fantasy, Fiction, LGBT, Young Adult"
27912522,"Contemporary, Humor, Romance, Romance-Contemporary Romance, Womens Fiction-Chick Lit"
27917594,Romance
27917596,Adventure
27917957,"Adventure, Fiction, Historical, Historical-Historical Fiction, Magical Realism"
27972343,Suspense
27973757,"Adventure, Childrens, Childrens-Middle Grade, Fantasy, Fiction, Young Adult"
27974102,"Fantasy, Fantasy-Paranormal, Fantasy-Urban Fantasy, New Adult, Romance"
27977894,"Business, Nonfiction, Relationships"
27979186,"Contemporary, Fiction"
27985224,"Business, Nonfiction, Productivity, Psychology, Self Help, Self Help-Personal Development"
27993250,"Contemporary, Cultural-Israel, Fiction, Literary Fiction, Literature-Jewish"
28001704,"Fantasy-Paranormal, Romance, Science Fiction, Science Fiction-Aliens"
28004985,"Contemporary, Dark, New Adult, Romance"
28006096,"Adventure, Audiobook, Childrens, Childrens-Middle Grade, Fantasy, Fantasy-Mythology, Fantasy-Urban Fantasy, Fiction, LGBT, Young Adult"
28006120,"Childrens-Middle Grade, Fantasy, Fantasy-Mythology, Young Adult"
28008677,"Cultural-Russia, History, Literature-Jewish, Nonfiction, Politics, Religion"
28009303,"Contemporary, Drama"
28012675,"Contemporary, Romance"
28014255,"Adventure, Childrens, Childrens-Middle Grade, Fiction, Historical, Historical-Historical Fiction, Mystery, Mystery-Crime, Mystery-Detective, Young Adult"
28016440,"Adult Fiction-Erotica, New Adult, Romance"
28016509,"Adult, Adult Fiction, Audiobook, Fiction, Mystery, Mystery-Crime, Suspense, Thriller, Thriller-Mystery Thriller, Thriller-Psychological Thriller"
28020254,"Dark, Romance, Romance-Contemporary Romance"
28020938,"Fantasy, Graphic Novels Comics, LGBT, Sequential Art-Comics, Sequential Art-Graphic Novels, Superheroes-Marvel"
28046407,Thriller
28051948,"Contemporary, Cultural-Germany, European Literature-German Literature, Fiction, Literary Fiction"
28052061,"Contemporary, Family, Young Adult"
28052452,"Adventure, Childrens, Fantasy, Science Fiction, Young Adult"
28075868,"Fantasy, Fantasy-Paranormal, Paranormal-Shapeshifters, Romance, Romance-Paranormal Romance"
28077464,"Fiction, Mystery, Mystery-Crime, Thriller"
28078490,"Fantasy, Graphic Novels Comics, Sequential Art-Comics, Sequential Art-Graphic Novels"
28082617,"Romance, Young Adult, Young Adult-High School"
28083311,"Contemporary, Romance, Romance-M M Romance, Sports-Sports"
28084431,"Animals, Childrens, Kids, Literature-21st Century"
28086362,Science Fiction
28088327,"Adult Fiction-Erotica, New Adult, Romance"
28090093,"Audiobook, Fiction, Mystery, Suspense, Thriller, Thriller-Mystery Thriller, Thriller-Psychological Thriller"
28090850,"Adult, Audiobook, Contemporary, Drama, Fiction, Mystery, Mystery-Crime, Suspense, Thriller, Thriller-Mystery Thriller"
28091259,"Fiction, Mystery, Thriller, Thriller-Psychological Thriller"
28094772,"Fantasy, Romance"
28096541,"Contemporary, Feminism, Fiction, LGBT, Young Adult"
28101540,"Contemporary, Health-Mental Health, Mental Health-Mental Illness, Romance, Young Adult"
28104735,"Asian Literature-Indonesian Literature, Fiction, Novels, Religion-Islam"
28106851,"Fiction, Literature, Novels, Romance"
28107444,"Audiobook, Childrens, Childrens-Middle Grade, Fantasy, Fantasy-Magic, Fiction"
28108998,Romance-Erotic Romance
28110143,"Adventure, Audiobook, Childrens, Childrens-Middle Grade, Fantasy, Fantasy-High Fantasy, Fantasy-Magic, Fiction, Young Adult, Young Adult-Young Adult Fantasy"
28110305,"Contemporary, Gay Romance-Gay For You, Romance, Romance-M M Romance, Westerns"
28110852,"Childrens, Childrens-Middle Grade, Fantasy, Fiction, Young Adult"
28110854,"Adventure, Animals, Childrens-Middle Grade, Fantasy"
28112739,"Fiction, Historical-Historical Fiction, Horror, Young Adult"
28115114,"Historical, Historical-Historical Fiction, Romance, Romance-Historical Romance, Romance-Time Travel Romance, Science Fiction-Time Travel"
28116714,"Fantasy, Science Fiction-Dystopia, Young Adult"
28116858,"Audiobook, Autobiography-Memoir, Nonfiction"
28121630,"Contemporary, Romance, Romance-M M Romance, Sports-Hockey, Sports-Sports"
28135773,"Contemporary, New Adult, Romance"
28140749,"Contemporary, Fiction, Young Adult"
28143415,"Adventure, Audiobook, Childrens, Childrens-Middle Grade, Classics, Fantasy, Fantasy-Magic, Fiction, Science Fiction Fantasy, Young Adult"
28149981,"Fiction, Historical, Historical-Historical Fiction, Science Fiction-Time Travel, Young Adult"
28154979,"Fantasy, Science Fiction-Dystopia, Young Adult"
28162817,"Animals, Animals-Horses, Contemporary, Romance, Young Adult"
28165571,"Economics, History, Nonfiction, Political Science-International Relations, Politics, Sociology"
28166910,"Drama, Fiction, Novels"
28167132,"Nonfiction, Philosophy, Politics, Sociology"
28167546,"Fantasy, Fiction, Graphic Novels Comics, Sequential Art-Comics, Sequential Art-Graphic Novels, Young Adult"
28175159,"Adult Fiction-Erotica, Contemporary, Holiday-Christmas, Novella, Romance, Romance-Contemporary Romance"
28176378,Fantasy
28180434,"Romance, Romance-Contemporary Romance"
28185976,"Adventure, Childrens, Childrens-Middle Grade, Fantasy, Fantasy-Mythology, Fiction"
28186150,"Art, Fantasy, Games-Gaming, Games-Video Games, Sequential Art-Manga"
28186273,"Contemporary, Fiction, Romance, Young Adult"
28187230,"Adult, Adult Fiction, Audiobook, Contemporary, Fiction, Mystery, Mystery-Crime, Suspense, Thriller, Thriller-Mystery Thriller"
28190254,"Childrens, Childrens-Middle Grade, Fantasy, Fantasy-Dragons, Fiction"
28195608,"Adult Fiction-Erotica, Dark, Erotica-BDSM, Romance, Sociology-Abuse"
28195898,Romance
28204534,"Comics-Comic Book, Fantasy, Fiction, Graphic Novels Comics, Mystery, Science Fiction, Science Fiction-Time Travel, Sequential Art-Comics, Sequential Art-Graphic Novels, Young Adult"
28204545,"Fantasy, Fiction, Graphic Novels Comics, Humor, Sequential Art-Comics, Sequential Art-Graphic Novels"
28205678,"Contemporary, Holiday, Novella, Romance"
28209123,"Fantasy, Fantasy-Urban Fantasy, Graphic Novels Comics, Horror, Mystery, Sequential Art-Comics, Sequential Art-Graphic Novels"
28209616,"Fantasy, Fantasy-Paranormal, Romance, Romance-Paranormal Romance, Young Adult"
28217757,"Adventure, Childrens-Middle Grade, Fantasy, Fiction, Science Fiction"
28217787,"Animals, Fantasy, Fiction"
28217808,"Animals, Childrens, Childrens-Middle Grade, Fiction, Poetry, Realistic Fiction"
28217831,"Audiobook, Autobiography-Memoir, LGBT, Nonfiction"
28219253,"Contemporary, Humor, Mystery, Romance, Romance-Contemporary Romance"
28220660,"Romance, Science Fiction, Science Fiction-Dystopia, Young Adult"
28220739,"Contemporary, Fiction, Realistic Fiction, Romance, Young Adult"
28220826,"Contemporary, Fantasy, Fantasy-Magic, Fiction, GLBT-Queer, LGBT, Magical Realism, Romance, Young Adult, Young Adult-Young Adult Fantasy"
28220892,"Fantasy, Retellings, Young Adult"
28220899,"Fantasy, Fantasy-Paranormal, Romance, Young Adult"
28220985,"Adult, Adult Fiction, Audiobook, Cultural-Canada, Fiction, Mystery, Mystery-Crime, Mystery-Detective, Thriller, Thriller-Mystery Thriller"
28225795,"Contemporary, Humor, Mystery-Crime, Romance"
28231595,"Contemporary, Mystery, Romance, Romance-Contemporary Romance, Suspense"
28231804,"Fantasy, Fantasy-Paranormal, Fantasy-Urban Fantasy, Paranormal-Demons, Romance, Young Adult"
28232073,"Contemporary, Fiction, Realistic Fiction, Romance, Young Adult"
28233082,"Audiobook, Contemporary, Drama, Fiction, Mystery, Mystery-Crime, Novels, Suspense, Thriller, Thriller-Mystery Thriller"
28233096,"Audiobook, Fantasy-Paranormal, Fantasy-Supernatural, Fiction, Games-Video Games, Horror, Mystery, Science Fiction, Thriller, Young Adult"
28238538,"Contemporary, LGBT, Romance"
28243032,"Contemporary, Fiction, LGBT, Young Adult"
28245707,"Contemporary, LGBT, Romance, Young Adult"
28247930,"Fantasy-Paranormal, Paranormal-Shapeshifters, Romance, Romance-Paranormal Romance"
28250881,"Adventure, Childrens, Childrens-Middle Grade, Fantasy, Science Fiction, Science Fiction-Aliens"
28251002,"Adult, Adult Fiction, Audiobook, Contemporary, Fiction, Historical, Historical-Historical Fiction, Literary Fiction, Literature, Novels"
28251250,"Classics, Fiction, Literature, Literature-American, Novels"
28251377,"Audiobook, Childrens, Childrens-Juvenile, Childrens-Middle Grade, Family, Fiction, Humor, LGBT, Realistic Fiction, Young Adult"
28256439,"Audiobook, Biology-Ecology, Environment, Environment-Nature, Nature-Plants, Nonfiction, Science, Science Nature, Science-Biology, Science-Natural History"
28257707,"Audiobook, Nonfiction, Psychology, Self Help"
28258282,"Contemporary, Fiction, Romance, Womens Fiction-Chick Lit"
28259869,"Fantasy, Fantasy-Paranormal, Paranormal-Vampires, Romance-Paranormal Romance"
28260524,"Fantasy, Retellings, Young Adult"
28260564,"Fiction, Historical, Historical-Historical Fiction, Mystery, Mystery-Historical Mystery"
28260587,"Fantasy, New Adult, Romance, Young Adult"
28263880,"Fantasy, Mystery, Science Fiction-Steampunk, Sequential Art-Graphic Novels, Sequential Art-Manga"
28268515,"Christian, Nonfiction, Psychology, Self Help, Self Help-Personal Development"
28268831,"Contemporary, Romance, Romance-M M Romance, Sports-Sports"
28268873,"Romance, Romance-M M Romance, Sports-Sports"
28277894,Fantasy
28280218,"Contemporary, New Adult, Romance, Romance-Contemporary Romance"
28280863,"Amish, Autobiography-Memoir, Crime-True Crime, Nonfiction, Religion"
28286630,"Academic-College, Romance, Romance-Contemporary Romance"
28321033,"Horror, Mystery, Thriller, Young Adult"
28322296,"Contemporary, Cultural-Ukraine, European Literature-Ukrainian Literature, Fiction"
28332646,"Contemporary, Fiction, Romance, Young Adult"
28335696,"Fiction, Science Fiction, Space-Space Opera"
28335698,"Fiction, Science Fiction, Space-Space Opera"
28355669,"Contemporary, Fiction, Love, Romance, Romantic, Young Adult"
28363972,"Adult Fiction, Audiobook, Book Club, Fiction, Historical, Historical-Historical Fiction, Mystery, New York, North American Hi...-American History, Thriller"
28363987,"Contemporary, European Literature-Irish Literature, Fiction, Literary Fiction"
28364542,"Classics, Cultural-France, Fiction"
28365203,"Romance, Womens Fiction-Chick Lit"
28367520,"Asian Literature-Japanese Literature, Cultural-Japan, Fiction, Short Stories"
28369891,"Contemporary, New Adult, Romance, Young Adult, Young Adult-High School"
28370086,"Business, Nonfiction, Productivity, Psychology, Self Help, Self Help-Personal Development"
28373853,"Animals, Animals-Horses, Childrens-Middle Grade, Fantasy"
28374007,"Audiobook, Fantasy, Fantasy-High Fantasy, Fantasy-Magic, Fiction, Romance, Science Fiction Fantasy, Young Adult, Young Adult-Teen, Young Adult-Young Adult Fantasy"
28374062,"Adult, Audiobook, Contemporary, Fiction, Mystery, Mystery-Crime, Mystery-Detective, Suspense, Thriller, Thriller-Mystery Thriller"
28385685,"Adventure, Fantasy, Fantasy-Epic Fantasy, Fiction"
28390369,"Adult, Adult Fiction, Audiobook, Contemporary, Cultural-Africa, European Literature-British Literature, Fiction, Literary Fiction, Novels, Race"
28391654,Epic
28393353,Fantasy
28393434,"Fiction, Historical-Historical Fiction, Young Adult-Coming Of Age"
28393815,"Asian Literature-Japanese Literature, Classics, Cultural-Japan, History, Nonfiction"
28404628,Drama
28412693,"Nonfiction, Philosophy, Science"
28412980,"Action, Fantasy, Fantasy-Magic, Fantasy-Paranormal, Paranormal-Witches, Young Adult, Young Adult-Young Adult Paranormal"
28417004,"Fiction, Historical-Historical Fiction"
28419061,"Fantasy, Games-Gamebooks"
28421110,"Historical-Georgian, Nonfiction, Philosophy"
28421168,"Fantasy, Science Fiction, Young Adult"
28428971,"Fantasy-Magic, Occult, Witchcraft"
28430330,"Cultural-France, Fantasy, Fiction"
28430735,Science Fiction
28442819,"Contemporary, Romance, Romance-Contemporary Romance, Westerns"
28446169,"Fantasy, Fiction, Science Fiction, Science Fiction-Dystopia, Young Adult"
