book_id,publisher_id,published_date,published_title,name_publisher
83219,27516,,,Focus Publishing (MN)
83324,19816,,,Princeton University Press
83346,27513,,,Books of Wonder
83369,19803,,,"Little, Brown and Company"
83392,19876,,,Speak
83400,20649,,,Vintage Crime/Black Lizard
83408,20649,,,Vintage Crime/Black Lizard
83412,20649,,,Vintage Crime/Black Lizard
83417,19761,,,Fawcett
83491,20486,,,Tarcher
83501,20393,,,Chronicle Books
83502,20393,,,Chronicle Books
83504,21026,,,Hodder & Stoughton
83506,20393,,,Chronicle Books
83518,19781,,,Penguin
83533,19781,,,Penguin
83539,19722,,,Bantam
83674,19719,,,Grand Central Publishing
83763,19717,,,Avon
83829,19765,,,HMH Books for Young Readers
83913,27068,,,TAN Books
84004,19677,,,Berkley Books
84022,19664,,,Ballantine Books
84030,23476,,,Harpperen
84036,20346,,,Arcade Publishing
84049,30232,,,Entrelibros
84052,21124,,,Warner Books
84054,19788,,,HarperCollins Publishers
84060,19708,,,Aladdin
84067,19780,,,Pocket Books
84073,19917,,,Simon Pulse
84074,21329,,,Archway Paperbacks
84076,20005,,,Hodder Children's Books
84077,19653,,,Tor Books
84078,21176,,,Forge Books
84079,19917,,,Simon Pulse
84119,19679,,,Scholastic Inc
84132,20120,,,St. Martin's Press
84133,20120,,,St. Martin's Press
84134,19701,,,Jove
84135,20120,,,St. Martin's Press
84136,20120,,,St. Martin's Press
84137,19780,,,Pocket Books
84139,20120,,,St. Martin's Press
84144,20916,,,Piatkus Books
84145,20120,,,St. Martin's Press
84146,20120,,,St. Martin's Press
84147,19709,,,St. Martin's Griffin
84148,19654,,,Gallery Books
84149,20120,,,St. Martin's Press
84151,20120,,,St. Martin's Press
84224,27915,,,Suma de Letras Suma de Letras
84351,19796,,,New American Library
84352,19731,,,William Morrow Paperbacks
84369,19788,,,HarperCollins Publishers
84370,19757,,,Simon  Schuster
84392,19828,,,Everyman's Library
84405,19988,,,NYRB Classics
84463,20295,,,Games Workshop
84487,21400,,,Zondervan Publishing Company
84544,19760,,,Ace Books
84547,19719,,,Grand Central Publishing
84552,19660,,,Roc
84553,19815,,,Back Bay Books
84557,20451,,,Serpent's Tail
84573,24165,,,Time Warner Books UK
84586,26140,,,White Wolf Publishing
84592,19712,,,Penguin Books
84699,20175,,,Crown Business
84725,26428,,,Westholme Publishing
84726,29444,,,Simon Publications
84730,19815,,,Back Bay Books
84736,28377,,,Warner Vision
84737,19695,,,Vintage
84748,19769,,,Little Brown and Company
84777,19719,,,Grand Central Publishing
84785,19803,,,"Little, Brown and Company"
84786,19719,,,Grand Central Publishing
84829,19721,,,HarperTorch
84839,19722,,,Bantam
84843,19722,,,Bantam
84846,19666,,,Orion
84847,20793,,,Bantam Books
84903,19875,,,Picador USA
84927,19665,,,Harper Perennial
84967,21092,,,Disney Press
84968,21092,,,Disney Press
84981,20681,,,Farrar Straus Giroux
85207,19721,,,HarperTorch
85211,19721,,,HarperTorch
85222,19682,,,William Morrow
85301,19801,,,Knopf
85306,19720,,,Vision
85310,19821,,,G.P. Putnam's Sons
85312,21782,,,Flamingo
85317,20693,,,Warner
85320,19719,,,Grand Central Publishing
85326,20461,,,Johns Hopkins University Press
85353,20828,,,Beacon Press
85373,19988,,,NYRB Classics
85384,19739,,,Random House Trade Paperbacks
85391,20123,,,Penguin Books Ltd
85392,20702,,,Pocket Star Books
85396,19739,,,Random House Trade Paperbacks
85413,20123,,,Penguin Books Ltd
85418,20538,,,Dutton
85425,19780,,,Pocket Books
85431,20961,,,Da Capo Press
85443,19722,,,Bantam
85448,19722,,,Bantam
85459,19701,,,Jove
85574,20889,,,Harper Business
85622,19861,,,Broadway Books
85665,19665,,,Harper Perennial
85679,20346,,,Arcade Publishing
85730,20393,,,Chronicle Books
85733,19803,,,"Little, Brown and Company"
85737,19780,,,Pocket Books
85744,19714,,,Mira
85766,21770,,,University of California Press
85791,21620,,,Crown Forum
85795,21196,,,Three Rivers Press
85812,22076,,,Stanford University Press
85826,22076,,,Stanford University Press
85854,19709,,,St. Martin's Griffin
85855,20592,,,Berkley Publishing Group
85861,21014,,,Wesleyan University Press
85862,22150,,,New York University Press
85866,21014,,,Wesleyan University Press
85894,19722,,,Bantam
85907,21622,,,Prentice Hall
85925,24639,,,Monthly Review Press
85935,24984,,,International Publishers
85957,19832,,,Tyndale House Publishers
85958,19832,,,Tyndale House Publishers
85987,19665,,,Harper Perennial
85989,19672,,,Harper Teen
85990,20358,,,Bloomsbury Children's Books
85993,19685,,,HarperTrophy
86009,24694,,,Cannongate Books Ltd
86062,19683,,,Penguin Classics
86147,19695,,,Vintage
86160,20433,,,W. W. Norton  Company
86172,20814,,,Dial Press Trade Paperback
86236,20814,,,Dial Press Trade Paperback
86238,30150,,,Hmh Books for Young Readers
86312,20374,,,Free Press
86321,28351,,,Penguin USA
86336,25324,,,Corvina
86382,19695,,,Vintage
86424,19719,,,Grand Central Publishing
86447,19862,,,Avon Books
86451,19760,,,Ace Books
86452,21455,,,Tor Science Fiction
86455,19664,,,Ballantine Books
86524,19695,,,Vintage
86525,19695,,,Vintage
86560,19864,,,Dodo Press
86611,20642,,,Jove Books
86643,19821,,,G.P. Putnam's Sons
86658,20765,,,Oxford University Press
86663,20120,,,St. Martin's Press
86699,19734,,,Washington Square Press
86737,20548,,,Bloomsbury
86888,19695,,,Vintage
86889,19695,,,Vintage
86938,21220,,,Seven Stories Press
87060,19712,,,Penguin Books
87205,27074,,,Omnibus Press
87218,19859,,,Scholastic
87220,19663,,,HarperCollins
87224,19797,,,"Little, Brown Books for Young Readers"
87263,20816,,,Luso-Brazilian Books
87264,20816,,,Luso-Brazilian Books
87265,19890,,,"Oxford University Press, USA"
87273,19859,,,Scholastic
87280,21192,,,Abacus
87284,20627,,,Northwestern University Press
87294,27513,,,Books of Wonder
87346,20635,,,Bloomsbury Methuen Drama
87348,20320,,,Cambridge University Press
87371,19881,,,Mariner Books
87424,21181,,,Last Gasp
87425,19772,,,Egmont
87426,21181,,,Last Gasp
87547,26404,,,Backbeat Books
87564,19824,,,Touchstone
87578,21562,,,Miramax Books
87580,20765,,,Oxford University Press
87599,19709,,,St. Martin's Griffin
87632,20707,,,Tarcherperigee
87635,19683,,,Penguin Classics
87640,30040,,,HC
87664,19652,,,Zondervan
87665,21098,,,Waking Lion Press
87745,19719,,,Grand Central Publishing
87747,24293,,,Jonathan cape/secker & Warburg
87804,19654,,,Gallery Books
87819,20706,,,Círculo de Lectores
87900,23489,,,Jossey-Bass
87956,26985,,,Fanfare
87976,20356,,,Applewood Books
87978,21644,,,ReganBooks
87985,19881,,,Mariner Books
87986,20180,,,Viking Books for Young Readers
87989,19665,,,Harper Perennial
87992,20267,,,Picador
88009,19730,,,Random House Publishing Group
88043,19883,,,Echo Library
88061,30038,,,New York: Three Rivers Press
88071,19653,,,Tor Books
88076,30615,,,Everyman's Library (Knopf)
88077,19695,,,Vintage
88140,19676,,,Gallimard
88321,20627,,,Northwestern University Press
88332,19824,,,Touchstone
88335,20433,,,W. W. Norton  Company
88340,20141,,,Schocken
88363,21939,,,Griffin
88373,21328,,,Moody Publishers
88385,19665,,,Harper Perennial
88387,19774,,,Pantheon
88388,19781,,,Penguin
88389,19712,,,Penguin Books
88432,19915,,,Vintage Classics
88442,20123,,,Penguin Books Ltd
88495,19917,,,Simon Pulse
88496,19917,,,Simon Pulse
88504,20655,,,St. Martin's Paperbacks
88514,19695,,,Vintage
88612,19742,,,Signet
88634,19675,,,Doubleday
88667,20374,,,Free Press
88868,19861,,,Broadway Books
88873,19683,,,Penguin Classics
88880,19683,,,Penguin Classics
88884,19695,,,Vintage
88885,19695,,,Vintage
88890,19695,,,Vintage
89055,19695,,,Vintage
89160,19677,,,Berkley Books
89185,19760,,,Ace Books
89186,21325,,,Ace Hardcover
89187,19760,,,Ace Books
89190,19760,,,Ace Books
89195,19902,,,Gollancz
89208,20433,,,W. W. Norton  Company
89231,19695,,,Vintage
89281,20480,,,Holt Paperbacks
89313,19772,,,Egmont
89348,19677,,,Berkley Books
89351,19717,,,Avon
89352,19677,,,Berkley Books
89354,30263,,,Berkley Jove
89356,19717,,,Avon
89357,19677,,,Berkley Books
89358,19862,,,Avon Books
89359,19677,,,Berkley Books
89361,19717,,,Avon
89362,19742,,,Signet
89363,19717,,,Avon
89364,19742,,,Signet
89365,19742,,,Signet
89370,19712,,,Penguin Books
89375,19856,,,Fleming H. Revell Company
89376,21189,,,Tyndale Momentum
89377,19794,,,Random House Books for Young Readers
89395,19769,,,Little Brown and Company
89399,19803,,,"Little, Brown and Company"
89526,19664,,,Ballantine Books
89547,19663,,,HarperCollins
89585,19902,,,Gollancz
89588,19819,,,Harper Voyager
89612,19794,,,Random House Books for Young Readers
89623,19817,,,Scribner
89646,21102,,,Dark Horse Manga
89656,20655,,,St. Martin's Paperbacks
89691,19815,,,Back Bay Books
89694,19851,,,Brilliance Audio
89716,19872,,,Puffin Books
89717,19683,,,Penguin Classics
89723,19793,,,"Farrar, Straus and Giroux"
89724,19712,,,Penguin Books
89731,20596,,,Atheneum Books for Young Readers
89755,20033,,,Harcourt
89763,21190,,,"Scholastic, Inc."
89788,19712,,,Penguin Books
89792,20152,,,Delacorte Books for Young Readers
89796,19678,,,Scholastic Paperbacks
89821,20259,,,Anchor Books
89838,19793,,,"Farrar, Straus and Giroux"
89839,19793,,,"Farrar, Straus and Giroux"
89841,19793,,,"Farrar, Straus and Giroux"
89842,19793,,,"Farrar, Straus and Giroux"
89867,24725,,,American Girl Publishing Inc
89884,19695,,,Vintage
89915,19988,,,NYRB Classics
89937,27275,,,Loompanics Unlimited
89959,20356,,,Applewood Books
89969,19709,,,St. Martin's Griffin
89997,29357,,,HarperBusiness
90017,20177,,,Kodansha
90136,20748,,,It Books
90192,20518,,,W. W. Norton & Company
90229,19817,,,Scribner
90233,19778,,,Harper
90260,19775,,,Ecco
90334,20495,,,Penguin Group
90360,19717,,,Avon
90381,19841,,,Bethany House Publishers
90411,19845,,,Plume
90413,20267,,,Picador
90416,21625,,,Crimethinc
90420,20596,,,Atheneum Books for Young Readers
90475,19850,,,HarperTeen
90536,19832,,,Tyndale House Publishers
90556,30530,,,Mountain of Love
90574,21809,,,Pinnacle
90591,19695,,,Vintage
90601,20478,,,Alfaguara
90608,19696,,,Harry N. Abrams
90619,20318,,,Harper Collins Publishers
90629,30329,,,Underwood Books
90664,20186,,,New Directions
90761,19712,,,Penguin Books
90840,19765,,,HMH Books for Young Readers
90886,20961,,,Da Capo Press
90988,20267,,,Picador
90994,20186,,,New Directions
91001,23401,,,Lost Roads Publishers
91017,20540,,,Anchor
91076,19881,,,Mariner Books
91092,19712,,,Penguin Books
91174,20817,,,Record
91201,19722,,,Bantam
91202,19674,,,Berkley
91203,19739,,,Random House Trade Paperbacks
91244,20765,,,Oxford University Press
91247,20765,,,Oxford University Press
91248,20765,,,Oxford University Press
91249,19862,,,Avon Books
91253,19791,,,Yearling
91263,20327,,,Basic Books
91289,19815,,,Back Bay Books
91332,19731,,,William Morrow Paperbacks
91357,19872,,,Puffin Books
91358,21243,,,Metropolitan Books
91368,23907,,,Eckankar
91439,19665,,,Harper Perennial
91440,20322,,,Harper Perennial Modern Classics
91474,19660,,,Roc
91475,19660,,,Roc
91476,19660,,,Roc
91477,19660,,,Roc
91478,19660,,,Roc
91479,19660,,,Roc
91480,20655,,,St. Martin's Paperbacks
91482,19773,,,Minotaur Books
91483,19773,,,Minotaur Books
91487,20120,,,St. Martin's Press
91494,20259,,,Anchor Books
91517,19734,,,Washington Square Press
91519,19817,,,Scribner
91539,21047,,,Tuttle Publishing
91563,19898,,,HarperOne
91571,19757,,,Simon  Schuster
91582,19910,,,Dover Publications
91659,30624,,,Editorial Diana
91661,19722,,,Bantam
91688,22018,,,Random House Value Publishing
91700,19749,,,Riverhead Books
91714,20244,,,Marvel
91724,19910,,,Dover Publications
91760,19696,,,Harry N. Abrams
91767,19665,,,Harper Perennial
91777,27264,,,RS
91802,19657,,,Algonquin Books
91836,19917,,,Simon Pulse
91885,19862,,,Avon Books
91918,19805,,,Modern Library
91950,19683,,,Penguin Classics
91953,19712,,,Penguin Books
91980,25518,,,Sierra Club Books
91981,19823,,,DAW
91989,19886,,,Del Rey Books
92057,19664,,,Ballantine Books
92084,20111,,,Berkley Trade
92104,19731,,,William Morrow Paperbacks
92121,19717,,,Avon
92138,21679,,,Voice
92143,24743,,,Cartoon Books
92147,19717,,,Avon
92159,19664,,,Ballantine Books
92160,19664,,,Ballantine Books
92161,19698,,,Ivy Books
92163,24322,,,Gramercy
92184,21491,,,St. Martins Press-3PL
92227,30684,,,Bt Bound
92230,19709,,,St. Martin's Griffin
92250,20406,,,Theatre Communications Group
92254,20406,,,Theatre Communications Group
92266,24207,,,Penguin Books USA Inc.
92280,20158,,,Faber  Faber
92301,20517,,,Hay House
92302,28715,,,Being Happy(PSS)
92303,29672,,,Prestwick House
92307,29708,,,Harper & Row (NYC/Evanston)
92308,19683,,,Penguin Classics
92325,20540,,,Anchor
92364,19788,,,HarperCollins Publishers
92365,19665,,,Harper Perennial
92367,19742,,,Signet
92371,19776,,,NAL
92373,21664,,,MacMillan General Books
92375,19742,,,Signet
92377,19721,,,HarperTorch
92408,25856,,,Overlook Duckworth
92417,21657,,,Sceptre
92484,20267,,,Picador
92488,19739,,,Random House Trade Paperbacks
92491,19832,,,Tyndale House Publishers
92500,19674,,,Berkley
92508,20322,,,Harper Perennial Modern Classics
92517,20186,,,New Directions
92544,19881,,,Mariner Books
92555,20284,,,Nan A. Talese
92559,19875,,,Picador USA
92570,19695,,,Vintage
92575,20802,,,University Of Chicago Press
92576,20802,,,University Of Chicago Press
92578,19748,,,University of Chicago Press
92581,23427,,,The Stars Our Destination Books
92605,19665,,,Harper Perennial
92625,21140,,,"Creative Education, Inc."
92644,20433,,,W. W. Norton  Company
92717,30252,,,Harcourt Brace & Company Magic Carpet Books
92718,21862,,,Harcourt Brace & Company
92719,19765,,,HMH Books for Young Readers
92743,21349,,,Mouse Works
92755,21690,,,Del Rey / Ballantine
92762,21171,,,Del Ray
92769,19886,,,Del Rey Books
92771,19881,,,Mariner Books
92780,19683,,,Penguin Classics
92845,20087,,,Orbit
92846,19886,,,Del Rey Books
92855,20087,,,Orbit
92886,20212,,,Wizards of the Coast
92896,20212,,,Wizards of the Coast
92956,19653,,,Tor Books
92958,19664,,,Ballantine Books
92965,21308,,,Green Integer
92967,20123,,,Penguin Books Ltd
93000,24834,,,Hal Leonard Corporation
93007,25328,,,1st World Library - Literary Society
93008,20351,,,Puffin
93052,21283,,,Reader's Digest Association
93101,19805,,,Modern Library
93134,19683,,,Penguin Classics
93157,19683,,,Penguin Classics
93180,20123,,,Penguin Books Ltd
93220,19683,,,Penguin Classics
93251,19682,,,William Morrow
93258,19881,,,Mariner Books
93261,20798,,,Wildside Press
93263,20628,,,Image Comics
93269,19787,,,Del Rey
93273,20351,,,Puffin
93275,19742,,,Signet
93276,19890,,,"Oxford University Press, USA"
93280,19683,,,Penguin Classics
93282,19712,,,Penguin Books
93361,21096,,,Albert Whitman  Company
93370,20064,,,Dark Horse
93371,20064,,,Dark Horse
93372,21102,,,Dark Horse Manga
93374,20064,,,Dark Horse
93375,20064,,,Dark Horse
93376,20064,,,Dark Horse
93380,21096,,,Albert Whitman  Company
93405,20433,,,W. W. Norton  Company
93422,27512,,,Bold Type Books
93426,19861,,,Broadway Books
93436,19881,,,Mariner Books
93448,19674,,,Berkley
93453,19736,,,Hachette Books
93478,19812,,,Leisure Books
93479,21021,,,Love Spell
93480,21021,,,Love Spell
93481,21021,,,Love Spell
93485,19817,,,Scribner
93489,19812,,,Leisure Books
93521,22091,,,Moyer Bell and its subsidiaries
93570,20642,,,Jove Books
93575,19721,,,HarperTorch
93598,21966,,,"Front Street, Incorporated"
93654,20540,,,Anchor
93722,19717,,,Avon
93723,20399,,,Pan
93724,19717,,,Avon
93726,19685,,,HarperTrophy
93727,19850,,,HarperTeen
93728,19685,,,HarperTrophy
93729,19685,,,HarperTrophy
93731,19685,,,HarperTrophy
93732,19788,,,HarperCollins Publishers
93739,19850,,,HarperTeen
93742,19850,,,HarperTeen
93743,19850,,,HarperTeen
93750,19859,,,Scholastic
93768,20212,,,Wizards of the Coast
93779,19678,,,Scholastic Paperbacks
93788,30013,,,Warner Vision Books
93793,20744,,,G. P. Putnam's Sons
93794,19742,,,Signet
93795,19677,,,Berkley Books
93796,24975,,,Putnam Pub Group
93797,19742,,,Signet
93798,19742,,,Signet
93799,19742,,,Signet
93801,19781,,,Penguin
93802,19781,,,Penguin
93808,19930,,,Simon & Schuster
93814,19821,,,G.P. Putnam's Sons
93839,25296,,,Univers
93840,19695,,,Vintage
93938,19663,,,HarperCollins
93940,19722,,,Bantam
93947,21124,,,Warner Books
93959,19665,,,Harper Perennial
93981,22505,,,Barnes & Noble
93996,20826,,,W.W. Norton & Company
94034,19881,,,Mariner Books
94039,20120,,,St. Martin's Press
94053,19665,,,Harper Perennial
94062,19650,,,Simon  Schuster Books for Young Readers
94063,19650,,,Simon  Schuster Books for Young Readers
94064,19650,,,Simon  Schuster Books for Young Readers
94072,19663,,,HarperCollins
94077,20921,,,Dial
94135,19695,,,Vintage
94290,19722,,,Bantam
94299,20793,,,Bantam Books
94317,23968,,,Avery Publishing Group
94318,21195,,,Image
94319,30274,,,Speak/Puffin/Penguin Group
94326,23843,,,Loewe
94351,20069,,,Faber and Faber
94486,29756,,,New York Review Books
94498,19676,,,Gallimard
94529,19875,,,Picador USA
94564,21196,,,Three Rivers Press
94577,24477,,,University of Illinois Press
94578,19792,,,Random House
94654,24012,,,Zone Books
94667,20540,,,Anchor
94669,20540,,,Anchor
94672,21054,,,NAL Trade
94673,20170,,,Bloomsbury Publishing PLC
94702,21072,,,Firebird
94733,21334,,,Penguin India
94781,19787,,,Del Rey
94798,19653,,,Tor Books
94799,20540,,,Anchor
94803,27680,,,HarperFestival
94807,27049,,,Harpercollins Childrens Books
94813,19812,,,Leisure Books
94944,21212,,,Dutton Books
95044,19930,,,Simon & Schuster
95105,19695,,,Vintage
95112,19695,,,Vintage
95141,19712,,,Penguin Books
95144,21015,,,Red Fox
95186,19899,,,Grove Press
95198,21474,,,Casterman
95226,19721,,,HarperTorch
95241,19722,,,Bantam
95242,19761,,,Fawcett
95260,19666,,,Orion
95377,28749,,,Process
95381,19655,,,Arrow
95382,19773,,,Minotaur Books
95429,20889,,,Harper Business
95431,20759,,,Vertigo
95447,19663,,,HarperCollins
95531,21196,,,Three Rivers Press
95532,21196,,,Three Rivers Press
95558,20033,,,Harcourt
95573,20200,,,Orb Books
95602,21636,,,Tyndale House
95607,19832,,,Tyndale House Publishers
95608,19832,,,Tyndale House Publishers
95609,19832,,,Tyndale House Publishers
95610,19832,,,Tyndale House Publishers
95617,19832,,,Tyndale House Publishers
95619,27682,,,Tyndale House Pub
95621,19832,,,Tyndale House Publishers
95622,19832,,,Tyndale House Publishers
95626,19832,,,Tyndale House Publishers
95657,19703,,,Poppy
95658,19873,,,"Little, Brown Young Readers"
95659,19703,,,Poppy
95660,19703,,,Poppy
95693,20793,,,Bantam Books
95694,28993,,,Bantam Starfire
95747,20828,,,Beacon Press
95784,19712,,,Penguin Books
95819,19693,,,Henry Holt & Company
95826,19875,,,Picador USA
95833,23447,,,"Dramatists Play Service, Inc."
95914,19917,,,Simon Pulse
95988,21822,,,Onyx
96037,20706,,,Círculo de Lectores
96038,19817,,,Scribner
96063,19787,,,Del Rey
96081,19769,,,Little Brown and Company
96082,19769,,,Little Brown and Company
96110,20868,,,Penguin Books Ltd.
96119,19739,,,Random House Trade Paperbacks
96120,19739,,,Random House Trade Paperbacks
96123,19780,,,Pocket Books
96128,19866,,,Simon & Schuster Books for Young Readers
96131,19849,,,HQN Books
96160,21805,,,Sterling
96200,19817,,,Scribner
96259,22087,,,Yale University Press
96263,19876,,,Speak
96267,19876,,,Speak
96278,21768,,,Baen Books
96281,19724,,,Baen
96284,19787,,,Del Rey
96334,19712,,,Penguin Books
96337,19712,,,Penguin Books
96358,20714,,,DC Comics
96428,19772,,,Egmont
96442,19828,,,Everyman's Library
96463,20078,,,Corgi
96471,19753,,,Spectra
96472,21216,,,Bantam Spectra
96475,19753,,,Spectra
96478,21455,,,Tor Science Fiction
96505,19899,,,Grove Press
96509,19745,,,Delacorte Press
96562,20540,,,Anchor
96593,30644,,,Collins Publishers
96629,20833,,,Paulist Press
96630,23851,,,Light Technology Publications
96642,19716,,,Delta
96647,19736,,,Hachette Books
96702,19899,,,Grove Press
96719,19694,,,Sourcebooks Landmark
96739,19676,,,Gallimard
96789,24034,,,Island Books
96861,20306,,,Atlantic Books
96884,20327,,,Basic Books
96908,20270,,,Slave Labor Graphics
96965,26204,,,Grand Caractère
96977,19886,,,Del Rey Books
96979,19857,,,Tor Fantasy
96980,19787,,,Del Rey
96984,19857,,,Tor Fantasy
97001,19709,,,St. Martin's Griffin
97006,19709,,,St. Martin's Griffin
97008,19709,,,St. Martin's Griffin
97010,19709,,,St. Martin's Griffin
97012,19709,,,St. Martin's Griffin
97018,19709,,,St. Martin's Griffin
97027,22946,,,Element Books Ltd
97030,20436,,,Penguin Canada
97042,20625,,,Ediciones B
97078,21776,,,Prometheus Books
97084,20120,,,St. Martin's Press
97126,29301,,,Hampton Falls: Donald M. Grant
97287,24841,,,Ullstein
97294,24366,,,Ueberreuter
97333,20139,,,Dalkey Archive Press
97378,25439,,,Thames & Hudson
97380,19828,,,Everyman's Library
97381,20765,,,Oxford University Press
97385,19683,,,Penguin Classics
97393,27312,,,University Press of New England
97401,19875,,,Picador USA
97402,20346,,,Arcade Publishing
97408,20599,,,Milkweed Editions
97411,19712,,,Penguin Books
97412,19712,,,Penguin Books
97486,19780,,,Pocket Books
97501,27776,,,Sheridan House
97553,20069,,,Faber and Faber
97642,23444,,,Running Press Adult
97652,19925,,,Waterbrook Press
97715,19695,,,Vintage
97751,19683,,,Penguin Classics
97753,20374,,,Free Press
97781,19717,,,Avon
97782,19803,,,"Little, Brown and Company"
97788,20480,,,Holt Paperbacks
97800,21378,,,IVP Books
97820,19881,,,Mariner Books
97827,21147,,,Fortress Press
97860,19692,,,Clarion Books
97862,19652,,,Zondervan
97863,19652,,,Zondervan
97898,20540,,,Anchor
97920,19712,,,Penguin Books
97961,20592,,,Berkley Publishing Group
97963,19760,,,Ace Books
97964,19718,,,Ace
97965,19718,,,Ace
98048,19712,,,Penguin Books
98049,20323,,,Viking Adult
98218,20597,,,St. Martin's
98219,20518,,,W. W. Norton & Company
98248,20153,,,McGraw-Hill Education
98250,20731,,,Cedarwinds
98374,19875,,,Picador USA
98378,20684,,,Henry Holt and Co.
98401,19695,,,Vintage
98405,19701,,,Jove
98413,20156,,,VIZ Media LLC
98427,19719,,,Grand Central Publishing
98475,24552,,,MacMillan Publishing Company
98481,21318,,,W Publishing Group
98532,20681,,,Farrar Straus Giroux
98566,23419,,,A King Production
98573,20548,,,Bloomsbury
98645,19695,,,Vintage
98658,21202,,,Lübbe
98685,19695,,,Vintage
98783,19781,,,Penguin
98799,19695,,,Vintage
98800,22334,,,Frog Books
98807,19663,,,HarperCollins
98810,21776,,,Prometheus Books
98836,19881,,,Mariner Books
98897,24498,,,Rich Press
98920,20323,,,Viking Adult
98943,20186,,,New Directions
98969,20627,,,Northwestern University Press
99085,21072,,,Firebird
99107,20657,,,Dutton Juvenile
99110,20735,,,Dutton Books for Young Readers
99111,20735,,,Dutton Books for Young Readers
99126,20924,,,Signet Classics
99152,20924,,,Signet Classics
99177,21004,,,Holt McDougal
99208,20322,,,Harper Perennial Modern Classics
99219,19653,,,Tor Books
99230,20001,,,Citadel
99245,20793,,,Bantam Books
99275,20186,,,New Directions
99297,19694,,,Sourcebooks Landmark
99298,21190,,,"Scholastic, Inc."
99300,19910,,,Dover Publications
99328,19683,,,Penguin Classics
99329,19712,,,Penguin Books
99383,19660,,,Roc
99442,19665,,,Harper Perennial
99452,19787,,,Del Rey
99461,19787,,,Del Rey
99472,19674,,,Berkley
99483,19695,,,Vintage
99486,20625,,,Ediciones B
99561,19876,,,Speak
99610,23412,,,Time Warner
99664,19695,,,Vintage
99690,21835,,,Shambhala
99702,19760,,,Ace Books
99713,20186,,,New Directions
99714,21077,,,Starscape
99738,19792,,,Random House
99742,19683,,,Penguin Classics
99757,19674,,,Berkley
99794,24483,,,Dedalus
99826,27512,,,Bold Type Books
99894,19792,,,Random House
99944,19781,,,Penguin
99951,19845,,,Plume
99955,20924,,,Signet Classics
99966,19792,,,Random House
100065,30538,,,Behrman House Publishing
100100,20864,,,Harper Perennial Modern Classics (NY)
100142,19805,,,Modern Library
100148,27517,,,Snow Lion
100213,19716,,,Delta
100237,19899,,,Grove Press
100286,19792,,,Random House
100317,24725,,,American Girl Publishing Inc
100343,21455,,,Tor Science Fiction
100344,19886,,,Del Rey Books
100359,19787,,,Del Rey
100365,29900,,,Spectrum Literary Agency
100369,20932,,,Pocket
100424,24275,,,Avon Books (Mm)
100464,20550,,,Chicken House
100476,20596,,,Atheneum Books for Young Readers
100480,19872,,,Puffin Books
100485,19899,,,Grove Press
100629,19710,,,Harmony
100720,19677,,,Berkley Books
100786,19872,,,Puffin Books
100800,22313,,,Prentice Hall Press
100834,19745,,,Delacorte Press
100849,19824,,,Touchstone
100909,19781,,,Penguin
100915,19788,,,HarperCollins Publishers
100924,19663,,,HarperCollins
100933,19788,,,HarperCollins Publishers
100957,20540,,,Anchor
101001,21401,,,Armada
101014,19655,,,Arrow
101021,19664,,,Ballantine Books
101027,19664,,,Ballantine Books
101086,19665,,,Harper Perennial
101094,20259,,,Anchor Books
101172,19815,,,Back Bay Books
101191,19792,,,Random House
101205,28908,,,Orion UK
101269,19722,,,Bantam
101285,21491,,,St. Martins Press-3PL
101299,19774,,,Pantheon
101381,19664,,,Ballantine Books
101384,27996,,,RHUS
101399,21012,,,John Wiley & Sons
101483,19929,,,Kensington
101509,19742,,,Signet
101571,19857,,,Tor Fantasy
101648,28162,,,"Castle Books, Booksales"
101715,19900,,,Chicago Review Press
101862,20058,,,Konecky & Konecky
101869,19718,,,Ace
101887,24897,,,Nelson Doubleday
101893,19753,,,Spectra
101911,19665,,,Harper Perennial
101914,21358,,,Llewellyn Publications
101921,20267,,,Picador
101942,20902,,,Collier Books
101949,19902,,,Gollancz
101999,26701,,,"Riverrun Press (New York, NY)"
102030,23879,,,Kodansha International
102087,19902,,,Gollancz
102104,19898,,,HarperOne
102113,23140,,,Mysterious Press
102114,21164,,,Phoenix
102117,21164,,,Phoenix
102119,21164,,,Phoenix
102132,19676,,,Gallimard
102142,19861,,,Broadway Books
102143,19732,,,Dell
102180,19709,,,St. Martin's Griffin
102215,28555,,,Frank Cass Publishers
102239,26140,,,White Wolf Publishing
102241,19718,,,Ace
102247,19718,,,Ace
102248,20108,,,iBooks
102259,21180,,,Hqn
102266,25158,,,White Wolf Games Studio
102267,19718,,,Ace
102303,19773,,,Minotaur Books
102305,24453,,,Potomac Books
102313,19663,,,HarperCollins
102323,20759,,,Vertigo
102324,20759,,,Vertigo
102327,19823,,,DAW
102386,27735,,,Onyx Books
102400,27735,,,Onyx Books
102440,21042,,,Dark Horse Books
102458,20064,,,Dark Horse
102459,21042,,,Dark Horse Books
102460,21042,,,Dark Horse Books
102461,20064,,,Dark Horse
102462,21042,,,Dark Horse Books
102463,21042,,,Dark Horse Books
102504,21152,,,Akashic Books
102534,19712,,,Penguin Books
102564,21776,,,Prometheus Books
102575,20564,,,"Arkham House Publishers, Inc."
102661,19748,,,University of Chicago Press
102733,21726,,,Penguin/HighBridge Audio
102736,24707,,,Tides Foundation
102748,19695,,,Vintage
102806,20621,,,Espasa Calpe
102856,19674,,,Berkley
