book_id,publisher_id,published_date,published_title,name_publisher
1938126,19699,,,Macmillan Children's Books
1938237,22495,,,SUNY Press
1938245,21350,,,Atom
1938528,19663,,,HarperCollins
1938802,20399,,,Pan
1941443,21292,,,Tammi
1943670,21257,,,Addison Wesley Publishing Company
1943742,19714,,,Mira
1943814,29120,,,Orion (an Imprint of the Orion Publishing Group LT
1943960,19666,,,Orion
1944019,21148,,,HarperPerennial
1945842,26285,,,Fremantle Arts Centre Press
1946568,22247,,,新潮社
1948578,20152,,,Delacorte Books for Young Readers
1948897,19772,,,Egmont
1948904,21637,,,Orion Childrens
1948985,19930,,,Simon & Schuster
1949780,20936,,,TokyoPop
1950018,27051,,,Castalia Publishing Company
1950067,20005,,,Hodder Children's Books
1950545,24899,,,Serambi
1951125,27990,,,Flap Jacket Press
1951714,27793,,,Conundrum PR
1951720,21349,,,Mouse Works
1953153,21806,,,Three Rivers Press (CA)
1953489,27504,,,"Fitness Renaissance, LLC"
1953603,20109,,,Deseret Book Company
1953735,22717,,,小学館
1954271,27890,,,"Reclam, Ditzingen"
1954805,19905,,,Seal Press
1954947,21214,,,Marvel Comics Group
1955398,27401,,,Pulpless.com
1955837,19717,,,Avon
1956954,19664,,,Ballantine Books
1958493,27145,,,DK Publishing (Dorling Kindersley)
1958785,19756,,,Multnomah
1960034,19801,,,Knopf
1960570,21400,,,Zondervan Publishing Company
1960591,21457,,,Vision Forum
1960696,19761,,,Fawcett
1961075,22911,,,Yellow Rose Books
1961314,19712,,,Penguin Books
1961495,20918,,,Voyager Online Australia
1961516,19661,,,Pocket Star
1962291,28659,,,Love Inspired Suspense
1962363,19678,,,Scholastic Paperbacks
1962494,20793,,,Bantam Books
1963638,24054,,,New Harbinger Publications
1964325,19651,,,Thomas Nelson
1964409,27252,,,Charisma House
1965727,28739,,,Hoopoe Books
1966205,19724,,,Baen
1966332,21358,,,Llewellyn Publications
1966358,20227,,,Walker
1966801,19811,,,iUniverse
1966969,21473,,,Mira Books
1967070,21707,,,HarperAlley
1967472,19794,,,Random House Books for Young Readers
1967633,20106,,,Scholastic Press
1968573,20152,,,Delacorte Books for Young Readers
1968772,20832,,,Holloway House
1970023,28563,,,Ludwig von Mises Institute
1970449,20748,,,It Books
1970506,23293,,,Ticknor & Fields
1970527,20327,,,Basic Books
1971304,21288,,,Viking Books
1971990,20153,,,McGraw-Hill Education
1973304,20125,,,Scribner Book Company
1973573,20569,,,Orion Children's Books
1973931,23755,,,Natur & Kultur
1973951,26349,,,Pinter & Martin Ltd
1974532,23543,,,Pradnya Paramita
1975322,20737,,,btb
1975331,21511,,,Bloomsbury U.S.A. Children's Books
1976325,20463,,,Colcultura
1976714,19898,,,HarperOne
1977834,19676,,,Gallimard
1977849,25874,,,Points French
1980195,25011,,,Yellow Jersey
1981046,26604,,,NavPress Publishing Group
1981112,24971,,,Donald M Grant
1981273,21413,,,Figueirinhas
1981412,25773,,,Selector S.A. de C.U.
1983987,20936,,,TokyoPop
1984222,25032,,,Politico's Publishing
1988040,19779,,,Folio
1988046,27396,,,Carlsen Verlag GmbH
1989153,20655,,,St. Martin's Paperbacks
1989743,19962,,,Atria Books
1990017,19676,,,Gallimard
1990166,28762,,,Ediciones S&M
1991039,22604,,,Aschehoug
1991683,19884,,,Warner Books (NY)
1992360,28565,,,Top of the Mountain Publishing; 17th edition (October 1995)
1992710,19664,,,Ballantine Books
1993767,23246,,,Shogakukan
1993801,19699,,,Macmillan Children's Books
1994295,29012,,,Hippo
1994709,24773,,,Steeple Hill Books
1996122,19812,,,Leisure Books
1996124,19812,,,Leisure Books
1996765,26216,,,Scarecrow Press
1998200,24763,,,Poolbeg Press
1998422,25859,,,Jalansutra
1998880,20179,,,Houghton Mifflin Harcourt
1999406,21908,,,Small Desk Press
1999475,19651,,,Thomas Nelson
1999660,23579,,,MacMillan UK
2001530,27843,,,Pacific Eagle Publishing
2002857,20961,,,Da Capo Press
2003094,20393,,,Chronicle Books
2003370,21532,,,Espasa-Calpe
2003625,19930,,,Simon & Schuster
2003722,21768,,,Baen Books
2003934,20652,,,Platt & Munk
2004115,28421,,,Houghton Mifflin Harcourt (HMH)
2008298,24991,,,Páginas de espuma
2009083,29079,,,NASA History Division
2009100,19821,,,G.P. Putnam's Sons
2009369,25282,,,Pustaka Al Kautsar
2010530,21485,,,Heyne
2010730,28661,,,Macdonald & Co
2011272,21153,,,Headline Book Publishing
2011708,20106,,,Scholastic Press
2011772,19811,,,iUniverse
2011854,20855,,,Putnam Juvenile
2012337,29356,,,McArthur & Company
2012689,19821,,,G.P. Putnam's Sons
2013929,21463,,,Putnam Adult
2014000,30539,,,Fata Morgana
2014891,19666,,,Orion
2015492,20087,,,Orbit
2015924,27588,,,Portobello Books Ltd
2016758,19860,,,Viking
2017056,20822,,,Crown
2017109,24188,,,Brookes Publishing
2017717,19778,,,Harper
2019793,21288,,,Viking Books
2020665,20958,,,Philomel Books
2020935,19803,,,"Little, Brown and Company"
2020983,20497,,,Punto de Lectura
2021539,21404,,,Planeta
2021815,20156,,,VIZ Media LLC
2021816,20294,,,VIZ Media
2023060,20792,,,سوره مهر
2023294,22684,,,Zonderkidz
2024093,28104,,,Ediciones Cátedra S.A.
2024223,20744,,,G. P. Putnam's Sons
2024336,20129,,,Gramedia Pustaka Utama
2025150,19788,,,HarperCollins Publishers
2025787,21026,,,Hodder & Stoughton
2025885,27410,,,Jewish Publication Society of America
2026509,25411,,,Editorial Porrúa
2028449,21284,,,نگاه، 1382
2029176,19803,,,"Little, Brown and Company"
2029177,19769,,,Little Brown and Company
2029495,30325,,,المركز الكندي للبرمجة اللغوية والعصبية
2029736,20212,,,Wizards of the Coast
2029927,19722,,,Bantam
2029932,19787,,,Del Rey
2030441,23610,,,Western Publishing Company
2031004,19833,,,Voyager
2031518,19864,,,Dodo Press
2032327,19655,,,Arrow
2033352,30577,,,Modtryk
2034188,20179,,,Houghton Mifflin Harcourt
2034476,19757,,,Simon  Schuster
2034713,24212,,,McGraw-Hill
2035356,19746,,,Fontana
2035791,19938,,,Headline Review
2036659,21044,,,Doubleday UK
2037310,19701,,,Jove
2037559,20087,,,Orbit
2037584,19722,,,Bantam
2037808,19787,,,Del Rey
2038020,22918,,,Allen & Unwin
2039091,19781,,,Penguin
2040225,21763,,,Penguin UK
2040229,21457,,,Vision Forum
2040424,30233,,,Dergah Yayınları
2040488,21237,,,Høst & Søn
2040512,21026,,,Hodder & Stoughton
2041234,19674,,,Berkley
2041545,19722,,,Bantam
2041688,21220,,,Seven Stories Press
2043100,19804,,,Bethany House
2043412,19736,,,Hachette Books
2043575,22717,,,小学館
2044121,19896,,,Headline
2044238,21163,,,John Blake
2044979,19663,,,HarperCollins
2045155,19896,,,Headline
2045157,19896,,,Headline
2045569,19745,,,Delacorte Press
2045705,20266,,,Lamplighter Publishing
2046418,21740,,,"Loose Id, LLC"
2047408,19664,,,Ballantine Books
2047603,19872,,,Puffin Books
2049763,20351,,,Puffin
2049823,19859,,,Scholastic
2049993,20351,,,Puffin
2050000,26172,,,Snowbooks
2050211,20451,,,Serpent's Tail
2050551,21144,,,Listening Library
2051755,20278,,,Riverhead Hardcover
2051840,19737,,,Katherine Tegen Books
2052978,24975,,,Putnam Pub Group
2053067,27980,,,Sports Publishing LLC
2054144,22813,,,Cornell University Press
2054504,20331,,,Chatto & Windus
2054513,20050,,,Sphere
2054617,20468,,,Fabryka Słów
2054669,20468,,,Fabryka Słów
2054761,19722,,,Bantam
2055151,21463,,,Putnam Adult
2055901,20120,,,St. Martin's Press
2056209,28091,,,Children's Press
2056877,21400,,,Zondervan Publishing Company
2056879,21400,,,Zondervan Publishing Company
2058227,20447,,,Wipf & Stock Publishers
2058305,21047,,,Tuttle Publishing
2058494,21822,,,Onyx
2058505,19676,,,Gallimard
2059237,28171,,,WmMorrowPB
2059338,20936,,,TokyoPop
2059339,20936,,,TokyoPop
2059842,19695,,,Vintage
2059987,19791,,,Yearling
2060194,24705,,,2.13.61 Publications
2061279,23083,,,Theosophical Publishing House
2061573,27793,,,Conundrum PR
2062048,19714,,,Mira
2063563,25107,,,Hodder And Stoughton
2064078,26152,,,Kobra Media
2064279,20327,,,Basic Books
2065091,19753,,,Spectra
2065568,25441,,,Scholastic Hippo
2065589,19859,,,Scholastic
2065828,23333,,,Wahlström & Widstrand
2066019,24665,,,Harlequin Readers' Choice
2066292,19801,,,Knopf
2066753,20309,,,Doğan Kitap
2067180,21111,,,Ballantine
2067245,27527,,,Bazar Forlag
2067354,29262,,,Phabel
2067457,22519,,,Herder
2067509,19686,,,Reclam
2067510,28077,,,Philipp Reclam jun. Verlag GmbH
2067876,20242,,,Greenwillow Books
2068667,19695,,,Vintage
2069495,26543,,,Orchard (NY)
2069496,26543,,,Orchard (NY)
2069497,26543,,,Orchard (NY)
2069498,26543,,,Orchard (NY)
2069500,26543,,,Orchard (NY)
2071575,20323,,,Viking Adult
2071678,21566,,,BiblioLife
2072153,19792,,,Random House
2072332,19788,,,HarperCollins Publishers
2072496,21929,,,Piper
2072511,19859,,,Scholastic
2072557,29552,,,Editions Stock
2073686,19789,,,Amulet Books
2073853,20132,,,رياض الريس للكتب والنشر
2074013,23898,,,Bold Strokes Books
2074104,20874,,,"Penguin Press HC, The"
2074153,21545,,,Brisk Press
2074330,20328,,,Knopf Books for Young Readers
2074730,28013,,,DH Audio
2075382,22059,,,Sudamericana
2075601,19807,,,Hyperion Books for Children
2076055,25111,,,McGraw-Hill Humanities/Social Sciences/Languages
2076879,19831,,,Thomas Nelson Publishers
2077035,25552,,,New Era Publications International APS
2078505,19832,,,Tyndale House Publishers
2079538,20433,,,W. W. Norton  Company
2079563,20078,,,Corgi
2079874,24421,,,Plaza & Janés Editores
2081377,26013,,,Trafalgar Square Publishing
2081569,19654,,,Gallery Books
2081954,25782,,,Astor-Honor Inc
2082136,20433,,,W. W. Norton  Company
2082405,19776,,,NAL
2083216,23610,,,Western Publishing Company
2083991,19663,,,HarperCollins
2084211,21129,,,Ignatius Press
2084518,19761,,,Fawcett
2084781,21423,,,Covenant Communications
2085302,20242,,,Greenwillow Books
2085319,20180,,,Viking Books for Young Readers
2085971,20320,,,Cambridge University Press
2086132,20925,,,Drawn and Quarterly
2087224,19836,,,Kessinger Publishing
2087365,21443,,,Pavilion
2088519,26213,,,Zed Books
2090125,27844,,,Micah 68
2090345,20129,,,Gramedia Pustaka Utama
2090400,25535,,,Harper Presents
2090640,19691,,,Feiwel & Friends
2091194,20167,,,Tom Doherty Assoc Llc
2091315,26318,,,Bloomsbury USA Children's Books
2091812,21424,,,Candlewick Press (MA)
2092284,24783,,,"Penguin Books, Limited (UK)"
2093404,19655,,,Arrow
2095037,24727,,,Hodder Paperback
2095427,19862,,,Avon Books
2095583,20125,,,Scribner Book Company
2096417,20738,,,Rageot
2097938,21082,,,Roaring Brook Press
2099048,21290,,,Livre de Poche
2099147,24449,,,Zvaigzne ABC
2099342,25071,,,Iskry
2099596,29569,,,No Tell Books
2100173,25515,,,Oveja Negra
2100810,19793,,,"Farrar, Straus and Giroux"
2100952,28577,,,تهران، سوگند، 1383
2101630,22027,,,Skylark
2101872,19947,,,Canongate Books
2101984,19716,,,Delta
2102468,20822,,,Crown
2104061,20793,,,Bantam Books
2104355,28794,,,Quartet Books
2106193,20495,,,Penguin Group
2106303,20027,,,Routledge
2107163,20798,,,Wildside Press
2108205,21718,,,superNOWA
2110473,22027,,,Skylark
2110478,22027,,,Skylark
2110491,22027,,,Skylark
2110492,22027,,,Skylark
2110851,21582,,,New English Library
2111628,19902,,,Gollancz
2111634,19902,,,Gollancz
2112260,20551,,,Egmont Books Ltd
2112744,22530,,,Wydawnictwo Dolnośląskie
2112823,28512,,,Casperian Books
2112904,19819,,,Harper Voyager
2113260,29880,,,Penguin Group Viking Adult
2113410,19682,,,William Morrow
2113443,21316,,,Walker Books for Young Readers
2114086,19765,,,HMH Books for Young Readers
2114866,19778,,,Harper
2115195,23331,,,Cappelen
2116379,20991,,,PublicAffairs
2116927,27603,,,Canongate Books Limited
2117957,21716,,,August Cesarec
2119366,19666,,,Orion
2119375,19709,,,St. Martin's Griffin
2120316,24205,,,The Reader's Digest Association
2120652,20120,,,St. Martin's Press
2120783,20433,,,W. W. Norton  Company
2120932,19807,,,Hyperion Books for Children
2121231,19856,,,Fleming H. Revell Company
2122216,27402,,,m&c
2122741,20827,,,Crown Publishing Group (NY)
2123542,20348,,,MacAdam/Cage Publishing
2123617,21504,,,Simon and Schuster
2124105,25268,,,Труд
2124206,19800,,,Candlewick Press
2124649,22097,,,Flanker Press
2127589,27079,,,"BUR, Biblioteca Universale Rizzoli"
2128922,28846,,,Pocket Books/Star Trek
2130597,20446,,,Alianza Editorial
2130908,23461,,,Raven West
2132036,21639,,,Not Avail
2132744,21764,,,Захаров
2132778,23752,,,Ad Marginem
2133795,20836,,,Dial Books
2133827,21417,,,Flammarion
2134411,26697,,,Yalebooks
2134448,19811,,,iUniverse
2135201,28106,,,Silhouette Special Edition
2135550,19917,,,Simon Pulse
2136863,23333,,,Wahlström & Widstrand
2138127,20740,,,De Arbeiderspers
2138584,20288,,,Roc Hardcover
2138601,21867,,,Polka Dot Press
2138727,19657,,,Algonquin Books
2139008,21950,,,Эксмо
2139442,19836,,,Kessinger Publishing
2140899,21493,,,New World Library
2141070,19836,,,Kessinger Publishing
2141233,29144,,,Bantam Dell Publ. Group
2141382,25522,,,Grupo Editorial Norma
2141384,25522,,,Grupo Editorial Norma
2142060,19780,,,Pocket Books
2142727,21525,,,Editura Cartex Serv
2142887,23328,,,Querclus Publishing Plc
2143461,26423,,,"Western Publishing Company, Inc."
2144610,19773,,,Minotaur Books
2144900,20005,,,Hodder Children's Books
2145681,20120,,,St. Martin's Press
2145843,19801,,,Knopf
2145942,25554,,,Gadsden Publishing House
2146370,26414,,,Merkur Publishing Inc
2146659,20658,,,HarperPrism
2146957,19681,,,Shadow Mountain
2147003,29622,,,University of Toronto Press
2147058,21971,,,Parthian Books
2148234,21851,,,Three Candles Press
2149385,19930,,,Simon & Schuster
2149388,21528,,,Simon & Schuster Childrens Books
2149535,19677,,,Berkley Books
2150355,24650,,,Gold Leaf Press (WA)
2152080,25719,,,Worldwide
2152663,20494,,,İletişim Yayıncılık
2152871,19719,,,Grand Central Publishing
2153110,25954,,,Humanitas
2153238,24210,,,Mainstream Publishing
2153405,19811,,,iUniverse
2153427,19765,,,HMH Books for Young Readers
2153793,19801,,,Knopf
2154305,27499,,,Red Dust
2154433,20179,,,Houghton Mifflin Harcourt
2155025,19824,,,Touchstone
2155167,29601,,,Gospel Advocate Company
2155419,26918,,,Arena Verlag GmbH
2155422,27262,,,Bertelsmann Verlag
2156347,22530,,,Wydawnictwo Dolnośląskie
2157243,19663,,,HarperCollins
2157324,19850,,,HarperTeen
2157372,19703,,,Poppy
2158606,21360,,,Hodder
2159007,19817,,,Scribner
2159136,19655,,,Arrow
2159225,19803,,,"Little, Brown and Company"
2159700,29164,,,Sparkplug Books
2159889,19652,,,Zondervan
2160446,19811,,,iUniverse
2161325,22530,,,Wydawnictwo Dolnośląskie
2161492,27229,,,Alianza Editorial Sa
2161710,27377,,,Amereon House
2161733,19719,,,Grand Central Publishing
2161966,19803,,,"Little, Brown and Company"
2163420,22144,,,Viz Media
2164318,30061,,,Marion Lloyd Books
2164409,19873,,,"Little, Brown Young Readers"
2164457,20644,,,Black Swan
2166091,21566,,,BiblioLife
2166165,20538,,,Dutton
2166291,19719,,,Grand Central Publishing
2166349,28422,,,The University press of Hawaii
2166515,25145,,,Audio Literature
2167585,20717,,,Marvel Comics
2167967,19732,,,Dell
2168850,23691,,,دار الكتاب العربي
2168860,19717,,,Avon
2169313,25599,,,HarperCollins Children's
2169506,19765,,,HMH Books for Young Readers
2169898,21778,,,Harvard University Press
2170903,19925,,,Waterbrook Press
2171342,23613,,,Goldmann
2171936,24205,,,The Reader's Digest Association
2172538,19734,,,Washington Square Press
2172703,20069,,,Faber and Faber
2173611,20242,,,Greenwillow Books
2174010,21612,,,Ocean View Books
2174237,21783,,,Severn House Publishers
2174486,19886,,,Del Rey Books
2175252,28758,,,History Press (SC)
2175264,28809,,,History Press Ltd
2175442,21101,,,Science Fiction Book Club
2175645,19765,,,HMH Books for Young Readers
2176204,21845,,,"Dell Publishing Co., Inc."
2176660,21463,,,Putnam Adult
2176735,19793,,,"Farrar, Straus and Giroux"
2177236,20538,,,Dutton
2177563,20179,,,Houghton Mifflin Harcourt
2177655,19827,,,MIRA
2179276,29919,,,Hyperion Books for Children/Disney Book Group
2179832,19778,,,Harper
2180781,19841,,,Bethany House Publishers
2181092,19912,,,Wendy Lamb Books
2181616,19664,,,Ballantine Books
2182766,20042,,,Schiffer Publishing
2182780,20714,,,DC Comics
2183274,20714,,,DC Comics
2183640,22968,,,Editora Record
2184267,22369,,,Sweet Valley
2184593,21474,,,Casterman
2184798,29689,,,Vintage Publishing
2184895,26784,,,Go Comi
2185736,19676,,,Gallimard
2186848,20759,,,Vertigo
2187393,19655,,,Arrow
2187466,20318,,,Harper Collins Publishers
2187722,23242,,,Virgin Books
2188220,26602,,,Teaching Resources
2188829,21356,,,Rodale Books
2189079,23859,,,Gramedia
2189360,23460,,,MUZA SA
2189373,26326,,,Społeczny Instytut Wydawniczy Znak
2190073,28920,,,Оникс
2191066,22184,,,Kensington Publishing Corporation
2191114,19773,,,Minotaur Books
2191151,19787,,,Del Rey
2191362,29594,,,Union Square Press
2191637,19719,,,Grand Central Publishing
2191970,21620,,,Crown Forum
2192092,19736,,,Hachette Books
2192348,26286,,,Delirium Books
2193198,27027,,,Dar-us-Salam Publications
2193419,19841,,,Bethany House Publishers
2193694,19742,,,Signet
2194051,19663,,,HarperCollins
2194374,20179,,,Houghton Mifflin Harcourt
2195295,24168,,,Mnémos
2195309,20642,,,Jove Books
2195434,19722,,,Bantam
2195437,19722,,,Bantam
2195440,22369,,,Sweet Valley
2195443,19722,,,Bantam
2195444,29127,,,Demco Media
2195449,22369,,,Sweet Valley
2195464,21033,,,Knopf Publishing Group
2197144,28669,,,Jossey-Bass Inc Pub
2197188,28765,,,"W.W. Norton & Co., Inc. (NY)"
2197227,19719,,,Grand Central Publishing
2197408,19769,,,Little Brown and Company
2198274,19719,,,Grand Central Publishing
2198397,20836,,,Dial Books
2198734,20690,,,Deutscher Taschenbuch Verlag
2199587,19745,,,Delacorte Press
2199617,23085,,,Tiden
2199631,29002,,,Hyperion Pr
2200090,19760,,,Ace Books
2200913,20768,,,Luna Books
2201788,25124,,,ADV Manga
2202113,19675,,,Doubleday
2202230,20759,,,Vertigo
2203766,23452,,,Newmarket Press
2204464,19663,,,HarperCollins
2204611,21763,,,Penguin UK
2205086,20005,,,Hodder Children's Books
2205263,27157,,,Players Press (U.K.)
2205321,19717,,,Avon
2205663,22087,,,Yale University Press
2205950,19663,,,HarperCollins
2205963,24256,,,State University of New York Press
2206174,19886,,,Del Rey Books
2206390,25169,,,Authentic
2206960,19650,,,Simon  Schuster Books for Young Readers
2207115,20052,,,MTV Books
2208130,20050,,,Sphere
2208741,28748,,,Balzer & Bray/Harperteen
2208744,20994,,,Bloomsbury USA Childrens
2208767,19650,,,Simon  Schuster Books for Young Readers
2210191,19664,,,Ballantine Books
2210620,21371,,,Oni Press
2210839,19737,,,Katherine Tegen Books
2211221,19745,,,Delacorte Press
2211675,19712,,,Penguin Books
2213063,21639,,,Not Avail
2213112,19656,,,Harlequin
2213324,19858,,,Point
2213336,19765,,,HMH Books for Young Readers
2213486,19859,,,Scholastic
2213661,19663,,,HarperCollins
2214574,19688,,,"Harcourt, Inc."
2216194,19827,,,MIRA
2216225,19718,,,Ace
2216760,24897,,,Nelson Doubleday
2216762,19884,,,Warner Books (NY)
2218102,20027,,,Routledge
2218252,30422,,,Harperteen
2218260,20471,,,Turtleback Books
2218284,19860,,,Viking
2218352,23934,,,Bentang
2219694,19681,,,Shadow Mountain
2220416,28980,,,Pocket Essentials
2220938,19850,,,HarperTeen
2221542,25617,,,Utusan Publications & Distributors Sdn Bhd
2222642,19742,,,Signet
2223097,19875,,,Picador USA
2223353,19651,,,Thomas Nelson
2224073,21695,,,Arrow Books Ltd
2224451,19677,,,Berkley Books
2224739,27102,,,S & M Books
2224813,20798,,,Wildside Press
2225238,20711,,,Alfred A. Knopf
2225261,21815,,,WaterBrook Press
2226274,26444,,,Gudrun Publishing
2226289,20509,,,Thomas Dunne Books
2226430,29266,,,Lorenz Books
2226570,19665,,,Harper Perennial
2227087,19712,,,Penguin Books
2227301,21884,,,One Night Books
2227371,19682,,,William Morrow
2227528,19778,,,Harper
2227735,29238,,,Timber Press
2228149,20384,,,Fourth Estate
2229030,20930,,,Alaf 21 Sendirian Berhad (276419-A)
2230284,19930,,,Simon & Schuster
2230670,28122,,,"Prosveta, U.S.A."
2232132,21865,,,LWW
2232799,23794,,,Albert Bonniers Förlag
2233407,19718,,,Ace
2233479,20540,,,Anchor
2233870,27971,,,Valdemar
2233882,20744,,,G. P. Putnam's Sons
2234035,19680,,,Center Street
2235597,19769,,,Little Brown and Company
2237117,19663,,,HarperCollins
2237784,19664,,,Ballantine Books
2238093,19650,,,Simon  Schuster Books for Young Readers
2238121,20050,,,Sphere
2238402,22158,,,Cassell
2239786,23331,,,Cappelen
2241059,19786,,,Margaret K. McElderry Books
2241093,19792,,,Random House
2241558,19962,,,Atria Books
2241978,26623,,,Gradiva
2242385,20932,,,Pocket
2242564,20822,,,Crown
2242595,26776,,,Mountain Press Publishing Company
2243130,26132,,,Curtis Books
2243610,19832,,,Tyndale House Publishers
2243611,19832,,,Tyndale House Publishers
2244182,26417,,,Månpocket
2244796,19996,,,دار الشروق
2246833,19672,,,Harper Teen
2246948,21427,,,المؤسسة العربية للدراسات والنشر
2246958,21427,,,المؤسسة العربية للدراسات والنشر
2247142,20433,,,W. W. Norton  Company
2248060,19831,,,Thomas Nelson Publishers
2248164,19693,,,Henry Holt & Company
2248573,20711,,,Alfred A. Knopf
2249196,20714,,,DC Comics
2249507,19677,,,Berkley Books
2249571,20606,,,IDW Publishing
2249711,19824,,,Touchstone
2249920,19865,,,Hyperion
2250457,26366,,,Thomas Y. Crowell Company
2251262,19703,,,Poppy
2251629,21181,,,Last Gasp
2251776,24681,,,Gardners Special Promo
2251777,21553,,,JOHN LANE THE BODLEY HEAD LTD
2252204,22160,,,Comma Press
2252947,19665,,,Harper Perennial
2253212,28673,,,Calkins Creek
2253258,25252,,,Saqi Books
2253484,19805,,,Modern Library
2253660,19676,,,Gallimard
2253939,19674,,,Berkley
2253942,19674,,,Berkley
2254519,21453,,,G. K. Hall & Company
2254874,28337,,,"Equinoccio, Ediciones de la Universidad Simón Bolivar"
2254925,19880,,,Andrews McMeel Publishing
2255114,21039,,,Berkley Sensation
2255282,19860,,,Viking
2255284,21695,,,Arrow Books Ltd
2255285,21695,,,Arrow Books Ltd
2255345,21582,,,New English Library
2257948,19663,,,HarperCollins
2257949,19663,,,HarperCollins
2258548,19661,,,Pocket Star
2258650,19703,,,Poppy
2258651,19703,,,Poppy
2258652,19703,,,Poppy
2260330,20111,,,Berkley Trade
2260391,29511,,,Buenos Aires: Adriana Hidalgo editora
2260460,26130,,,Perfection Learning
2260637,19719,,,Grand Central Publishing
2261584,24514,,,Delcourt
2262320,19930,,,Simon & Schuster
2262322,25895,,,Simon & Schuster (Trade Division)
2262521,20798,,,Wildside Press
2264743,19797,,,"Little, Brown Books for Young Readers"
2264992,28658,,,Vitamina BD Edições
2267679,27257,,,Republika - Basmala
2268120,20075,,,"Little, Brown"
2268489,21290,,,Livre de Poche
2268909,21349,,,Mouse Works
2270120,19780,,,Pocket Books
2270400,26237,,,"Scribner Book Company, NY"
2272515,19794,,,Random House Books for Young Readers
2272632,19900,,,Chicago Review Press
2272641,20106,,,Scholastic Press
2272713,19845,,,Plume
2272813,21258,,,Dutton Children's Books
2272880,22333,,,Pantheon Books
2273246,19765,,,HMH Books for Young Readers
2273845,27746,,,Siglo Veintiuno
2274683,19798,,,Walker Books
2274750,20748,,,It Books
2274992,28302,,,Piccadilly Press Ltd
2275473,26969,,,"Fortitude Press, Inc."
2275614,23058,,,"Covenant Communications, Inc."
2275786,27509,,,Matica hrvatska
2276518,24672,,,Pacific Press Publishing Association
2277378,19896,,,Headline
2277444,19682,,,William Morrow
2278387,19718,,,Ace
2278470,19709,,,St. Martin's Griffin
2278903,23896,,,André Deutsch
2279949,27285,,,Bert Bakker
2280846,19740,,,Europa Editions
2281052,19859,,,Scholastic
2281220,27286,,,"Harper Collins, Inc."
2281392,30001,,,Joanna Cotler Books
2281814,19760,,,Ace Books
2282133,19700,,,Razorbill
2282203,20433,,,W. W. Norton  Company
2282267,25342,,,Macmillan Publishing
2283433,20545,,,Alfred Music
2284803,19651,,,Thomas Nelson
2285386,21274,,,Jonathan Cape
2286671,27760,,,"Oshun Publishing Company, Incorporated"
2287063,19675,,,Doubleday
2287191,28190,,,انتشارات خوارزمی
2287807,23536,,,Actes Sud
2287810,27392,,,Éditions du Seuil
2287812,21894,,,Babel
2288045,19831,,,Thomas Nelson Publishers
2288199,19651,,,Thomas Nelson
2288200,19831,,,Thomas Nelson Publishers
2288293,23650,,,GuidepostsBooks
2288424,19850,,,HarperTeen
2288562,19856,,,Fleming H. Revell Company
2290538,19827,,,MIRA
2290563,20509,,,Thomas Dunne Books
2290798,19818,,,Recorded Books
2292384,20120,,,St. Martin's Press
2294245,20227,,,Walker
2294388,21470,,,Barbour Publishing
2294984,19692,,,Clarion Books
2294990,24031,,,Jungbrunnen
2295534,21348,,,Disney Editions
2295674,29326,,,Berkley Publishing Corporation
2295713,19708,,,Aladdin
2295821,20876,,,İletişim Yayınları
2295823,28021,,,Futabasha
2295829,19742,,,Signet
2296194,21794,,,Chosen Books
2296532,23440,,,Currency Press Pty Ltd
2296567,19803,,,"Little, Brown and Company"
2296584,29132,,,Confluence Press
2296628,25703,,,Alianza Gráfica
2296769,21958,,,Severn House
2297258,21262,,,Simon & Schuster Children's
2298256,24213,,,Louisiana State University Press
2298975,20120,,,St. Martin's Press
2299110,20120,,,St. Martin's Press
2299358,20767,,,Gyldendal
2299675,20936,,,TokyoPop
2299685,19744,,,Zebra
2299887,19780,,,Pocket Books
2300590,20993,,,IndyPublish.com
2300985,20699,,,Deseret Book
2302354,27313,,,Bloodaxe Books
2302536,29640,,,"Carolrhoda Books, Inc."
2302650,20179,,,Houghton Mifflin Harcourt
2304317,21077,,,Starscape
2305862,19753,,,Spectra
2306829,19831,,,Thomas Nelson Publishers
2306910,19930,,,Simon & Schuster
2308993,22505,,,Barnes & Noble
2310192,19902,,,Gollancz
2310220,19841,,,Bethany House Publishers
2310780,20676,,,Flying Dolphin Press
2311354,21389,,,Houghton Mifflin Company
2311975,23494,,,"Harcourt, Brace, & World, Inc."
2312458,23690,,,منشورات الجمل
2313623,21452,,,"Books on Tape, Inc."
2314130,28917,,,Pinnacle Books
2314195,24473,,,Γράμματα
2314275,21358,,,Llewellyn Publications
2314315,19827,,,MIRA
2314553,20436,,,Penguin Canada
2314769,19859,,,Scholastic
2314849,20244,,,Marvel
2315637,22970,,,Naturegraph Publishers
2315892,19902,,,Gollancz
2316940,19651,,,Thomas Nelson
2318244,28497,,,Penguin Putnam~mass
2319322,19962,,,Atria Books
2319370,19742,,,Signet
2319645,19898,,,HarperOne
2319979,19666,,,Orion
2319981,19666,,,Orion
2320230,26252,,,Cassava Republic
2320431,21400,,,Zondervan Publishing Company
2320474,21092,,,Disney Press
2321054,19653,,,Tor Books
2321296,19850,,,HarperTeen
2321839,19827,,,MIRA
2323794,20374,,,Free Press
2324902,20294,,,VIZ Media
2325248,19800,,,Candlewick Press
2325390,21098,,,Waking Lion Press
