book_id,book_avg_rating
7763,3.9
7769,4.1
7770,4.1
7771,4.4
7772,4.2
7779,4.2
7780,4.1
7781,4.0
7784,4.4
7785,4.2
7788,4.4
7791,4.2
7803,4.0
7805,4.1
7809,3.7
7815,3.9
7839,4.0
7855,3.9
7869,4.0
7882,4.2
7890,4.3
7891,4.1
7893,4.1
7894,4.2
7898,4.3
7901,4.2
7904,4.2
7906,4.2
7907,4.3
7909,4.1
7911,4.0
7926,4.2
7932,4.0
7955,3.4
7956,3.9
7957,3.8
7958,3.9
7962,3.7
7964,3.2
7966,3.8
7967,4.1
7968,3.8
7971,3.6
7973,3.9
7976,4.1
7979,4.0
7980,4.0
7981,4.1
7983,4.1
7987,4.0
7993,4.0
7994,4.1
7996,4.1
7997,4.0
7998,3.9
7999,4.0
8001,4.0
8014,4.0
8073,4.2
8086,4.4
8087,3.9
8088,3.8
8089,3.8
8091,3.7
8127,4.3
8146,4.3
8147,4.0
8151,4.0
8154,3.8
8155,4.2
8164,4.1
8246,4.0
8248,4.2
8250,4.5
8252,4.1
8253,4.2
8282,4.1
8296,3.9
8337,4.2
8492,3.9
8509,4.2
8515,4.1
8522,4.0
8525,4.0
8529,4.1
8531,4.1
8532,4.0
8535,4.0
8537,4.0
8542,3.9
8543,4.1
8552,4.0
8568,4.1
8572,4.1
8574,4.1
8600,3.9
8646,3.9
8647,4.0
8648,3.8
8650,3.8
8664,4.3
8675,3.5
8676,4.2
8680,4.0
8682,4.2
8683,4.3
8694,4.2
8695,4.2
8696,4.3
8704,3.6
8712,4.3
8714,3.8
8715,4.0
8716,4.2
8718,4.2
8719,4.2
8722,4.1
8725,4.0
8732,3.4
8737,4.2
8741,4.0
8745,4.2
8765,3.7
8787,3.5
8797,4.2
8809,3.7
8822,4.2
8824,3.8
8826,3.7
8830,3.5
8837,4.2
8842,3.8
8852,3.9
8862,4.1
8908,4.0
8909,3.8
8921,4.1
8948,4.2
8949,4.2
8951,4.2
8952,4.2
8953,4.0
8957,4.1
8960,4.2
8962,4.1
8963,4.2
8964,4.2
8965,4.1
8966,4.2
8967,4.3
8968,4.2
9006,3.7
9010,3.5
9013,4.2
9014,4.1
9078,3.8
9099,4.2
9263,4.1
9282,4.1
9298,3.8
9300,3.8
9301,4.0
9302,3.8
9326,4.6
9328,4.2
9355,3.6
9370,4.0
9375,4.3
9416,3.6
9417,3.7
9418,3.8
9419,3.8
9420,3.8
9447,4.4
9454,3.9
9456,4.1
9462,4.3
9475,3.8
9487,4.4
9490,4.3
9503,3.4
9516,4.3
9517,4.2
9522,4.2
9526,3.9
9530,4.3
9531,4.2
9532,4.3
9533,3.1
9534,3.9
9538,4.0
9539,4.2
9541,4.4
9542,3.8
9551,4.4
9553,4.1
9554,4.2
9555,3.9
9557,3.8
9566,4.0
9567,3.7
9569,3.7
9570,4.0
9589,3.8
9592,4.2
9593,3.9
9594,3.7
9595,3.9
9597,3.9
9598,3.8
9601,4.0
9619,4.4
9620,3.7
9634,3.8
9636,4.1
9640,4.3
9646,4.1
9648,3.9
9650,3.9
9654,3.5
9677,3.8
9681,3.3
9701,3.8
9712,3.9
9717,4.1
9742,3.8
9762,4.1
9764,4.4
9767,3.7
9771,4.0
9777,3.9
9784,3.7
9791,4.1
9799,3.9
9804,4.1
9809,4.1
9810,3.7
9820,4.2
9822,4.1
9824,3.7
9827,4.1
9833,3.8
9838,3.8
9844,3.4
9864,3.8
9865,3.9
9868,3.6
9903,3.7
9912,3.7
9913,3.5
9914,3.4
9915,3.6
9919,4.2
9922,3.4
9924,4.0
9931,3.9
9943,4.3
9957,3.5
9958,3.7
9998,3.9
9999,3.7
10000,3.8
10006,3.8
10008,3.7
10009,3.7
10031,4.1
10033,4.0
10034,4.0
10037,4.1
10040,3.9
10050,4.0
10055,4.1
10058,4.2
10065,4.2
10066,3.7
10073,3.4
10079,4.0
10084,4.0
10090,4.1
10092,4.1
10104,4.1
10106,4.1
10108,4.3
10109,4.2
10114,3.9
10115,4.2
10147,4.5
10155,3.9
10176,4.1
10203,4.3
10210,4.1
10218,4.0
10222,4.2
10235,4.2
10238,4.0
10260,4.2
10264,4.1
10285,4.1
10302,4.0
10305,4.0
10332,4.3
10336,4.3
10365,4.1
10372,4.0
10374,4.1
10403,3.2
10412,3.7
10441,3.7
10444,4.1
10457,4.0
10461,3.9
10464,4.4
10476,3.9
10503,3.4
10505,3.8
10506,3.5
10507,3.7
10518,4.0
10519,4.0
10534,4.0
10538,3.9
10566,3.7
10567,3.7
10569,4.3
10570,3.6
10571,4.0
10572,4.4
10574,3.3
10577,3.6
10579,4.0
10584,3.8
10585,3.8
10588,3.9
10589,3.9
10592,4.0
10596,3.7
10603,3.7
10605,3.7
10607,4.0
10611,3.9
10614,4.2
10617,4.1
10618,3.9
10619,3.7
10628,4.0
10629,3.8
10638,4.1
10669,4.2
10682,4.0
10711,3.8
10718,3.5
10739,3.7
10765,3.5
10775,3.7
10776,3.6
10778,3.3
10799,3.8
10801,4.2
10810,4.1
10813,4.3
10814,4.3
10815,4.0
10822,4.2
10836,4.1
10847,4.0
10852,3.9
10853,3.9
10866,4.2
10867,3.8
10873,3.4
10882,4.0
10883,4.0
10884,4.1
10890,4.2
10907,4.2
10908,3.6
10909,3.5
10910,3.6
10911,3.8
10912,3.5
10913,3.8
10915,3.8
10916,4.0
10917,4.1
10920,3.9
10929,4.1
10956,3.8
10959,3.9
10963,3.9
10964,4.2
10965,4.4
10967,4.3
10975,3.9
10978,4.2
10979,3.9
10987,4.4
10989,4.1
10990,3.7
11003,4.2
11012,3.8
11013,3.7
11026,3.8
11031,3.8
11038,3.9
11041,3.6
11077,3.9
11111,
11125,3.7
11127,4.3
11140,4.4
11166,3.9
11168,3.8
11170,3.9
11184,3.8
11206,4.1
11229,3.9
11230,3.9
11234,3.9
11235,3.6
11238,3.8
11245,4.1
11262,4.3
11275,4.2
11277,3.5
11279,4.0
11284,3.8
11286,3.9
11289,4.2
11290,3.7
11297,4.0
11298,3.9
11299,3.8
11301,4.2
11306,4.3
11312,3.9
11313,4.1
11320,4.2
11324,3.8
11326,3.8
11334,4.1
11337,4.0
11339,4.4
11346,3.9
11359,3.9
11371,3.8
11376,3.8
11378,4.0
11382,4.4
11389,3.8
11394,4.1
11413,3.9
11422,4.5
11426,4.4
11427,4.4
11428,4.4
11429,4.3
11430,4.4
11431,4.5
11432,4.5
11433,4.4
11434,4.4
11436,4.5
11437,4.4
11438,4.2
11439,4.3
11441,4.1
11446,4.2
11449,4.3
11464,3.8
11466,4.0
11472,4.2
11482,4.1
11494,3.9
11498,3.9
11499,4.2
11501,4.0
11502,4.2
11503,4.1
11507,4.2
11525,3.9
11549,3.9
11550,3.9
11553,4.4
11556,3.9
11557,4.3
11563,3.6
11564,3.6
11566,4.4
11570,3.6
11573,3.9
11574,4.3
11588,4.2
11590,4.0
11597,3.8
11599,4.3
11602,3.8
11607,3.9
11623,4.3
11625,4.3
11627,4.2
11633,4.3
11650,3.9
11652,3.7
11653,3.8
11654,3.9
11655,3.9
11656,4.3
11657,3.2
11659,4.2
11662,3.6
11664,3.5
11666,4.0
11671,3.5
11686,4.3
11690,3.8
11691,3.6
11692,3.9
11693,3.5
11694,3.6
11702,4.1
11711,3.6
11713,3.9
11716,3.9
11719,3.7
11734,3.9
11741,3.8
11761,3.9
11765,3.4
11768,3.9
11773,3.4
11779,3.7
11781,3.8
11782,3.5
11785,3.3
11824,3.6
11831,4.0
11841,4.4
11890,3.8
11899,3.9
11901,4.1
11903,4.3
11908,3.8
11910,3.8
11915,4.2
11918,4.0
11919,4.1
11922,4.2
11933,4.0
11980,4.0
11987,4.2
11989,4.0
11990,4.1
11991,4.0
11995,4.2
12007,4.2
12009,4.0
12013,4.2
12014,3.9
12015,3.8
12016,4.2
12021,4.1
12036,3.6
12046,4.3
12052,4.4
12054,3.9
12067,4.2
12073,4.2
12075,4.1
12079,4.4
12083,4.1
12098,3.8
12113,3.9
12116,4.0
12117,4.1
12125,3.9
12137,3.9
12142,4.2
12165,4.0
12172,4.2
12187,4.1
12194,3.6
12201,4.4
12210,4.3
12220,4.0
12274,3.8
12279,4.3
12286,4.4
12287,3.8
12296,3.4
12319,4.1
12321,4.0
12322,4.2
12334,3.9
12335,4.0
12349,4.0
12358,3.9
12374,3.9
12381,4.0
12395,4.2
12398,3.9
12429,3.4
12442,3.9
12444,4.0
12447,4.0
12448,3.9
12451,4.2
12467,3.9
12468,4.1
12469,3.5
12474,3.6
12495,3.7
12496,4.0
12497,4.1
12505,4.2
12522,3.4
12527,4.1
12528,3.9
12530,4.0
12532,4.2
12534,4.2
12535,4.1
12540,4.2
12543,4.2
12550,4.3
12555,4.0
12557,4.0
12568,4.2
12574,4.0
12577,4.2
12590,4.1
12593,3.9
12595,3.6
12609,4.2
12612,4.0
12614,3.9
12617,4.2
12649,3.6
12651,3.8
12657,4.3
12658,4.2
12659,4.1
12661,4.2
12662,4.1
12663,4.2
12691,4.1
12722,3.9
12724,4.0
12725,3.7
12738,3.9
12749,4.1
12759,3.9
12764,3.9
12770,3.9
12781,3.7
12787,3.9
12811,3.8
12817,3.9
12819,3.8
12835,4.1
12839,4.1
12840,4.0
12841,4.2
12842,4.1
12844,4.2
12845,4.1
12846,4.1
12847,4.1
12857,3.9
12880,4.2
12881,3.8
12885,3.7
12890,3.8
12898,3.5
12914,3.8
12923,3.2
12930,3.9
12931,3.9
12935,3.7
12936,3.8
12938,3.9
12948,3.4
12950,3.8
12957,4.1
12967,3.5
12969,3.9
12985,3.8
12995,3.9
12996,3.9
13006,3.7
13020,3.8
13023,4.0
13033,4.2
13036,4.1
13037,3.9
13039,4.2
13041,4.2
13061,4.0
13064,3.9
13065,4.0
13066,3.9
13067,3.9
13079,3.8
13083,3.8
13084,3.7
13103,3.7
13105,3.6
13128,4.0
13130,4.0
13131,4.0
13132,4.0
13133,3.8
13134,3.5
13136,4.0
13137,4.1
13139,4.2
13140,4.0
13143,4.0
13145,4.1
13147,3.8
13148,4.0
13151,3.9
13152,4.1
13157,3.8
13162,3.9
13167,3.8
13196,3.5
13199,3.8
13206,4.6
13208,4.6
13210,4.3
13214,4.2
13258,3.7
13269,4.2
13270,3.8
13350,4.3
13358,4.7
13366,4.2
13374,3.7
13376,4.1
13383,4.4
13384,4.3
13400,4.3
13440,4.0
13451,3.9
13454,3.9
13496,4.4
13497,4.1
13498,3.9
13517,4.0
13519,3.7
13521,3.5
13522,3.8
13529,3.8
13568,4.3
13569,4.3
13570,4.1
13571,4.3
13573,4.3
13574,4.3
13575,4.3
13576,4.3
13577,4.3
13578,4.3
13579,4.3
13580,4.3
13614,4.3
13615,4.4
13616,4.4
13617,4.3
13618,4.4
13619,4.4
13620,4.4
13621,4.4
13622,4.2
13623,4.2
13629,4.0
13642,4.0
13646,3.8
13648,3.7
13651,4.2
13658,4.1
13659,4.0
13661,3.9
13662,4.1
13664,4.1
13667,4.1
13674,4.5
13696,3.5
13698,3.8
13728,4.4
13729,4.3
13733,4.4
13737,4.2
13747,3.7
13752,3.8
13759,4.1
13760,4.0
13806,3.9
13810,4.2
13811,4.0
13812,4.2
13813,4.2
13815,4.3
13821,4.1
13822,4.0
13824,4.1
13827,3.9
13829,4.2
13830,4.2
13831,4.3
13833,4.3
13834,4.3
13835,4.2
13836,4.3
13837,4.3
13839,4.1
13843,4.0
13850,4.0
13854,4.2
13872,4.0
13888,4.1
13890,4.0
13891,3.9
13895,4.2
13912,4.1
13922,4.0
13923,4.1
13925,4.1
13926,4.3
13927,4.3
13928,4.3
13929,4.1
13931,4.1
13932,4.2
13939,4.3
13943,4.4
13978,3.9
13979,3.9
13980,4.0
13982,4.0
13983,3.8
13986,4.1
13987,4.0
13990,4.0
13992,3.8
13993,4.0
13994,4.1
13995,4.0
13996,4.0
13997,4.0
13998,4.0
14000,4.2
14007,4.0
14009,4.0
14014,4.2
14015,4.4
14027,3.8
14028,3.7
14029,3.9
14030,3.8
14031,4.0
14032,3.7
14034,3.8
14069,3.9
14082,4.2
14084,4.0
14095,4.3
14096,4.1
14142,4.0
14182,4.4
14183,4.3
14185,4.0
14201,3.8
14241,3.9
14248,4.0
14249,4.0
14250,4.0
14256,4.0
14257,4.1
14267,3.9
14272,4.3
14276,3.9
14280,4.0
14281,4.3
14285,4.0
14286,4.1
14287,3.3
14288,3.5
14289,3.7
14295,4.1
14305,3.9
14316,4.0
14318,4.0
14326,3.6
14345,4.5
14358,4.2
14362,3.8
14376,4.1
14383,4.3
14384,4.2
14386,4.0
14395,4.1
14404,4.0
14417,3.5
14427,3.6
14428,3.5
14431,3.6
14456,4.1
14460,3.9
14461,3.7
14463,3.9
14495,3.8
14497,4.2
14504,4.0
14554,4.0
14563,3.9
14565,4.2
14570,4.0
14572,4.3
14595,4.2
14648,4.0
14662,3.9
14680,3.8
14681,4.0
14686,3.8
14688,4.1
14706,3.9
14707,3.7
14743,3.9
14748,3.7
14758,3.8
14769,4.0
14817,4.0
14836,4.0
14839,4.0
14864,4.0
14865,3.7
14866,4.1
14889,3.9
14891,4.3
14896,4.0
14905,4.6
14913,4.5
14935,4.1
14940,4.1
14942,3.8
14948,4.3
14960,3.7
14965,3.6
14967,4.3
14975,3.6
14978,3.8
14990,3.6
14995,4.0
14996,4.0
15014,4.0
15015,4.2
15016,4.4
15018,4.2
15019,4.1
15044,3.9
15046,3.8
15047,4.1
15050,3.8
15052,3.8
15054,4.1
15055,3.7
15056,3.8
15060,4.1
15063,3.5
15096,3.9
15100,3.3
15101,3.8
15102,3.9
15151,3.6
15154,4.0
15157,3.9
15158,4.0
15159,4.2
15161,3.9
15167,4.0
15173,3.6
15177,4.3
15195,4.6
15197,4.4
15241,4.4
15242,4.6
15309,4.1
15320,3.8
15374,3.7
15376,3.5
15424,3.9
15430,3.8
15433,3.8
15435,3.8
15449,3.6
15450,3.7
15456,3.8
15466,3.7
15468,3.7
15473,3.6
15496,3.8
15501,4.1
15519,3.6
15534,3.7
15547,3.9
15549,4.1
15550,4.0
15552,4.0
15557,4.0
15558,4.1
15559,4.0
15560,4.0
15561,3.8
15564,3.9
15566,4.0
15567,4.0
15568,4.0
15575,3.8
15576,4.2
15577,4.2
15580,4.1
15581,3.9
15584,4.0
15595,3.7
15600,3.8
15613,3.1
15616,4.1
15617,4.2
15622,4.0
15638,4.1
15645,4.0
15654,4.1
15660,4.1
15667,4.1
15670,3.8
15673,4.2
15676,4.0
15677,3.8
15682,3.8
15694,4.0
15698,4.1
15719,3.9
15721,4.3
15746,4.0
15760,3.9
15764,3.6
15769,4.1
15779,4.2
15781,3.7
15807,3.6
15832,4.7
15836,3.9
15852,4.2
15858,3.3
15860,3.7
15881,4.4
15888,3.9
15904,3.4
15916,4.2
15924,3.8
15925,4.2
15926,3.8
15957,3.8
15962,3.9
15967,3.6
15972,3.5
15975,4.0
15997,3.8
16006,4.3
16035,4.0
16046,3.5
16047,4.0
16051,4.0
16055,3.7
16059,3.4
16077,4.3
16111,4.2
16113,4.0
16114,4.3
16115,4.3
16130,4.2
16148,3.5
16172,3.9
16176,4.0
